param MinNondispatchablePower := 
WIND 1 0.0
WIND 2 0.0
WIND 3 0.0
WIND 4 0.0
WIND 5 0.0
WIND 6 0.0
WIND 7 0.0
WIND 8 0.0
WIND 9 0.0
WIND 10 0.0
WIND 11 0.0
WIND 12 0.0
WIND 13 0.0
WIND 14 0.0
WIND 15 0.0
WIND 16 0.0
WIND 17 0.0
WIND 18 0.0
WIND 19 0.0
WIND 20 0.0
WIND 21 0.0
WIND 22 0.0
WIND 23 0.0
WIND 24 0.0
WIND 25 0.0
WIND 26 0.0
WIND 27 0.0
WIND 28 0.0
WIND 29 0.0
WIND 30 0.0
WIND 31 0.0
WIND 32 0.0
WIND 33 0.0
WIND 34 0.0
WIND 35 0.0
WIND 36 0.0
WIND 37 0.0
WIND 38 0.0
WIND 39 0.0
WIND 40 0.0
WIND 41 0.0
WIND 42 0.0
WIND 43 0.0
WIND 44 0.0
WIND 45 0.0
WIND 46 0.0
WIND 47 0.0
WIND 48 0.0
;


param MaxNondispatchablePower := 
WIND 1 47.33903802367257
WIND 2 66.07585905016516
WIND 3 41.53562101846546
WIND 4 37.00027304433518
WIND 5 29.612652625137315
WIND 6 48.1995091518614
WIND 7 29.315480417869686
WIND 8 31.94439083937945
WIND 9 6.209548283446328
WIND 10 0.1093384044914103
WIND 11 0.5568166139069576
WIND 12 1.4756770638102639
WIND 13 1.1385657163867846
WIND 14 5.109780055135825
WIND 15 5.871533803158991
WIND 16 19.45578176544801
WIND 17 53.39275475343553
WIND 18 55.93525413353737
WIND 19 67.918021565711
WIND 20 64.10899961300053
WIND 21 59.123112049142335
WIND 22 64.09135833445507
WIND 23 59.34046271479721
WIND 24 71.22156061744401
WIND 25 71.22156061744401
WIND 26 71.22156061744401
WIND 27 71.22156061744401
WIND 28 71.22156061744401
WIND 29 71.22156061744401
WIND 30 71.22156061744401
WIND 31 71.22156061744401
WIND 32 71.22156061744401
WIND 33 71.22156061744401
WIND 34 71.22156061744401
WIND 35 71.22156061744401
WIND 36 71.22156061744401
WIND 37 71.22156061744401
WIND 38 71.22156061744401
WIND 39 71.22156061744401
WIND 40 71.22156061744401
WIND 41 71.22156061744401
WIND 42 71.22156061744401
WIND 43 71.22156061744401
WIND 44 71.22156061744401
WIND 45 71.22156061744401
WIND 46 71.22156061744401
WIND 47 71.22156061744401
WIND 48 71.22156061744401
;


