param MinNondispatchablePower := 
WIND 1 0.0
WIND 2 0.0
WIND 3 0.0
WIND 4 0.0
WIND 5 0.0
WIND 6 0.0
WIND 7 0.0
WIND 8 0.0
WIND 9 0.0
WIND 10 0.0
WIND 11 0.0
WIND 12 0.0
WIND 13 0.0
WIND 14 0.0
WIND 15 0.0
WIND 16 0.0
WIND 17 0.0
WIND 18 0.0
WIND 19 0.0
WIND 20 0.0
WIND 21 0.0
WIND 22 0.0
WIND 23 0.0
WIND 24 0.0
WIND 25 0.0
WIND 26 0.0
WIND 27 0.0
WIND 28 0.0
WIND 29 0.0
WIND 30 0.0
WIND 31 0.0
WIND 32 0.0
WIND 33 0.0
WIND 34 0.0
WIND 35 0.0
WIND 36 0.0
WIND 37 0.0
WIND 38 0.0
WIND 39 0.0
WIND 40 0.0
WIND 41 0.0
WIND 42 0.0
WIND 43 0.0
WIND 44 0.0
WIND 45 0.0
WIND 46 0.0
WIND 47 0.0
WIND 48 0.0
;


param MaxNondispatchablePower := 
WIND 1 90.78982150832594
WIND 2 69.29017628992017
WIND 3 62.44095907638366
WIND 4 72.81480099747483
WIND 5 59.858299338821375
WIND 6 65.72434238949677
WIND 7 27.012206533774936
WIND 8 21.728986401623196
WIND 9 9.025077510948881
WIND 10 0.3337920409889364
WIND 11 0.02154898488861079
WIND 12 0.022059899081693854
WIND 13 0.03416838470726589
WIND 14 1.0811080972829585
WIND 15 4.070224981885275
WIND 16 10.062826145543129
WIND 17 29.197054839009464
WIND 18 37.99875047835821
WIND 19 47.044855595113134
WIND 20 77.85674736856149
WIND 21 97.20302541470807
WIND 22 88.30401512324988
WIND 23 79.88648763623968
WIND 24 62.75846235547374
WIND 25 62.75846235547374
WIND 26 62.75846235547374
WIND 27 62.75846235547374
WIND 28 62.75846235547374
WIND 29 62.75846235547374
WIND 30 62.75846235547374
WIND 31 62.75846235547374
WIND 32 62.75846235547374
WIND 33 62.75846235547374
WIND 34 62.75846235547374
WIND 35 62.75846235547374
WIND 36 62.75846235547374
WIND 37 62.75846235547374
WIND 38 62.75846235547374
WIND 39 62.75846235547374
WIND 40 62.75846235547374
WIND 41 62.75846235547374
WIND 42 62.75846235547374
WIND 43 62.75846235547374
WIND 44 62.75846235547374
WIND 45 62.75846235547374
WIND 46 62.75846235547374
WIND 47 62.75846235547374
WIND 48 62.75846235547374
;


