param MinNondispatchablePower := 
WIND 1 0.0
WIND 2 0.0
WIND 3 0.0
WIND 4 0.0
WIND 5 0.0
WIND 6 0.0
WIND 7 0.0
WIND 8 0.0
WIND 9 0.0
WIND 10 0.0
WIND 11 0.0
WIND 12 0.0
WIND 13 0.0
WIND 14 0.0
WIND 15 0.0
WIND 16 0.0
WIND 17 0.0
WIND 18 0.0
WIND 19 0.0
WIND 20 0.0
WIND 21 0.0
WIND 22 0.0
WIND 23 0.0
WIND 24 0.0
WIND 25 0.0
WIND 26 0.0
WIND 27 0.0
WIND 28 0.0
WIND 29 0.0
WIND 30 0.0
WIND 31 0.0
WIND 32 0.0
WIND 33 0.0
WIND 34 0.0
WIND 35 0.0
WIND 36 0.0
WIND 37 0.0
WIND 38 0.0
WIND 39 0.0
WIND 40 0.0
WIND 41 0.0
WIND 42 0.0
WIND 43 0.0
WIND 44 0.0
WIND 45 0.0
WIND 46 0.0
WIND 47 0.0
WIND 48 0.0
;


param MaxNondispatchablePower := 
WIND 1 36.64562709028546
WIND 2 34.40612143954115
WIND 3 31.241200779530416
WIND 4 46.80354451987332
WIND 5 64.31094198504486
WIND 6 85.95176799039847
WIND 7 52.01053525155888
WIND 8 42.284747767746715
WIND 9 11.724752268842865
WIND 10 7.481863355443426
WIND 11 2.1356190548010434
WIND 12 3.4900560532173466
WIND 13 1.581921319145812
WIND 14 2.4093122394263444
WIND 15 11.201056421841352
WIND 16 5.936276352717596
WIND 17 30.68352844923686
WIND 18 31.306885821045416
WIND 19 62.07791556623023
WIND 20 60.54046719147248
WIND 21 92.57171530839295
WIND 22 84.79152953808517
WIND 23 67.60747003463726
WIND 24 60.623812874851176
WIND 25 60.623812874851176
WIND 26 60.623812874851176
WIND 27 60.623812874851176
WIND 28 60.623812874851176
WIND 29 60.623812874851176
WIND 30 60.623812874851176
WIND 31 60.623812874851176
WIND 32 60.623812874851176
WIND 33 60.623812874851176
WIND 34 60.623812874851176
WIND 35 60.623812874851176
WIND 36 60.623812874851176
WIND 37 60.623812874851176
WIND 38 60.623812874851176
WIND 39 60.623812874851176
WIND 40 60.623812874851176
WIND 41 60.623812874851176
WIND 42 60.623812874851176
WIND 43 60.623812874851176
WIND 44 60.623812874851176
WIND 45 60.623812874851176
WIND 46 60.623812874851176
WIND 47 60.623812874851176
WIND 48 60.623812874851176
;


