param MinNondispatchablePower := 
WIND 1 0.0
WIND 2 0.0
WIND 3 0.0
WIND 4 0.0
WIND 5 0.0
WIND 6 0.0
WIND 7 0.0
WIND 8 0.0
WIND 9 0.0
WIND 10 0.0
WIND 11 0.0
WIND 12 0.0
WIND 13 0.0
WIND 14 0.0
WIND 15 0.0
WIND 16 0.0
WIND 17 0.0
WIND 18 0.0
WIND 19 0.0
WIND 20 0.0
WIND 21 0.0
WIND 22 0.0
WIND 23 0.0
WIND 24 0.0
WIND 25 0.0
WIND 26 0.0
WIND 27 0.0
WIND 28 0.0
WIND 29 0.0
WIND 30 0.0
WIND 31 0.0
WIND 32 0.0
WIND 33 0.0
WIND 34 0.0
WIND 35 0.0
WIND 36 0.0
WIND 37 0.0
WIND 38 0.0
WIND 39 0.0
WIND 40 0.0
WIND 41 0.0
WIND 42 0.0
WIND 43 0.0
WIND 44 0.0
WIND 45 0.0
WIND 46 0.0
WIND 47 0.0
WIND 48 0.0
;


param MaxNondispatchablePower := 
WIND 1 62.70522733744498
WIND 2 53.68880019922835
WIND 3 41.51850566626436
WIND 4 30.865427720586105
WIND 5 30.76030749140901
WIND 6 32.13577980434383
WIND 7 22.0446850251838
WIND 8 23.732271981163652
WIND 9 4.525135897143468
WIND 10 0.07972242729136952
WIND 11 0.0034693403968333314
WIND 12 0.07752533697110664
WIND 13 0.38376436350049237
WIND 14 0.7569940292017747
WIND 15 1.7901133727512613
WIND 16 2.6993856320045664
WIND 17 20.356328629956142
WIND 18 14.662114655139376
WIND 19 34.088789601837085
WIND 20 34.921782355968666
WIND 21 36.51827415733543
WIND 22 42.83853315018114
WIND 23 34.15484611515517
WIND 24 25.181095833519592
WIND 25 25.181095833519592
WIND 26 25.181095833519592
WIND 27 25.181095833519592
WIND 28 25.181095833519592
WIND 29 25.181095833519592
WIND 30 25.181095833519592
WIND 31 25.181095833519592
WIND 32 25.181095833519592
WIND 33 25.181095833519592
WIND 34 25.181095833519592
WIND 35 25.181095833519592
WIND 36 25.181095833519592
WIND 37 25.181095833519592
WIND 38 25.181095833519592
WIND 39 25.181095833519592
WIND 40 25.181095833519592
WIND 41 25.181095833519592
WIND 42 25.181095833519592
WIND 43 25.181095833519592
WIND 44 25.181095833519592
WIND 45 25.181095833519592
WIND 46 25.181095833519592
WIND 47 25.181095833519592
WIND 48 25.181095833519592
;


