param MinNondispatchablePower := 
WIND 1 0.0
WIND 2 0.0
WIND 3 0.0
WIND 4 0.0
WIND 5 0.0
WIND 6 0.0
WIND 7 0.0
WIND 8 0.0
WIND 9 0.0
WIND 10 0.0
WIND 11 0.0
WIND 12 0.0
WIND 13 0.0
WIND 14 0.0
WIND 15 0.0
WIND 16 0.0
WIND 17 0.0
WIND 18 0.0
WIND 19 0.0
WIND 20 0.0
WIND 21 0.0
WIND 22 0.0
WIND 23 0.0
WIND 24 0.0
WIND 25 0.0
WIND 26 0.0
WIND 27 0.0
WIND 28 0.0
WIND 29 0.0
WIND 30 0.0
WIND 31 0.0
WIND 32 0.0
WIND 33 0.0
WIND 34 0.0
WIND 35 0.0
WIND 36 0.0
WIND 37 0.0
WIND 38 0.0
WIND 39 0.0
WIND 40 0.0
WIND 41 0.0
WIND 42 0.0
WIND 43 0.0
WIND 44 0.0
WIND 45 0.0
WIND 46 0.0
WIND 47 0.0
WIND 48 0.0
;


param MaxNondispatchablePower := 
WIND 1 75.34770788171666
WIND 2 83.26982076886364
WIND 3 63.856947168502714
WIND 4 61.225343624278175
WIND 5 44.835052239385945
WIND 6 31.856227094233518
WIND 7 19.79241142107012
WIND 8 19.144435547738603
WIND 9 4.463278040256735
WIND 10 0.39212523912069064
WIND 11 0.08175678778795259
WIND 12 0.13695854260717225
WIND 13 0.18182689593750753
WIND 14 3.7891957204592708
WIND 15 28.465161069635112
WIND 16 25.357376931269044
WIND 17 60.84787793677213
WIND 18 64.98416510866132
WIND 19 84.91407129373957
WIND 20 98.73503238555944
WIND 21 90.59038061958252
WIND 22 80.74564780140848
WIND 23 88.31329259133054
WIND 24 101.0315093187298
WIND 25 101.0315093187298
WIND 26 101.0315093187298
WIND 27 101.0315093187298
WIND 28 101.0315093187298
WIND 29 101.0315093187298
WIND 30 101.0315093187298
WIND 31 101.0315093187298
WIND 32 101.0315093187298
WIND 33 101.0315093187298
WIND 34 101.0315093187298
WIND 35 101.0315093187298
WIND 36 101.0315093187298
WIND 37 101.0315093187298
WIND 38 101.0315093187298
WIND 39 101.0315093187298
WIND 40 101.0315093187298
WIND 41 101.0315093187298
WIND 42 101.0315093187298
WIND 43 101.0315093187298
WIND 44 101.0315093187298
WIND 45 101.0315093187298
WIND 46 101.0315093187298
WIND 47 101.0315093187298
WIND 48 101.0315093187298
;


