param NumNodes := 20;
param NumArcs := 120;
param NumCommodities := 100;
param ArcsNodes :=
  1 (1, 2)
  2 (1, 4)
  3 (1, 17)
  4 (1, 13)
  5 (1, 12)
  6 (2, 3)
  7 (2, 19)
  8 (2, 11)
  9 (2, 4)
  10 (2, 13)
  11 (2, 7)
  12 (2, 17)
  13 (2, 20)
  14 (3, 4)
  15 (3, 16)
  16 (3, 18)
  17 (3, 12)
  18 (3, 9)
  19 (4, 5)
  20 (4, 19)
  21 (4, 3)
  22 (4, 12)
  23 (4, 15)
  24 (4, 10)
  25 (5, 6)
  26 (5, 8)
  27 (5, 3)
  28 (5, 12)
  29 (5, 1)
  30 (5, 11)
  31 (5, 9)
  32 (6, 7)
  33 (6, 3)
  34 (6, 15)
  35 (6, 18)
  36 (6, 10)
  37 (6, 11)
  38 (7, 8)
  39 (7, 5)
  40 (7, 15)
  41 (7, 12)
  42 (7, 20)
  43 (7, 9)
  44 (7, 6)
  45 (7, 13)
  46 (8, 9)
  47 (8, 19)
  48 (8, 1)
  49 (8, 5)
  50 (8, 7)
  51 (8, 12)
  52 (8, 14)
  53 (9, 10)
  54 (9, 11)
  55 (9, 16)
  56 (9, 7)
  57 (9, 17)
  58 (9, 20)
  59 (10, 11)
  60 (10, 14)
  61 (10, 15)
  62 (11, 12)
  63 (11, 13)
  64 (11, 17)
  65 (11, 8)
  66 (11, 1)
  67 (12, 13)
  68 (12, 9)
  69 (12, 8)
  70 (12, 4)
  71 (12, 18)
  72 (13, 14)
  73 (13, 18)
  74 (13, 2)
  75 (13, 16)
  76 (13, 19)
  77 (13, 5)
  78 (13, 12)
  79 (14, 15)
  80 (14, 5)
  81 (14, 20)
  82 (14, 3)
  83 (15, 16)
  84 (15, 18)
  85 (15, 13)
  86 (15, 5)
  87 (16, 17)
  88 (16, 11)
  89 (16, 15)
  90 (16, 8)
  91 (16, 12)
  92 (16, 19)
  93 (17, 18)
  94 (17, 15)
  95 (17, 7)
  96 (17, 16)
  97 (17, 4)
  98 (17, 13)
  99 (17, 2)
  100 (17, 14)
  101 (17, 8)
  102 (18, 19)
  103 (18, 5)
  104 (18, 7)
  105 (18, 11)
  106 (18, 12)
  107 (18, 14)
  108 (19, 20)
  109 (19, 6)
  110 (19, 2)
  111 (19, 4)
  112 (19, 16)
  113 (19, 14)
  114 (19, 10)
  115 (20, 1)
  116 (20, 8)
  117 (20, 9)
  118 (20, 3)
  119 (20, 18)
  120 (20, 14)
;
param NodesCommoditiesDemand :=
  20 1 72.61337598055374
  1 1 -72.61337598055374
  11 2 34.14411541628574
  3 2 -34.14411541628574
  10 3 82.9237785292093
  4 3 -82.9237785292093
  20 4 38.368973401679014
  11 4 -38.368973401679014
  2 5 50.23233476553635
  3 5 -50.23233476553635
  9 6 84.42766230655499
  14 6 -84.42766230655499
  15 7 54.41238396011863
  14 7 -54.41238396011863
  10 8 71.32233183671622
  20 8 -71.32233183671622
  5 9 62.79386324260728
  10 9 -62.79386324260728
  11 10 69.64268842682287
  20 10 -69.64268842682287
  20 11 34.70021103733477
  10 11 -34.70021103733477
  4 12 22.11223894335935
  17 12 -22.11223894335935
  15 13 93.81655401016337
  16 13 -93.81655401016337
  18 14 98.66404057423304
  20 14 -98.66404057423304
  13 15 26.803206994408615
  5 15 -26.803206994408615
  9 16 34.728503887146246
  18 16 -34.728503887146246
  5 17 36.202900483116075
  8 17 -36.202900483116075
  16 18 103.1577007591558
  18 18 -103.1577007591558
  6 19 19.511072791492648
  5 19 -19.511072791492648
  2 20 62.16493736831114
  19 20 -62.16493736831114
  9 21 17.686831314112148
  13 21 -17.686831314112148
  15 22 90.22405790050603
  5 22 -90.22405790050603
  20 23 55.159311485365706
  5 23 -55.159311485365706
  1 24 70.26576171243967
  13 24 -70.26576171243967
  9 25 57.71886225343266
  17 25 -57.71886225343266
  5 26 68.0379509216793
  7 26 -68.0379509216793
  20 27 97.628414324549
  17 27 -97.628414324549
  12 28 33.257765725595846
  11 28 -33.257765725595846
  16 29 47.949741345623984
  17 29 -47.949741345623984
  12 30 69.24915775284413
  7 30 -69.24915775284413
  10 31 26.81665548278457
  12 31 -26.81665548278457
  16 32 39.63770171488952
  12 32 -39.63770171488952
  11 33 36.194305301863615
  1 33 -36.194305301863615
  6 34 13.74555223848351
  14 34 -13.74555223848351
  7 35 67.94666776873002
  3 35 -67.94666776873002
  17 36 15.658418215091405
  19 36 -15.658418215091405
  10 37 48.21283627277536
  14 37 -48.21283627277536
  10 38 72.3032689503244
  3 38 -72.3032689503244
  2 39 105.90542386652456
  9 39 -105.90542386652456
  14 40 32.670251028498434
  18 40 -32.670251028498434
  5 41 58.970117221181965
  1 41 -58.970117221181965
  12 42 78.19266228470718
  13 42 -78.19266228470718
