param NumNodes := 20;
param NumArcs := 120;
param NumCommodities := 100;
param ArcsNodes :=
  1 (1, 2)
  2 (1, 4)
  3 (1, 17)
  4 (1, 13)
  5 (1, 12)
  6 (2, 3)
  7 (2, 19)
  8 (2, 11)
  9 (2, 4)
  10 (2, 13)
  11 (2, 7)
  12 (2, 17)
  13 (2, 20)
  14 (3, 4)
  15 (3, 16)
  16 (3, 18)
  17 (3, 12)
  18 (3, 9)
  19 (4, 5)
  20 (4, 19)
  21 (4, 3)
  22 (4, 12)
  23 (4, 15)
  24 (4, 10)
  25 (5, 6)
  26 (5, 8)
  27 (5, 3)
  28 (5, 12)
  29 (5, 1)
  30 (5, 11)
  31 (5, 9)
  32 (6, 7)
  33 (6, 3)
  34 (6, 15)
  35 (6, 18)
  36 (6, 10)
  37 (6, 11)
  38 (7, 8)
  39 (7, 5)
  40 (7, 15)
  41 (7, 12)
  42 (7, 20)
  43 (7, 9)
  44 (7, 6)
  45 (7, 13)
  46 (8, 9)
  47 (8, 19)
  48 (8, 1)
  49 (8, 5)
  50 (8, 7)
  51 (8, 12)
  52 (8, 14)
  53 (9, 10)
  54 (9, 11)
  55 (9, 16)
  56 (9, 7)
  57 (9, 17)
  58 (9, 20)
  59 (10, 11)
  60 (10, 14)
  61 (10, 15)
  62 (11, 12)
  63 (11, 13)
  64 (11, 17)
  65 (11, 8)
  66 (11, 1)
  67 (12, 13)
  68 (12, 9)
  69 (12, 8)
  70 (12, 4)
  71 (12, 18)
  72 (13, 14)
  73 (13, 18)
  74 (13, 2)
  75 (13, 16)
  76 (13, 19)
  77 (13, 5)
  78 (13, 12)
  79 (14, 15)
  80 (14, 5)
  81 (14, 20)
  82 (14, 3)
  83 (15, 16)
  84 (15, 18)
  85 (15, 13)
  86 (15, 5)
  87 (16, 17)
  88 (16, 11)
  89 (16, 15)
  90 (16, 8)
  91 (16, 12)
  92 (16, 19)
  93 (17, 18)
  94 (17, 15)
  95 (17, 7)
  96 (17, 16)
  97 (17, 4)
  98 (17, 13)
  99 (17, 2)
  100 (17, 14)
  101 (17, 8)
  102 (18, 19)
  103 (18, 5)
  104 (18, 7)
  105 (18, 11)
  106 (18, 12)
  107 (18, 14)
  108 (19, 20)
  109 (19, 6)
  110 (19, 2)
  111 (19, 4)
  112 (19, 16)
  113 (19, 14)
  114 (19, 10)
  115 (20, 1)
  116 (20, 8)
  117 (20, 9)
  118 (20, 3)
  119 (20, 18)
  120 (20, 14)
;
param NodesCommoditiesDemand :=
  20 1 72.21351824721674
  1 1 -72.21351824721674
  11 2 32.579006017007444
  3 2 -32.579006017007444
  10 3 80.9952326257476
  4 3 -80.9952326257476
  20 4 39.99044382898144
  11 4 -39.99044382898144
  2 5 56.44195582870976
  3 5 -56.44195582870976
  9 6 84.12059903590536
  14 6 -84.12059903590536
  15 7 58.78377585179357
  14 7 -58.78377585179357
  10 8 68.55643964259342
  20 8 -68.55643964259342
  5 9 55.504167617707665
  10 9 -55.504167617707665
  11 10 72.4564631390398
  20 10 -72.4564631390398
  20 11 36.701605488917714
  10 11 -36.701605488917714
  4 12 21.31224999905036
  17 12 -21.31224999905036
  15 13 91.04328409969199
  16 13 -91.04328409969199
  18 14 97.24484483596449
  20 14 -97.24484483596449
  13 15 26.88838842421636
  5 15 -26.88838842421636
  9 16 35.65612898557983
  18 16 -35.65612898557983
  5 17 33.02443209835873
  8 17 -33.02443209835873
  16 18 88.60720862192136
  18 18 -88.60720862192136
  6 19 18.623672885090386
  5 19 -18.623672885090386
  2 20 62.48077284947401
  19 20 -62.48077284947401
  9 21 16.963294875750922
  13 21 -16.963294875750922
  15 22 96.77698574188972
  5 22 -96.77698574188972
  20 23 51.49783825853604
  5 23 -51.49783825853604
  1 24 70.78558156317536
  13 24 -70.78558156317536
  9 25 57.94068398998563
  17 25 -57.94068398998563
  5 26 71.1577108136918
  7 26 -71.1577108136918
  20 27 86.35288913448447
  17 27 -86.35288913448447
  12 28 30.71345672892914
  11 28 -30.71345672892914
  16 29 45.306853915885384
  17 29 -45.306853915885384
  12 30 68.4673056796031
  7 30 -68.4673056796031
  10 31 28.193151840557935
  12 31 -28.193151840557935
  16 32 36.14933747887815
  12 32 -36.14933747887815
  11 33 37.00364972127151
  1 33 -37.00364972127151
  6 34 13.414738901103217
  14 34 -13.414738901103217
  7 35 73.0256630397719
  3 35 -73.0256630397719
  17 36 14.826550027534767
  19 36 -14.826550027534767
  10 37 44.871329827230255
  14 37 -44.871329827230255
  10 38 70.10733326336877
  3 38 -70.10733326336877
  2 39 102.41025523898855
  9 39 -102.41025523898855
  14 40 29.56694916176702
  18 40 -29.56694916176702
  5 41 62.8353698595392
  1 41 -62.8353698595392
  12 42 70.7979568244104
  13 42 -70.7979568244104
