param NumNodes := 20;
param NumArcs := 120;
param NumCommodities := 100;
param ArcsNodes :=
  1 (1, 2)
  2 (1, 4)
  3 (1, 17)
  4 (1, 13)
  5 (1, 12)
  6 (2, 3)
  7 (2, 19)
  8 (2, 11)
  9 (2, 4)
  10 (2, 13)
  11 (2, 7)
  12 (2, 17)
  13 (2, 20)
  14 (3, 4)
  15 (3, 16)
  16 (3, 18)
  17 (3, 12)
  18 (3, 9)
  19 (4, 5)
  20 (4, 19)
  21 (4, 3)
  22 (4, 12)
  23 (4, 15)
  24 (4, 10)
  25 (5, 6)
  26 (5, 8)
  27 (5, 3)
  28 (5, 12)
  29 (5, 1)
  30 (5, 11)
  31 (5, 9)
  32 (6, 7)
  33 (6, 3)
  34 (6, 15)
  35 (6, 18)
  36 (6, 10)
  37 (6, 11)
  38 (7, 8)
  39 (7, 5)
  40 (7, 15)
  41 (7, 12)
  42 (7, 20)
  43 (7, 9)
  44 (7, 6)
  45 (7, 13)
  46 (8, 9)
  47 (8, 19)
  48 (8, 1)
  49 (8, 5)
  50 (8, 7)
  51 (8, 12)
  52 (8, 14)
  53 (9, 10)
  54 (9, 11)
  55 (9, 16)
  56 (9, 7)
  57 (9, 17)
  58 (9, 20)
  59 (10, 11)
  60 (10, 14)
  61 (10, 15)
  62 (11, 12)
  63 (11, 13)
  64 (11, 17)
  65 (11, 8)
  66 (11, 1)
  67 (12, 13)
  68 (12, 9)
  69 (12, 8)
  70 (12, 4)
  71 (12, 18)
  72 (13, 14)
  73 (13, 18)
  74 (13, 2)
  75 (13, 16)
  76 (13, 19)
  77 (13, 5)
  78 (13, 12)
  79 (14, 15)
  80 (14, 5)
  81 (14, 20)
  82 (14, 3)
  83 (15, 16)
  84 (15, 18)
  85 (15, 13)
  86 (15, 5)
  87 (16, 17)
  88 (16, 11)
  89 (16, 15)
  90 (16, 8)
  91 (16, 12)
  92 (16, 19)
  93 (17, 18)
  94 (17, 15)
  95 (17, 7)
  96 (17, 16)
  97 (17, 4)
  98 (17, 13)
  99 (17, 2)
  100 (17, 14)
  101 (17, 8)
  102 (18, 19)
  103 (18, 5)
  104 (18, 7)
  105 (18, 11)
  106 (18, 12)
  107 (18, 14)
  108 (19, 20)
  109 (19, 6)
  110 (19, 2)
  111 (19, 4)
  112 (19, 16)
  113 (19, 14)
  114 (19, 10)
  115 (20, 1)
  116 (20, 8)
  117 (20, 9)
  118 (20, 3)
  119 (20, 18)
  120 (20, 14)
;
param NodesCommoditiesDemand :=
  20 1 69.54861018147446
  1 1 -69.54861018147446
  11 2 30.87514710283568
  3 2 -30.87514710283568
  10 3 77.2678991516208
  4 3 -77.2678991516208
  20 4 38.083686805088846
  11 4 -38.083686805088846
  2 5 51.68900627082847
  3 5 -51.68900627082847
  9 6 78.94305229554776
  14 6 -78.94305229554776
  15 7 51.75786463709525
  14 7 -51.75786463709525
  10 8 75.1776353984088
  20 8 -75.1776353984088
  5 9 53.35103096438722
  10 9 -53.35103096438722
  11 10 65.4663967984666
  20 10 -65.4663967984666
  20 11 34.31410288221112
  10 11 -34.31410288221112
  4 12 22.09843044476453
  17 12 -22.09843044476453
  15 13 85.31274528858347
  16 13 -85.31274528858347
  18 14 96.08284695319713
  20 14 -96.08284695319713
  13 15 24.55403518999318
  5 15 -24.55403518999318
  9 16 35.15645985180174
  18 16 -35.15645985180174
  5 17 32.642119164749744
  8 17 -32.642119164749744
  16 18 95.75038188455461
  18 18 -95.75038188455461
  6 19 18.7075061563854
  5 19 -18.7075061563854
  2 20 56.058336506700115
  19 20 -56.058336506700115
  9 21 16.31757875683114
  13 21 -16.31757875683114
  15 22 89.01986308083363
  5 22 -89.01986308083363
  20 23 53.11427454820222
  5 23 -53.11427454820222
  1 24 68.0024963629418
  13 24 -68.0024963629418
  9 25 59.951070084048574
  17 25 -59.951070084048574
  5 26 72.66555243207674
  7 26 -72.66555243207674
  20 27 93.05101574418659
  17 27 -93.05101574418659
  12 28 32.25863466156861
  11 28 -32.25863466156861
  16 29 43.624416191349695
  17 29 -43.624416191349695
  12 30 70.39543980000379
  7 30 -70.39543980000379
  10 31 24.698908621192952
  12 31 -24.698908621192952
  16 32 35.70033684308777
  12 32 -35.70033684308777
  11 33 33.628304756768344
  1 33 -33.628304756768344
  6 34 12.050986581301029
  14 34 -12.050986581301029
  7 35 67.46332916308462
  3 35 -67.46332916308462
  17 36 14.097398189323055
  19 36 -14.097398189323055
  10 37 48.230092797428355
  14 37 -48.230092797428355
  10 38 71.87271174646737
  3 38 -71.87271174646737
  2 39 95.48294785067047
  9 39 -95.48294785067047
  14 40 28.702887511225658
  18 40 -28.702887511225658
  5 41 58.325406282036106
  1 41 -58.325406282036106
  12 42 73.05797409129782
  13 42 -73.05797409129782
