param NumNodes := 20;
param NumArcs := 120;
param NumCommodities := 100;
param ArcsNodes :=
  1 (1, 2)
  2 (1, 4)
  3 (1, 17)
  4 (1, 13)
  5 (1, 12)
  6 (2, 3)
  7 (2, 19)
  8 (2, 11)
  9 (2, 4)
  10 (2, 13)
  11 (2, 7)
  12 (2, 17)
  13 (2, 20)
  14 (3, 4)
  15 (3, 16)
  16 (3, 18)
  17 (3, 12)
  18 (3, 9)
  19 (4, 5)
  20 (4, 19)
  21 (4, 3)
  22 (4, 12)
  23 (4, 15)
  24 (4, 10)
  25 (5, 6)
  26 (5, 8)
  27 (5, 3)
  28 (5, 12)
  29 (5, 1)
  30 (5, 11)
  31 (5, 9)
  32 (6, 7)
  33 (6, 3)
  34 (6, 15)
  35 (6, 18)
  36 (6, 10)
  37 (6, 11)
  38 (7, 8)
  39 (7, 5)
  40 (7, 15)
  41 (7, 12)
  42 (7, 20)
  43 (7, 9)
  44 (7, 6)
  45 (7, 13)
  46 (8, 9)
  47 (8, 19)
  48 (8, 1)
  49 (8, 5)
  50 (8, 7)
  51 (8, 12)
  52 (8, 14)
  53 (9, 10)
  54 (9, 11)
  55 (9, 16)
  56 (9, 7)
  57 (9, 17)
  58 (9, 20)
  59 (10, 11)
  60 (10, 14)
  61 (10, 15)
  62 (11, 12)
  63 (11, 13)
  64 (11, 17)
  65 (11, 8)
  66 (11, 1)
  67 (12, 13)
  68 (12, 9)
  69 (12, 8)
  70 (12, 4)
  71 (12, 18)
  72 (13, 14)
  73 (13, 18)
  74 (13, 2)
  75 (13, 16)
  76 (13, 19)
  77 (13, 5)
  78 (13, 12)
  79 (14, 15)
  80 (14, 5)
  81 (14, 20)
  82 (14, 3)
  83 (15, 16)
  84 (15, 18)
  85 (15, 13)
  86 (15, 5)
  87 (16, 17)
  88 (16, 11)
  89 (16, 15)
  90 (16, 8)
  91 (16, 12)
  92 (16, 19)
  93 (17, 18)
  94 (17, 15)
  95 (17, 7)
  96 (17, 16)
  97 (17, 4)
  98 (17, 13)
  99 (17, 2)
  100 (17, 14)
  101 (17, 8)
  102 (18, 19)
  103 (18, 5)
  104 (18, 7)
  105 (18, 11)
  106 (18, 12)
  107 (18, 14)
  108 (19, 20)
  109 (19, 6)
  110 (19, 2)
  111 (19, 4)
  112 (19, 16)
  113 (19, 14)
  114 (19, 10)
  115 (20, 1)
  116 (20, 8)
  117 (20, 9)
  118 (20, 3)
  119 (20, 18)
  120 (20, 14)
;
param NodesCommoditiesDemand :=
  20 1 65.92336369547958
  1 1 -65.92336369547958
  11 2 30.77250249919232
  3 2 -30.77250249919232
  10 3 78.34492423364306
  4 3 -78.34492423364306
  20 4 42.49570256588228
  11 4 -42.49570256588228
  2 5 52.3762735614142
  3 5 -52.3762735614142
  9 6 77.43493221847403
  14 6 -77.43493221847403
  15 7 50.78615569339548
  14 7 -50.78615569339548
  10 8 66.5993802117145
  20 8 -66.5993802117145
  5 9 54.952327026847776
  10 9 -54.952327026847776
  11 10 70.21790814149972
  20 10 -70.21790814149972
  20 11 33.88521970933318
  10 11 -33.88521970933318
  4 12 20.464358433274693
  17 12 -20.464358433274693
  15 13 84.09574376061366
  16 13 -84.09574376061366
  18 14 87.87389642466577
  20 14 -87.87389642466577
  13 15 26.839614125055853
  5 15 -26.839614125055853
  9 16 34.52957702468691
  18 16 -34.52957702468691
  5 17 32.83681633297238
  8 17 -32.83681633297238
  16 18 88.0144266830186
  18 18 -88.0144266830186
  6 19 17.191335647431668
  5 19 -17.191335647431668
  2 20 58.546123443066065
  19 20 -58.546123443066065
  9 21 16.297466939778385
  13 21 -16.297466939778385
  15 22 89.11762875490692
  5 22 -89.11762875490692
  20 23 49.278409114676364
  5 23 -49.278409114676364
  1 24 65.92028652394542
  13 24 -65.92028652394542
  9 25 53.37214575851474
  17 25 -53.37214575851474
  5 26 64.785397566586
  7 26 -64.785397566586
  20 27 90.24915800888147
  17 27 -90.24915800888147
  12 28 31.087249261173596
  11 28 -31.087249261173596
  16 29 45.39808246922659
  17 29 -45.39808246922659
  12 30 66.25931406554791
  7 30 -66.25931406554791
  10 31 25.956067748800898
  12 31 -25.956067748800898
  16 32 34.59059364598724
  12 32 -34.59059364598724
  11 33 36.049279571551125
  1 33 -36.049279571551125
  6 34 12.957325187534067
  14 34 -12.957325187534067
  7 35 63.51626606973546
  3 35 -63.51626606973546
  17 36 15.452557857068253
  19 36 -15.452557857068253
  10 37 44.79758757597985
  14 37 -44.79758757597985
  10 38 64.55313247505491
  3 38 -64.55313247505491
  2 39 93.55214455860742
  9 39 -93.55214455860742
  14 40 28.19654903361146
  18 40 -28.19654903361146
  5 41 58.15110345742141
  1 41 -58.15110345742141
  12 42 74.89803954766896
  13 42 -74.89803954766896
