param NumNodes := 20;
param NumArcs := 120;
param NumCommodities := 100;
param ArcsNodes :=
  1 (1, 2)
  2 (1, 4)
  3 (1, 17)
  4 (1, 13)
  5 (1, 12)
  6 (2, 3)
  7 (2, 19)
  8 (2, 11)
  9 (2, 4)
  10 (2, 13)
  11 (2, 7)
  12 (2, 17)
  13 (2, 20)
  14 (3, 4)
  15 (3, 16)
  16 (3, 18)
  17 (3, 12)
  18 (3, 9)
  19 (4, 5)
  20 (4, 19)
  21 (4, 3)
  22 (4, 12)
  23 (4, 15)
  24 (4, 10)
  25 (5, 6)
  26 (5, 8)
  27 (5, 3)
  28 (5, 12)
  29 (5, 1)
  30 (5, 11)
  31 (5, 9)
  32 (6, 7)
  33 (6, 3)
  34 (6, 15)
  35 (6, 18)
  36 (6, 10)
  37 (6, 11)
  38 (7, 8)
  39 (7, 5)
  40 (7, 15)
  41 (7, 12)
  42 (7, 20)
  43 (7, 9)
  44 (7, 6)
  45 (7, 13)
  46 (8, 9)
  47 (8, 19)
  48 (8, 1)
  49 (8, 5)
  50 (8, 7)
  51 (8, 12)
  52 (8, 14)
  53 (9, 10)
  54 (9, 11)
  55 (9, 16)
  56 (9, 7)
  57 (9, 17)
  58 (9, 20)
  59 (10, 11)
  60 (10, 14)
  61 (10, 15)
  62 (11, 12)
  63 (11, 13)
  64 (11, 17)
  65 (11, 8)
  66 (11, 1)
  67 (12, 13)
  68 (12, 9)
  69 (12, 8)
  70 (12, 4)
  71 (12, 18)
  72 (13, 14)
  73 (13, 18)
  74 (13, 2)
  75 (13, 16)
  76 (13, 19)
  77 (13, 5)
  78 (13, 12)
  79 (14, 15)
  80 (14, 5)
  81 (14, 20)
  82 (14, 3)
  83 (15, 16)
  84 (15, 18)
  85 (15, 13)
  86 (15, 5)
  87 (16, 17)
  88 (16, 11)
  89 (16, 15)
  90 (16, 8)
  91 (16, 12)
  92 (16, 19)
  93 (17, 18)
  94 (17, 15)
  95 (17, 7)
  96 (17, 16)
  97 (17, 4)
  98 (17, 13)
  99 (17, 2)
  100 (17, 14)
  101 (17, 8)
  102 (18, 19)
  103 (18, 5)
  104 (18, 7)
  105 (18, 11)
  106 (18, 12)
  107 (18, 14)
  108 (19, 20)
  109 (19, 6)
  110 (19, 2)
  111 (19, 4)
  112 (19, 16)
  113 (19, 14)
  114 (19, 10)
  115 (20, 1)
  116 (20, 8)
  117 (20, 9)
  118 (20, 3)
  119 (20, 18)
  120 (20, 14)
;
param NodesCommoditiesDemand :=
  20 1 81.20220885832723
  1 1 -81.20220885832723
  11 2 35.506269237695136
  3 2 -35.506269237695136
  10 3 81.19258686348857
  4 3 -81.19258686348857
  20 4 42.86147542604545
  11 4 -42.86147542604545
  2 5 59.79723986861993
  3 5 -59.79723986861993
  9 6 85.75375578499526
  14 6 -85.75375578499526
  15 7 67.93170385135987
  14 7 -67.93170385135987
  10 8 83.54847838676555
  20 8 -83.54847838676555
  5 9 60.116212353231504
  10 9 -60.116212353231504
  11 10 80.05881509097227
  20 10 -80.05881509097227
  20 11 38.3972045847501
  10 11 -38.3972045847501
  4 12 25.130510248071076
  17 12 -25.130510248071076
  15 13 103.7404401723957
  16 13 -103.7404401723957
  18 14 97.34448499216711
  20 14 -97.34448499216711
  13 15 29.20832010343362
  5 15 -29.20832010343362
  9 16 38.95001202225314
  18 16 -38.95001202225314
  5 17 38.11481186240636
  8 17 -38.11481186240636
  16 18 100.85088107224338
  18 18 -100.85088107224338
  6 19 20.707599999792617
  5 19 -20.707599999792617
  2 20 63.648544575308726
  19 20 -63.648544575308726
  9 21 18.20311881116853
  13 21 -18.20311881116853
  15 22 101.79213786718728
  5 22 -101.79213786718728
  20 23 58.9535606918957
  5 23 -58.9535606918957
  1 24 76.39262822240893
  13 24 -76.39262822240893
  9 25 62.33333697725975
  17 25 -62.33333697725975
  5 26 81.23609158386179
  7 26 -81.23609158386179
  20 27 108.23104746760673
  17 27 -108.23104746760673
  12 28 30.86904802299506
  11 28 -30.86904802299506
  16 29 50.3306961047236
  17 29 -50.3306961047236
  12 30 73.59783630126893
  7 30 -73.59783630126893
  10 31 32.04241127855816
  12 31 -32.04241127855816
  16 32 37.392206941025
  12 32 -37.392206941025
  11 33 40.05094113532785
  1 33 -40.05094113532785
  6 34 14.696324205161183
  14 34 -14.696324205161183
  7 35 72.69737680312659
  3 35 -72.69737680312659
  17 36 17.322874965349506
  19 36 -17.322874965349506
  10 37 49.79881942942302
  14 37 -49.79881942942302
  10 38 75.43582271689006
  3 38 -75.43582271689006
  2 39 111.04833221313717
  9 39 -111.04833221313717
  14 40 33.63350985445758
  18 40 -33.63350985445758
  5 41 65.01653472747543
  1 41 -65.01653472747543
  12 42 82.29196369057047
  13 42 -82.29196369057047
