param NumNodes := 20;
param NumArcs := 120;
param NumCommodities := 100;
param ArcsNodes :=
  1 (1, 2)
  2 (1, 4)
  3 (1, 17)
  4 (1, 13)
  5 (1, 12)
  6 (2, 3)
  7 (2, 19)
  8 (2, 11)
  9 (2, 4)
  10 (2, 13)
  11 (2, 7)
  12 (2, 17)
  13 (2, 20)
  14 (3, 4)
  15 (3, 16)
  16 (3, 18)
  17 (3, 12)
  18 (3, 9)
  19 (4, 5)
  20 (4, 19)
  21 (4, 3)
  22 (4, 12)
  23 (4, 15)
  24 (4, 10)
  25 (5, 6)
  26 (5, 8)
  27 (5, 3)
  28 (5, 12)
  29 (5, 1)
  30 (5, 11)
  31 (5, 9)
  32 (6, 7)
  33 (6, 3)
  34 (6, 15)
  35 (6, 18)
  36 (6, 10)
  37 (6, 11)
  38 (7, 8)
  39 (7, 5)
  40 (7, 15)
  41 (7, 12)
  42 (7, 20)
  43 (7, 9)
  44 (7, 6)
  45 (7, 13)
  46 (8, 9)
  47 (8, 19)
  48 (8, 1)
  49 (8, 5)
  50 (8, 7)
  51 (8, 12)
  52 (8, 14)
  53 (9, 10)
  54 (9, 11)
  55 (9, 16)
  56 (9, 7)
  57 (9, 17)
  58 (9, 20)
  59 (10, 11)
  60 (10, 14)
  61 (10, 15)
  62 (11, 12)
  63 (11, 13)
  64 (11, 17)
  65 (11, 8)
  66 (11, 1)
  67 (12, 13)
  68 (12, 9)
  69 (12, 8)
  70 (12, 4)
  71 (12, 18)
  72 (13, 14)
  73 (13, 18)
  74 (13, 2)
  75 (13, 16)
  76 (13, 19)
  77 (13, 5)
  78 (13, 12)
  79 (14, 15)
  80 (14, 5)
  81 (14, 20)
  82 (14, 3)
  83 (15, 16)
  84 (15, 18)
  85 (15, 13)
  86 (15, 5)
  87 (16, 17)
  88 (16, 11)
  89 (16, 15)
  90 (16, 8)
  91 (16, 12)
  92 (16, 19)
  93 (17, 18)
  94 (17, 15)
  95 (17, 7)
  96 (17, 16)
  97 (17, 4)
  98 (17, 13)
  99 (17, 2)
  100 (17, 14)
  101 (17, 8)
  102 (18, 19)
  103 (18, 5)
  104 (18, 7)
  105 (18, 11)
  106 (18, 12)
  107 (18, 14)
  108 (19, 20)
  109 (19, 6)
  110 (19, 2)
  111 (19, 4)
  112 (19, 16)
  113 (19, 14)
  114 (19, 10)
  115 (20, 1)
  116 (20, 8)
  117 (20, 9)
  118 (20, 3)
  119 (20, 18)
  120 (20, 14)
;
param NodesCommoditiesDemand :=
  20 1 63.413803405254384
  1 1 -63.413803405254384
  11 2 28.699043294400465
  3 2 -28.699043294400465
  10 3 71.5051977590808
  4 3 -71.5051977590808
  20 4 34.8247377210297
  11 4 -34.8247377210297
  2 5 50.21876917418088
  3 5 -50.21876917418088
  9 6 67.0726075808291
  14 6 -67.0726075808291
  15 7 53.62468524966353
  14 7 -53.62468524966353
  10 8 61.5088360903472
  20 8 -61.5088360903472
  5 9 50.386207650582286
  10 9 -50.386207650582286
  11 10 69.3183616172936
  20 10 -69.3183616172936
  20 11 32.4654753265145
  10 11 -32.4654753265145
  4 12 19.28616810795355
  17 12 -19.28616810795355
  15 13 82.42367127917046
  16 13 -82.42367127917046
  18 14 83.87250141782124
  20 14 -83.87250141782124
  13 15 23.4484595317944
  5 15 -23.4484595317944
  9 16 34.79755994501309
  18 16 -34.79755994501309
  5 17 30.947469153294932
  8 17 -30.947469153294932
  16 18 84.89259650096672
  18 18 -84.89259650096672
  6 19 16.538116738324593
  5 19 -16.538116738324593
  2 20 52.338348864405454
  19 20 -52.338348864405454
  9 21 15.277961515650238
  13 21 -15.277961515650238
  15 22 80.32659728894119
  5 22 -80.32659728894119
  20 23 46.53349102866398
  5 23 -46.53349102866398
  1 24 66.02198359353136
  13 24 -66.02198359353136
  9 25 48.6911290512144
  17 25 -48.6911290512144
  5 26 64.31056303474143
  7 26 -64.31056303474143
  20 27 79.54352942512074
  17 27 -79.54352942512074
  12 28 29.40599018386257
  11 28 -29.40599018386257
  16 29 40.200167832502366
  17 29 -40.200167832502366
  12 30 62.72680991375316
  7 30 -62.72680991375316
  10 31 24.12934465106064
  12 31 -24.12934465106064
  16 32 31.8165942450503
  12 32 -31.8165942450503
  11 33 36.426255432397674
  1 33 -36.426255432397674
  6 34 12.212901511946844
  14 34 -12.212901511946844
  7 35 65.84666062849819
  3 35 -65.84666062849819
  17 36 13.884528240921572
  19 36 -13.884528240921572
  10 37 43.885865996162565
  14 37 -43.885865996162565
  10 38 66.49474663205476
  3 38 -66.49474663205476
  2 39 86.99923540054688
  9 39 -86.99923540054688
  14 40 27.62971099658494
  18 40 -27.62971099658494
  5 41 53.79685971327137
  1 41 -53.79685971327137
  12 42 70.32832924338477
  13 42 -70.32832924338477
