param NumNodes := 20;
param NumArcs := 120;
param NumCommodities := 100;
param ArcsNodes :=
  1 (1, 2)
  2 (1, 4)
  3 (1, 17)
  4 (1, 13)
  5 (1, 12)
  6 (2, 3)
  7 (2, 19)
  8 (2, 11)
  9 (2, 4)
  10 (2, 13)
  11 (2, 7)
  12 (2, 17)
  13 (2, 20)
  14 (3, 4)
  15 (3, 16)
  16 (3, 18)
  17 (3, 12)
  18 (3, 9)
  19 (4, 5)
  20 (4, 19)
  21 (4, 3)
  22 (4, 12)
  23 (4, 15)
  24 (4, 10)
  25 (5, 6)
  26 (5, 8)
  27 (5, 3)
  28 (5, 12)
  29 (5, 1)
  30 (5, 11)
  31 (5, 9)
  32 (6, 7)
  33 (6, 3)
  34 (6, 15)
  35 (6, 18)
  36 (6, 10)
  37 (6, 11)
  38 (7, 8)
  39 (7, 5)
  40 (7, 15)
  41 (7, 12)
  42 (7, 20)
  43 (7, 9)
  44 (7, 6)
  45 (7, 13)
  46 (8, 9)
  47 (8, 19)
  48 (8, 1)
  49 (8, 5)
  50 (8, 7)
  51 (8, 12)
  52 (8, 14)
  53 (9, 10)
  54 (9, 11)
  55 (9, 16)
  56 (9, 7)
  57 (9, 17)
  58 (9, 20)
  59 (10, 11)
  60 (10, 14)
  61 (10, 15)
  62 (11, 12)
  63 (11, 13)
  64 (11, 17)
  65 (11, 8)
  66 (11, 1)
  67 (12, 13)
  68 (12, 9)
  69 (12, 8)
  70 (12, 4)
  71 (12, 18)
  72 (13, 14)
  73 (13, 18)
  74 (13, 2)
  75 (13, 16)
  76 (13, 19)
  77 (13, 5)
  78 (13, 12)
  79 (14, 15)
  80 (14, 5)
  81 (14, 20)
  82 (14, 3)
  83 (15, 16)
  84 (15, 18)
  85 (15, 13)
  86 (15, 5)
  87 (16, 17)
  88 (16, 11)
  89 (16, 15)
  90 (16, 8)
  91 (16, 12)
  92 (16, 19)
  93 (17, 18)
  94 (17, 15)
  95 (17, 7)
  96 (17, 16)
  97 (17, 4)
  98 (17, 13)
  99 (17, 2)
  100 (17, 14)
  101 (17, 8)
  102 (18, 19)
  103 (18, 5)
  104 (18, 7)
  105 (18, 11)
  106 (18, 12)
  107 (18, 14)
  108 (19, 20)
  109 (19, 6)
  110 (19, 2)
  111 (19, 4)
  112 (19, 16)
  113 (19, 14)
  114 (19, 10)
  115 (20, 1)
  116 (20, 8)
  117 (20, 9)
  118 (20, 3)
  119 (20, 18)
  120 (20, 14)
;
param NodesCommoditiesDemand :=
  20 1 76.92439984157116
  1 1 -76.92439984157116
  11 2 36.570001638126946
  3 2 -36.570001638126946
  10 3 88.02369013851762
  4 3 -88.02369013851762
  20 4 45.55942665283786
  11 4 -45.55942665283786
  2 5 56.960078086715775
  3 5 -56.960078086715775
  9 6 82.69186312694657
  14 6 -82.69186312694657
  15 7 62.91997728604899
  14 7 -62.91997728604899
  10 8 85.70100241887211
  20 8 -85.70100241887211
  5 9 67.04154995763764
  10 9 -67.04154995763764
  11 10 84.34093864254842
  20 10 -84.34093864254842
  20 11 42.74910714779406
  10 11 -42.74910714779406
  4 12 25.345748212266184
  17 12 -25.345748212266184
  15 13 102.35750370960258
  16 13 -102.35750370960258
  18 14 107.08209942046909
  20 14 -107.08209942046909
  13 15 29.50367986899608
  5 15 -29.50367986899608
  9 16 44.869858759674976
  18 16 -44.869858759674976
  5 17 37.36465004425607
  8 17 -37.36465004425607
  16 18 109.60892379513147
  18 18 -109.60892379513147
  6 19 20.4473042988249
  5 19 -20.4473042988249
  2 20 64.8286554254631
  19 20 -64.8286554254631
  9 21 19.040761501773428
  13 21 -19.040761501773428
  15 22 101.07169046209052
  5 22 -101.07169046209052
  20 23 59.84320913740217
  5 23 -59.84320913740217
  1 24 84.6150939293661
  13 24 -84.6150939293661
  9 25 60.95685323801915
  17 25 -60.95685323801915
  5 26 82.36950309565317
  7 26 -82.36950309565317
  20 27 102.23717179854081
  17 27 -102.23717179854081
  12 28 37.86317118391912
  11 28 -37.86317118391912
  16 29 52.96094633032338
  17 29 -52.96094633032338
  12 30 78.9987066476981
  7 30 -78.9987066476981
  10 31 29.68441823453369
  12 31 -29.68441823453369
  16 32 38.84534490129708
  12 32 -38.84534490129708
  11 33 41.7939259019006
  1 33 -41.7939259019006
  6 34 13.657279344276802
  14 34 -13.657279344276802
  7 35 75.3391063153273
  3 35 -75.3391063153273
  17 36 16.578049291653798
  19 36 -16.578049291653798
  10 37 53.42787525853315
  14 37 -53.42787525853315
  10 38 81.76590217609098
  3 38 -81.76590217609098
  2 39 104.922182859383
  9 39 -104.922182859383
  14 40 32.0426291039662
  18 40 -32.0426291039662
  5 41 71.52034681085627
  1 41 -71.52034681085627
  12 42 83.04259637830822
  13 42 -83.04259637830822
