param NumNodes := 20;
param NumArcs := 120;
param NumCommodities := 100;
param ArcsNodes :=
  1 (1, 2)
  2 (1, 4)
  3 (1, 17)
  4 (1, 13)
  5 (1, 12)
  6 (2, 3)
  7 (2, 19)
  8 (2, 11)
  9 (2, 4)
  10 (2, 13)
  11 (2, 7)
  12 (2, 17)
  13 (2, 20)
  14 (3, 4)
  15 (3, 16)
  16 (3, 18)
  17 (3, 12)
  18 (3, 9)
  19 (4, 5)
  20 (4, 19)
  21 (4, 3)
  22 (4, 12)
  23 (4, 15)
  24 (4, 10)
  25 (5, 6)
  26 (5, 8)
  27 (5, 3)
  28 (5, 12)
  29 (5, 1)
  30 (5, 11)
  31 (5, 9)
  32 (6, 7)
  33 (6, 3)
  34 (6, 15)
  35 (6, 18)
  36 (6, 10)
  37 (6, 11)
  38 (7, 8)
  39 (7, 5)
  40 (7, 15)
  41 (7, 12)
  42 (7, 20)
  43 (7, 9)
  44 (7, 6)
  45 (7, 13)
  46 (8, 9)
  47 (8, 19)
  48 (8, 1)
  49 (8, 5)
  50 (8, 7)
  51 (8, 12)
  52 (8, 14)
  53 (9, 10)
  54 (9, 11)
  55 (9, 16)
  56 (9, 7)
  57 (9, 17)
  58 (9, 20)
  59 (10, 11)
  60 (10, 14)
  61 (10, 15)
  62 (11, 12)
  63 (11, 13)
  64 (11, 17)
  65 (11, 8)
  66 (11, 1)
  67 (12, 13)
  68 (12, 9)
  69 (12, 8)
  70 (12, 4)
  71 (12, 18)
  72 (13, 14)
  73 (13, 18)
  74 (13, 2)
  75 (13, 16)
  76 (13, 19)
  77 (13, 5)
  78 (13, 12)
  79 (14, 15)
  80 (14, 5)
  81 (14, 20)
  82 (14, 3)
  83 (15, 16)
  84 (15, 18)
  85 (15, 13)
  86 (15, 5)
  87 (16, 17)
  88 (16, 11)
  89 (16, 15)
  90 (16, 8)
  91 (16, 12)
  92 (16, 19)
  93 (17, 18)
  94 (17, 15)
  95 (17, 7)
  96 (17, 16)
  97 (17, 4)
  98 (17, 13)
  99 (17, 2)
  100 (17, 14)
  101 (17, 8)
  102 (18, 19)
  103 (18, 5)
  104 (18, 7)
  105 (18, 11)
  106 (18, 12)
  107 (18, 14)
  108 (19, 20)
  109 (19, 6)
  110 (19, 2)
  111 (19, 4)
  112 (19, 16)
  113 (19, 14)
  114 (19, 10)
  115 (20, 1)
  116 (20, 8)
  117 (20, 9)
  118 (20, 3)
  119 (20, 18)
  120 (20, 14)
;
param NodesCommoditiesDemand :=
  20 1 74.73432697016761
  1 1 -74.73432697016761
  11 2 30.744839507718627
  3 2 -30.744839507718627
  10 3 84.93160440533009
  4 3 -84.93160440533009
  20 4 43.42493439787991
  11 4 -43.42493439787991
  2 5 52.43266579818046
  3 5 -52.43266579818046
  9 6 77.80016289516162
  14 6 -77.80016289516162
  15 7 59.45689065380501
  14 7 -59.45689065380501
  10 8 69.9546340630506
  20 8 -69.9546340630506
  5 9 56.89556644595516
  10 9 -56.89556644595516
  11 10 71.59284203644975
  20 10 -71.59284203644975
  20 11 39.061488792001946
  10 11 -39.061488792001946
  4 12 21.266571817180488
  17 12 -21.266571817180488
  15 13 92.08557643703828
  16 13 -92.08557643703828
  18 14 99.99748132463594
  20 14 -99.99748132463594
  13 15 29.895000684920987
  5 15 -29.895000684920987
  9 16 38.29301365601762
  18 16 -38.29301365601762
  5 17 34.33371979362354
  8 17 -34.33371979362354
  16 18 98.67148910934813
  18 18 -98.67148910934813
  6 19 19.927722314393442
  5 19 -19.927722314393442
  2 20 59.91131991263465
  19 20 -59.91131991263465
  9 21 16.857041760322026
  13 21 -16.857041760322026
  15 22 93.67318909925683
  5 22 -93.67318909925683
  20 23 52.66075144498906
  5 23 -52.66075144498906
  1 24 80.13286417518991
  13 24 -80.13286417518991
  9 25 55.603821863965365
  17 25 -55.603821863965365
  5 26 73.32825173524381
  7 26 -73.32825173524381
  20 27 82.44581808602138
  17 27 -82.44581808602138
  12 28 33.51013455439113
  11 28 -33.51013455439113
  16 29 47.954919836381166
  17 29 -47.954919836381166
  12 30 67.76137059358287
  7 30 -67.76137059358287
  10 31 29.979213295793535
  12 31 -29.979213295793535
  16 32 35.519483314711046
  12 32 -35.519483314711046
  11 33 38.87914637466666
  1 33 -38.87914637466666
  6 34 13.145061999903296
  14 34 -13.145061999903296
  7 35 68.03857466598456
  3 35 -68.03857466598456
  17 36 16.41424333365591
  19 36 -16.41424333365591
  10 37 47.822883538748414
  14 37 -47.822883538748414
  10 38 68.06111138729058
  3 38 -68.06111138729058
  2 39 90.44548920301412
  9 39 -90.44548920301412
  14 40 29.33968310906343
  18 40 -29.33968310906343
  5 41 65.1144067623962
  1 41 -65.1144067623962
  12 42 78.00764908086964
  13 42 -78.00764908086964
