param NumNodes := 20;
param NumArcs := 120;
param NumCommodities := 100;
param ArcsNodes :=
  1 (1, 2)
  2 (1, 4)
  3 (1, 17)
  4 (1, 13)
  5 (1, 12)
  6 (2, 3)
  7 (2, 19)
  8 (2, 11)
  9 (2, 4)
  10 (2, 13)
  11 (2, 7)
  12 (2, 17)
  13 (2, 20)
  14 (3, 4)
  15 (3, 16)
  16 (3, 18)
  17 (3, 12)
  18 (3, 9)
  19 (4, 5)
  20 (4, 19)
  21 (4, 3)
  22 (4, 12)
  23 (4, 15)
  24 (4, 10)
  25 (5, 6)
  26 (5, 8)
  27 (5, 3)
  28 (5, 12)
  29 (5, 1)
  30 (5, 11)
  31 (5, 9)
  32 (6, 7)
  33 (6, 3)
  34 (6, 15)
  35 (6, 18)
  36 (6, 10)
  37 (6, 11)
  38 (7, 8)
  39 (7, 5)
  40 (7, 15)
  41 (7, 12)
  42 (7, 20)
  43 (7, 9)
  44 (7, 6)
  45 (7, 13)
  46 (8, 9)
  47 (8, 19)
  48 (8, 1)
  49 (8, 5)
  50 (8, 7)
  51 (8, 12)
  52 (8, 14)
  53 (9, 10)
  54 (9, 11)
  55 (9, 16)
  56 (9, 7)
  57 (9, 17)
  58 (9, 20)
  59 (10, 11)
  60 (10, 14)
  61 (10, 15)
  62 (11, 12)
  63 (11, 13)
  64 (11, 17)
  65 (11, 8)
  66 (11, 1)
  67 (12, 13)
  68 (12, 9)
  69 (12, 8)
  70 (12, 4)
  71 (12, 18)
  72 (13, 14)
  73 (13, 18)
  74 (13, 2)
  75 (13, 16)
  76 (13, 19)
  77 (13, 5)
  78 (13, 12)
  79 (14, 15)
  80 (14, 5)
  81 (14, 20)
  82 (14, 3)
  83 (15, 16)
  84 (15, 18)
  85 (15, 13)
  86 (15, 5)
  87 (16, 17)
  88 (16, 11)
  89 (16, 15)
  90 (16, 8)
  91 (16, 12)
  92 (16, 19)
  93 (17, 18)
  94 (17, 15)
  95 (17, 7)
  96 (17, 16)
  97 (17, 4)
  98 (17, 13)
  99 (17, 2)
  100 (17, 14)
  101 (17, 8)
  102 (18, 19)
  103 (18, 5)
  104 (18, 7)
  105 (18, 11)
  106 (18, 12)
  107 (18, 14)
  108 (19, 20)
  109 (19, 6)
  110 (19, 2)
  111 (19, 4)
  112 (19, 16)
  113 (19, 14)
  114 (19, 10)
  115 (20, 1)
  116 (20, 8)
  117 (20, 9)
  118 (20, 3)
  119 (20, 18)
  120 (20, 14)
;
param NodesCommoditiesDemand :=
  20 1 79.7439069574174
  1 1 -79.7439069574174
  11 2 36.151947481649366
  3 2 -36.151947481649366
  10 3 88.30039042946817
  4 3 -88.30039042946817
  20 4 43.82124370880364
  11 4 -43.82124370880364
  2 5 55.19963413043433
  3 5 -55.19963413043433
  9 6 94.58386843238479
  14 6 -94.58386843238479
  15 7 64.82090248350504
  14 7 -64.82090248350504
  10 8 76.72379898412022
  20 8 -76.72379898412022
  5 9 63.456220240178126
  10 9 -63.456220240178126
  11 10 82.34348362926261
  20 10 -82.34348362926261
  20 11 40.163223471561494
  10 11 -40.163223471561494
  4 12 24.66988208828977
  17 12 -24.66988208828977
  15 13 98.12670241165381
  16 13 -98.12670241165381
  18 14 106.99956491305046
  20 14 -106.99956491305046
  13 15 29.484856657430754
  5 15 -29.484856657430754
  9 16 42.368316637502815
  18 16 -42.368316637502815
  5 17 37.90937925738315
  8 17 -37.90937925738315
  16 18 106.20744915495494
  18 18 -106.20744915495494
  6 19 20.117039148770623
  5 19 -20.117039148770623
  2 20 63.95079171134083
  19 20 -63.95079171134083
  9 21 18.97531176030405
  13 21 -18.97531176030405
  15 22 106.1337822090686
  5 22 -106.1337822090686
  20 23 58.628860884198176
  5 23 -58.628860884198176
  1 24 82.61441918691804
  13 24 -82.61441918691804
  9 25 60.792440443497895
  17 25 -60.792440443497895
  5 26 74.11996819547518
  7 26 -74.11996819547518
  20 27 100.22214293275707
  17 27 -100.22214293275707
  12 28 35.877091836740036
  11 28 -35.877091836740036
  16 29 52.85074468798705
  17 29 -52.85074468798705
  12 30 76.72728855631314
  7 30 -76.72728855631314
  10 31 29.14285173429724
  12 31 -29.14285173429724
  16 32 43.0226313589079
  12 32 -43.0226313589079
  11 33 41.303771993009164
  1 33 -41.303771993009164
  6 34 14.359803349793738
  14 34 -14.359803349793738
  7 35 81.19573270249002
  3 35 -81.19573270249002
  17 36 15.263973732450504
  19 36 -15.263973732450504
  10 37 52.21206895889139
  14 37 -52.21206895889139
  10 38 83.43881027904509
  3 38 -83.43881027904509
  2 39 104.80655759922365
  9 39 -104.80655759922365
  14 40 30.597604677663618
  18 40 -30.597604677663618
  5 41 71.38078641798832
  1 41 -71.38078641798832
  12 42 82.51970687481176
  13 42 -82.51970687481176
