param NumNodes := 20;
param NumArcs := 120;
param NumCommodities := 100;
param ArcsNodes :=
  1 (1, 2)
  2 (1, 4)
  3 (1, 17)
  4 (1, 13)
  5 (1, 12)
  6 (2, 3)
  7 (2, 19)
  8 (2, 11)
  9 (2, 4)
  10 (2, 13)
  11 (2, 7)
  12 (2, 17)
  13 (2, 20)
  14 (3, 4)
  15 (3, 16)
  16 (3, 18)
  17 (3, 12)
  18 (3, 9)
  19 (4, 5)
  20 (4, 19)
  21 (4, 3)
  22 (4, 12)
  23 (4, 15)
  24 (4, 10)
  25 (5, 6)
  26 (5, 8)
  27 (5, 3)
  28 (5, 12)
  29 (5, 1)
  30 (5, 11)
  31 (5, 9)
  32 (6, 7)
  33 (6, 3)
  34 (6, 15)
  35 (6, 18)
  36 (6, 10)
  37 (6, 11)
  38 (7, 8)
  39 (7, 5)
  40 (7, 15)
  41 (7, 12)
  42 (7, 20)
  43 (7, 9)
  44 (7, 6)
  45 (7, 13)
  46 (8, 9)
  47 (8, 19)
  48 (8, 1)
  49 (8, 5)
  50 (8, 7)
  51 (8, 12)
  52 (8, 14)
  53 (9, 10)
  54 (9, 11)
  55 (9, 16)
  56 (9, 7)
  57 (9, 17)
  58 (9, 20)
  59 (10, 11)
  60 (10, 14)
  61 (10, 15)
  62 (11, 12)
  63 (11, 13)
  64 (11, 17)
  65 (11, 8)
  66 (11, 1)
  67 (12, 13)
  68 (12, 9)
  69 (12, 8)
  70 (12, 4)
  71 (12, 18)
  72 (13, 14)
  73 (13, 18)
  74 (13, 2)
  75 (13, 16)
  76 (13, 19)
  77 (13, 5)
  78 (13, 12)
  79 (14, 15)
  80 (14, 5)
  81 (14, 20)
  82 (14, 3)
  83 (15, 16)
  84 (15, 18)
  85 (15, 13)
  86 (15, 5)
  87 (16, 17)
  88 (16, 11)
  89 (16, 15)
  90 (16, 8)
  91 (16, 12)
  92 (16, 19)
  93 (17, 18)
  94 (17, 15)
  95 (17, 7)
  96 (17, 16)
  97 (17, 4)
  98 (17, 13)
  99 (17, 2)
  100 (17, 14)
  101 (17, 8)
  102 (18, 19)
  103 (18, 5)
  104 (18, 7)
  105 (18, 11)
  106 (18, 12)
  107 (18, 14)
  108 (19, 20)
  109 (19, 6)
  110 (19, 2)
  111 (19, 4)
  112 (19, 16)
  113 (19, 14)
  114 (19, 10)
  115 (20, 1)
  116 (20, 8)
  117 (20, 9)
  118 (20, 3)
  119 (20, 18)
  120 (20, 14)
;
param NodesCommoditiesDemand :=
  20 1 78.76334852934494
  1 1 -78.76334852934494
  11 2 31.89282559165277
  3 2 -31.89282559165277
  10 3 84.49106920210903
  4 3 -84.49106920210903
  20 4 43.28067433397887
  11 4 -43.28067433397887
  2 5 50.9515289353377
  3 5 -50.9515289353377
  9 6 83.9710972474594
  14 6 -83.9710972474594
  15 7 60.93714249004202
  14 7 -60.93714249004202
  10 8 72.90038239768799
  20 8 -72.90038239768799
  5 9 59.655895998899574
  10 9 -59.655895998899574
  11 10 76.15030772110538
  20 10 -76.15030772110538
  20 11 35.96146017952204
  10 11 -35.96146017952204
  4 12 23.55054147376003
  17 12 -23.55054147376003
  15 13 91.88476378732837
  16 13 -91.88476378732837
  18 14 101.58127131445701
  20 14 -101.58127131445701
  13 15 31.021405563112083
  5 15 -31.021405563112083
  9 16 39.59063544853102
  18 16 -39.59063544853102
  5 17 34.40162680347992
  8 17 -34.40162680347992
  16 18 100.30923570114737
  18 18 -100.30923570114737
  6 19 20.14821512899284
  5 19 -20.14821512899284
  2 20 64.12930250215685
  19 20 -64.12930250215685
  9 21 18.050725715796553
  13 21 -18.050725715796553
  15 22 92.11719603438597
  5 22 -92.11719603438597
  20 23 57.98193945369687
  5 23 -57.98193945369687
  1 24 72.6230331838504
  13 24 -72.6230331838504
  9 25 55.63767861252128
  17 25 -55.63767861252128
  5 26 76.57055583129089
  7 26 -76.57055583129089
  20 27 99.56471824342123
  17 27 -99.56471824342123
  12 28 32.28433516067844
  11 28 -32.28433516067844
  16 29 50.69423364178448
  17 29 -50.69423364178448
  12 30 71.14447918204792
  7 30 -71.14447918204792
  10 31 27.40107350885281
  12 31 -27.40107350885281
  16 32 38.87269889756118
  12 32 -38.87269889756118
  11 33 39.738891054379735
  1 33 -39.738891054379735
  6 34 13.259799093655236
  14 34 -13.259799093655236
  7 35 73.92480155592352
  3 35 -73.92480155592352
  17 36 15.308500685685146
  19 36 -15.308500685685146
  10 37 48.60720541630707
  14 37 -48.60720541630707
  10 38 71.95813598054647
  3 38 -71.95813598054647
  2 39 96.10758218348167
  9 39 -96.10758218348167
  14 40 30.559312008962635
  18 40 -30.559312008962635
  5 41 66.42313980113738
  1 41 -66.42313980113738
  12 42 78.34840024857166
  13 42 -78.34840024857166
