###########################################################
#      Dat file written from WEC240 data                  #
#      Stripped out all WECC "renewables" - JPW 12/5/2017 # 
###########################################################

param NumTimePeriods := 48;

param TimePeriodLength := 1;

set StageSet := FirstStage SecondStage ;

set CommitmentTimeInStage[FirstStage] := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 ;

set CommitmentTimeInStage[SecondStage] := ;

set GenerationTimeInStage[FirstStage] := ;

set GenerationTimeInStage[SecondStage] := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 ;

set Buses := SingleBus ;

set ThermalGenerators := BRIDGER_20_6333_C CANAD_G1_20_5031_G CMAIN_GM_20_5032_C CMAIN_GM_20_5032_G CMAIN_GM_20_5032_R COLOEAST_20_7031_C COLOEAST_20_7031_G COLSTRP_20_6231_C COLSTRP_20_6231_G CORONADO_20_1131_C CORONADO_20_1131_G CRAIG_20_7032_C CRAIG_20_7032_G DALLES21_20_4039_G DIABLO1_20_3831_NN EMERY_20_6533_C EMERY_20_6533_E EMERY_20_6533_G EMERY_20_6533_R FCNGN4CC_20_1032_C FCNGN4CC_20_1032_G HANFORD_20_4132_G HANFORD_20_4132_N HANFORD_20_4132_R HAYNES3G_20_2630_G HOOVER_20_1331_G HUMBOLDT_20_3631_NG H_ALLEN_20_1333_C H_ALLEN_20_1333_G H_ALLEN_20_1333_R IMPERIAL_20_2130_E IMPERIAL_20_2130_G IMPERIAL_20_2130_R IMPRLVLY_20_2332_AG INTERM1G_20_2634_C JOHN_DAY_20_4035_C JOHN_DAY_20_4035_G MALIN_20_4031_G MALIN_20_4031_R MC_CALL_20_3433_NG MESA_CAL_20_2438_EG MESA_CAL_20_2438_RG MESA_CAL_20_2438_SG MESA_CAL_20_2438_WG METCALF_20_3333_CG METCALF_20_3333_NG MEXICO_20_2030_E MEXICO_20_2030_G MIDPOINT_20_6132_C MIDPOINT_20_6132_G MIDPOINT_20_6132_R MIDWAY_20_3835_NG MISSION_20_2233_DG MISSION_20_2233_EG MISSION_20_2233_TG MONTA_G1_20_6235_G MORROBAY_20_3836_DG MOSSLAND_20_3932_DG NAUGHT_20_6335_C NAUGHT_20_6335_G NAVAJO_2_20_1232_C NORTH_G3_20_4231_C NORTH_G3_20_4231_G NORTH_G3_20_4231_R OLIVE_20_2631_G PALOVRD2_20_1431_G PALOVRD2_20_1431_N PALOVRD2_20_1431_R PITSBURG_20_3234_DG PITSBURG_20_3234_MG PITSBURG_20_3234_NG POTRERO_20_3135_MG POTRERO_20_3135_NG RNCHSECO_20_8034_G S.ONOFRE_20_2533_SN SANMATEO_20_3133_NG SJUAN_G4_20_1034_C SJUAN_G4_20_1034_G TESLA_20_3933_CG TESLA_20_3933_NG VALMY_20_6433_C VALMY_20_6433_E VALMY_20_6433_G VALMY_20_6433_R WCASCADE_20_4232_G ;

set QuickStartGenerators := ;

set ThermalGeneratorsAtBus[SingleBus] := HUMBOLDT_20_3631_NG IMPRLVLY_20_2332_AG MC_CALL_20_3433_NG MESA_CAL_20_2438_EG MESA_CAL_20_2438_RG MESA_CAL_20_2438_SG MESA_CAL_20_2438_WG METCALF_20_3333_CG METCALF_20_3333_NG MIDWAY_20_3835_NG MISSION_20_2233_DG MISSION_20_2233_EG MISSION_20_2233_TG MORROBAY_20_3836_DG MOSSLAND_20_3932_DG PITSBURG_20_3234_DG PITSBURG_20_3234_MG PITSBURG_20_3234_NG POTRERO_20_3135_MG POTRERO_20_3135_NG SANMATEO_20_3133_NG TESLA_20_3933_CG TESLA_20_3933_NG DIABLO1_20_3831_NN S.ONOFRE_20_2533_SN BRIDGER_20_6333_C CMAIN_GM_20_5032_C COLOEAST_20_7031_C COLSTRP_20_6231_C CORONADO_20_1131_C CRAIG_20_7032_C EMERY_20_6533_C FCNGN4CC_20_1032_C H_ALLEN_20_1333_C INTERM1G_20_2634_C JOHN_DAY_20_4035_C MIDPOINT_20_6132_C NAUGHT_20_6335_C NAVAJO_2_20_1232_C NORTH_G3_20_4231_C SJUAN_G4_20_1034_C VALMY_20_6433_C CANAD_G1_20_5031_G CMAIN_GM_20_5032_G COLOEAST_20_7031_G COLSTRP_20_6231_G CORONADO_20_1131_G CRAIG_20_7032_G DALLES21_20_4039_G EMERY_20_6533_G FCNGN4CC_20_1032_G H_ALLEN_20_1333_G HANFORD_20_4132_G HAYNES3G_20_2630_G HOOVER_20_1331_G IMPERIAL_20_2130_G JOHN_DAY_20_4035_G MALIN_20_4031_G MEXICO_20_2030_G MIDPOINT_20_6132_G MONTA_G1_20_6235_G NAUGHT_20_6335_G NORTH_G3_20_4231_G OLIVE_20_2631_G PALOVRD2_20_1431_G RNCHSECO_20_8034_G SJUAN_G4_20_1034_G VALMY_20_6433_G WCASCADE_20_4232_G EMERY_20_6533_E IMPERIAL_20_2130_E MEXICO_20_2030_E VALMY_20_6433_E HANFORD_20_4132_N PALOVRD2_20_1431_N CMAIN_GM_20_5032_R EMERY_20_6533_R H_ALLEN_20_1333_R HANFORD_20_4132_R IMPERIAL_20_2130_R MALIN_20_4031_R MIDPOINT_20_6132_R NORTH_G3_20_4231_R PALOVRD2_20_1431_R VALMY_20_6433_R;

set NondispatchableGenerators := BPA-Wind ;

set NondispatchableGeneratorsAtBus[SingleBus] := BPA-Wind ;

param: PowerGeneratedT0 UnitOnT0State MinimumPowerOutput MaximumPowerOutput MinimumUpTime MinimumDownTime NominalRampUpLimit NominalRampDownLimit StartupRampLimit ShutdownRampLimit FuelCost := 
   BRIDGER_20_6333_C 2205.94500     1  740.25000 2961.00000    12    12  355.32000  355.32000  740.25000  740.25000    0.00227
  CANAD_G1_20_5031_G    0.00000    -3  121.00000 1210.00000     6     6 14520.00000 14520.00000 14520.00000 14520.00000    0.00344
  CMAIN_GM_20_5032_C 3929.87500    13 1318.75000 5275.00000    12    12  633.00000  633.00000 1318.75000 1318.75000    0.00227
  CMAIN_GM_20_5032_G    0.00000    -6   23.50000 4400.00000     6     6 52800.00000 52800.00000 52800.00000 52800.00000    0.00344
  CMAIN_GM_20_5032_R  108.00000     1    0.00000  108.00000     0     0  108.00000  108.00000  108.00000  108.00000    0.00010
  COLOEAST_20_7031_C 1872.93000    12  628.50000 2514.00000    12    12  301.68000  301.68000  628.50000  628.50000    0.00227
  COLOEAST_20_7031_G 1000.00000     1  418.40000 4184.00000     6     6 50208.00000 50208.00000 50208.00000 50208.00000    0.00344
   COLSTRP_20_6231_C 1657.62500    20  556.25000 2225.00000    12    12  267.00000  267.00000  556.25000  556.25000    0.00227
   COLSTRP_20_6231_G    0.00000    -1   14.00000  140.00000     6     6 1680.00000 1680.00000 1680.00000 1680.00000    0.00344
  CORONADO_20_1131_C  406.02500    12  136.25000  545.00000    12    12   65.40000   65.40000  136.25000  136.25000    0.00227
  CORONADO_20_1131_G    0.00000    -7  383.08000 3830.80000     6     6 45969.60000 45969.60000 45969.60000 45969.60000    0.00344
     CRAIG_20_7032_C 1090.68000    16  366.00000 1464.00000    12    12  175.68000  175.68000  366.00000  366.00000    0.00227
     CRAIG_20_7032_G    0.00000    -3   97.80000  978.00000     6     6 11736.00000 11736.00000 11736.00000 11736.00000    0.00344
  DALLES21_20_4039_G    0.00000    -5   20.40000  204.00000     6     6 2448.00000 2448.00000 2448.00000 2448.00000    0.00344
  DIABLO1_20_3831_NN 2267.00000    12 2040.00000 2267.00000    48    48  136.02000  136.02000 2040.00000 2040.00000    0.00068
     EMERY_20_6533_C 2538.96000    21  852.00000 3408.00000    12    12  408.96000  408.96000  852.00000  852.00000    0.00227
     EMERY_20_6533_E   37.00000     1    0.00000   37.00000     0     0   37.00000   37.00000   37.00000   37.00000    0.00010
     EMERY_20_6533_G    0.00000   -11  176.00000 1760.00000     6     6 21120.00000 21120.00000 21120.00000 21120.00000    0.00344
     EMERY_20_6533_R   61.00000     1    0.00000   61.00000     0     0   61.00000   61.00000   61.00000   61.00000    0.00010
  FCNGN4CC_20_1032_C 1359.62500    10  456.25000 1825.00000    12    12  219.00000  219.00000  456.25000  456.25000    0.00227
  FCNGN4CC_20_1032_G    0.00000    -3   71.40000  714.00000     6     6 8568.00000 8568.00000 8568.00000 8568.00000    0.00344
   HANFORD_20_4132_G    0.00000    -5  294.50000 2945.00000     6     6 35340.00000 35340.00000 35340.00000 35340.00000    0.00344
   HANFORD_20_4132_N 1160.00000    85 1044.00000 1160.00000    48    48   69.60000   69.60000 1044.00000 1044.00000    0.00068
   HANFORD_20_4132_R  461.00000     1    0.00000  461.00000     0     0  461.00000  461.00000  461.00000  461.00000    0.00010
  HAYNES3G_20_2630_G    0.00000    -1  269.20000 2692.00000     6     6 32304.00000 32304.00000 32304.00000 32304.00000    0.00344
    HOOVER_20_1331_G    0.00000    -8  168.20000 1682.00000     6     6 20184.00000 20184.00000 20184.00000 20184.00000    0.00344
 HUMBOLDT_20_3631_NG    0.00000   -11    7.10000  143.00000     6     6 1716.00000 1716.00000 1716.00000 1716.00000    0.00344
   H_ALLEN_20_1333_C  399.32000    17  134.00000  536.00000    12    12   64.32000   64.32000  134.00000  134.00000    0.00227
   H_ALLEN_20_1333_G 3500.00000     9  549.10000 5491.00000     6     6 65892.00000 65892.00000 65892.00000 65892.00000    0.00344
   H_ALLEN_20_1333_R   75.00000     1    0.00000   75.00000     0     0   75.00000   75.00000   75.00000   75.00000    0.00010
  IMPERIAL_20_2130_E  507.00000     1    0.00000  507.00000     0     0  507.00000  507.00000  507.00000  507.00000    0.00010
  IMPERIAL_20_2130_G    0.00000    -4   40.00000  400.00000     6     6 4800.00000 4800.00000 4800.00000 4800.00000    0.00344
  IMPERIAL_20_2130_R   55.00000     1    0.00000   55.00000     0     0   55.00000   55.00000   55.00000   55.00000    0.00010
 IMPRLVLY_20_2332_AG    0.00000    -6   55.90000 1118.00000     6     6 13416.00000 13416.00000 13416.00000 13416.00000    0.00344
  INTERM1G_20_2634_C 1253.83500    22  420.75000 1683.00000    12    12  201.96000  201.96000  420.75000  420.75000    0.00227
  JOHN_DAY_20_4035_C  336.74000    14  113.00000  452.00000    12    12   54.24000   54.24000  113.00000  113.00000    0.00227
  JOHN_DAY_20_4035_G    0.00000   -12   61.30000  613.00000     6     6 7356.00000 7356.00000 7356.00000 7356.00000    0.00344
     MALIN_20_4031_G    0.00000   -12  100.30000 1003.00000     6     6 12036.00000 12036.00000 12036.00000 12036.00000    0.00344
     MALIN_20_4031_R   75.00000     1    0.00000   75.00000     0     0   75.00000   75.00000   75.00000   75.00000    0.00010
  MC_CALL_20_3433_NG    0.00000   -10   31.40000  628.00000     6     6 7536.00000 7536.00000 7536.00000 7536.00000    0.00344
 MESA_CAL_20_2438_EG    0.00000    -1   78.10000 1563.00000     6     6 18756.00000 18756.00000 18756.00000 18756.00000    0.00344
 MESA_CAL_20_2438_RG    0.00000   -11  185.90000 3718.00000     6     6 44616.00000 44616.00000 44616.00000 44616.00000    0.00344
 MESA_CAL_20_2438_SG  1500.0000     5  140.10000 2803.00000     6     6 33636.00000 33636.00000 33636.00000 33636.00000    0.00344
 MESA_CAL_20_2438_WG    0.00000    -4  198.30000 3967.00000     6     6 47604.00000 47604.00000 47604.00000 47604.00000    0.00344
