param NumNodes := 20;
param NumArcs := 120;
param NumCommodities := 40;
param ArcsNodes :=
  1 (1, 2)
  2 (1, 19)
  3 (1, 17)
  4 (1, 7)
  5 (1, 18)
  6 (1, 4)
  7 (1, 15)
  8 (1, 20)
  9 (1, 8)
  10 (1, 3)
  11 (1, 11)
  12 (1, 10)
  13 (2, 3)
  14 (2, 10)
  15 (2, 6)
  16 (2, 9)
  17 (2, 7)
  18 (2, 1)
  19 (2, 17)
  20 (3, 4)
  21 (3, 9)
  22 (3, 14)
  23 (3, 18)
  24 (3, 11)
  25 (4, 5)
  26 (4, 10)
  27 (4, 2)
  28 (4, 18)
  29 (4, 15)
  30 (4, 11)
  31 (5, 6)
  32 (5, 9)
  33 (5, 13)
  34 (5, 3)
  35 (5, 16)
  36 (6, 7)
  37 (6, 13)
  38 (6, 11)
  39 (6, 8)
  40 (6, 14)
  41 (6, 15)
  42 (7, 8)
  43 (7, 3)
  44 (7, 13)
  45 (7, 19)
  46 (7, 9)
  47 (7, 18)
  48 (8, 9)
  49 (8, 5)
  50 (8, 7)
  51 (8, 6)
  52 (8, 10)
  53 (8, 17)
  54 (9, 10)
  55 (9, 6)
  56 (9, 4)
  57 (9, 16)
  58 (9, 17)
  59 (9, 8)
  60 (9, 13)
  61 (10, 11)
  62 (10, 16)
  63 (10, 12)
  64 (11, 12)
  65 (11, 20)
  66 (11, 15)
  67 (11, 7)
  68 (12, 13)
  69 (12, 15)
  70 (12, 20)
  71 (12, 18)
  72 (12, 10)
  73 (12, 17)
  74 (12, 3)
  75 (12, 4)
  76 (13, 14)
  77 (13, 19)
  78 (13, 16)
  79 (13, 20)
  80 (14, 15)
  81 (14, 10)
  82 (14, 5)
  83 (14, 4)
  84 (14, 20)
  85 (14, 16)
  86 (14, 3)
  87 (15, 16)
  88 (15, 17)
  89 (15, 14)
  90 (15, 12)
  91 (15, 2)
  92 (15, 4)
  93 (16, 17)
  94 (16, 5)
  95 (16, 9)
  96 (16, 6)
  97 (16, 11)
  98 (16, 19)
  99 (16, 1)
  100 (16, 7)
  101 (16, 14)
  102 (17, 18)
  103 (17, 5)
  104 (17, 14)
  105 (17, 12)
  106 (18, 19)
  107 (18, 4)
  108 (18, 7)
  109 (18, 1)
  110 (18, 20)
  111 (19, 20)
  112 (19, 12)
  113 (19, 1)
  114 (19, 16)
  115 (19, 5)
  116 (20, 1)
  117 (20, 19)
  118 (20, 18)
  119 (20, 11)
  120 (20, 6)
;
param NodesCommoditiesDemand :=
  4 1 82.05155047355669
  17 1 -82.05155047355669
  19 2 37.875402871451236
  12 2 -37.875402871451236
  10 3 86.53050716443117
  4 3 -86.53050716443117
  9 4 44.79349986041224
  14 4 -44.79349986041224
  7 5 59.784234814958644
  5 5 -59.784234814958644
  16 6 94.81053644909136
  7 6 -94.81053644909136
  7 7 67.9456192901143
  12 7 -67.9456192901143
  4 8 79.83830336969905
  5 8 -79.83830336969905
  14 9 68.19983067276314
  7 9 -68.19983067276314
  4 10 83.13747335070505
  13 10 -83.13747335070505
  20 11 42.06522176778084
  1 11 -42.06522176778084
  1 12 25.589110296526957
  17 12 -25.589110296526957
  9 13 106.89386933441482
  1 13 -106.89386933441482
  14 14 114.80824477472493
  3 14 -114.80824477472493
  20 15 31.95423529629969
  18 15 -31.95423529629969
  14 16 42.449937327559205
  20 16 -42.449937327559205
  16 17 38.531968033251125
  8 17 -38.531968033251125
  20 18 104.79495876238808
  10 18 -104.79495876238808
  8 19 21.77223519892261
  13 19 -21.77223519892261
  3 20 71.34025991757909
  5 20 -71.34025991757909
  17 21 21.156195259156245
  4 21 -21.156195259156245
  15 22 108.56158702046555
  7 22 -108.56158702046555
