param NumNodes := 20;
param NumArcs := 120;
param NumCommodities := 40;
param ArcsNodes :=
  1 (1, 2)
  2 (1, 19)
  3 (1, 17)
  4 (1, 7)
  5 (1, 18)
  6 (1, 4)
  7 (1, 15)
  8 (1, 20)
  9 (1, 8)
  10 (1, 3)
  11 (1, 11)
  12 (1, 10)
  13 (2, 3)
  14 (2, 10)
  15 (2, 6)
  16 (2, 9)
  17 (2, 7)
  18 (2, 1)
  19 (2, 17)
  20 (3, 4)
  21 (3, 9)
  22 (3, 14)
  23 (3, 18)
  24 (3, 11)
  25 (4, 5)
  26 (4, 10)
  27 (4, 2)
  28 (4, 18)
  29 (4, 15)
  30 (4, 11)
  31 (5, 6)
  32 (5, 9)
  33 (5, 13)
  34 (5, 3)
  35 (5, 16)
  36 (6, 7)
  37 (6, 13)
  38 (6, 11)
  39 (6, 8)
  40 (6, 14)
  41 (6, 15)
  42 (7, 8)
  43 (7, 3)
  44 (7, 13)
  45 (7, 19)
  46 (7, 9)
  47 (7, 18)
  48 (8, 9)
  49 (8, 5)
  50 (8, 7)
  51 (8, 6)
  52 (8, 10)
  53 (8, 17)
  54 (9, 10)
  55 (9, 6)
  56 (9, 4)
  57 (9, 16)
  58 (9, 17)
  59 (9, 8)
  60 (9, 13)
  61 (10, 11)
  62 (10, 16)
  63 (10, 12)
  64 (11, 12)
  65 (11, 20)
  66 (11, 15)
  67 (11, 7)
  68 (12, 13)
  69 (12, 15)
  70 (12, 20)
  71 (12, 18)
  72 (12, 10)
  73 (12, 17)
  74 (12, 3)
  75 (12, 4)
  76 (13, 14)
  77 (13, 19)
  78 (13, 16)
  79 (13, 20)
  80 (14, 15)
  81 (14, 10)
  82 (14, 5)
  83 (14, 4)
  84 (14, 20)
  85 (14, 16)
  86 (14, 3)
  87 (15, 16)
  88 (15, 17)
  89 (15, 14)
  90 (15, 12)
  91 (15, 2)
  92 (15, 4)
  93 (16, 17)
  94 (16, 5)
  95 (16, 9)
  96 (16, 6)
  97 (16, 11)
  98 (16, 19)
  99 (16, 1)
  100 (16, 7)
  101 (16, 14)
  102 (17, 18)
  103 (17, 5)
  104 (17, 14)
  105 (17, 12)
  106 (18, 19)
  107 (18, 4)
  108 (18, 7)
  109 (18, 1)
  110 (18, 20)
  111 (19, 20)
  112 (19, 12)
  113 (19, 1)
  114 (19, 16)
  115 (19, 5)
  116 (20, 1)
  117 (20, 19)
  118 (20, 18)
  119 (20, 11)
  120 (20, 6)
;
param NodesCommoditiesDemand :=
  4 1 67.59736817174675
  17 1 -67.59736817174675
  19 2 29.065178336257205
  12 2 -29.065178336257205
  10 3 69.50335265232755
  4 3 -69.50335265232755
  9 4 37.284805835864184
  14 4 -37.284805835864184
  7 5 45.35622400133482
  5 5 -45.35622400133482
  16 6 74.81928906884735
  7 6 -74.81928906884735
  7 7 53.898974336229536
  12 7 -53.898974336229536
  4 8 62.04000522449661
  5 8 -62.04000522449661
  14 9 50.72316796634443
  7 9 -50.72316796634443
  4 10 64.87494040252626
  13 10 -64.87494040252626
  20 11 32.66226343242784
  1 11 -32.66226343242784
  1 12 19.428485865759836
  17 12 -19.428485865759836
  9 13 85.7372212612445
  1 13 -85.7372212612445
  14 14 84.09055614875595
  3 14 -84.09055614875595
  20 15 24.625414291615186
  18 15 -24.625414291615186
  14 16 33.39015801294077
  20 16 -33.39015801294077
  16 17 30.65354540224904
  8 17 -30.65354540224904
  20 18 85.6401505090218
  10 18 -85.6401505090218
  8 19 17.754761231015127
  13 19 -17.754761231015127
  3 20 50.30885936522553
  5 20 -50.30885936522553
  17 21 14.485229712438931
  4 21 -14.485229712438931
  15 22 84.22464265832403
  7 22 -84.22464265832403
