param NumNodes := 20;
param NumArcs := 120;
param NumCommodities := 40;
param ArcsNodes :=
  1 (1, 2)
  2 (1, 19)
  3 (1, 17)
  4 (1, 7)
  5 (1, 18)
  6 (1, 4)
  7 (1, 15)
  8 (1, 20)
  9 (1, 8)
  10 (1, 3)
  11 (1, 11)
  12 (1, 10)
  13 (2, 3)
  14 (2, 10)
  15 (2, 6)
  16 (2, 9)
  17 (2, 7)
  18 (2, 1)
  19 (2, 17)
  20 (3, 4)
  21 (3, 9)
  22 (3, 14)
  23 (3, 18)
  24 (3, 11)
  25 (4, 5)
  26 (4, 10)
  27 (4, 2)
  28 (4, 18)
  29 (4, 15)
  30 (4, 11)
  31 (5, 6)
  32 (5, 9)
  33 (5, 13)
  34 (5, 3)
  35 (5, 16)
  36 (6, 7)
  37 (6, 13)
  38 (6, 11)
  39 (6, 8)
  40 (6, 14)
  41 (6, 15)
  42 (7, 8)
  43 (7, 3)
  44 (7, 13)
  45 (7, 19)
  46 (7, 9)
  47 (7, 18)
  48 (8, 9)
  49 (8, 5)
  50 (8, 7)
  51 (8, 6)
  52 (8, 10)
  53 (8, 17)
  54 (9, 10)
  55 (9, 6)
  56 (9, 4)
  57 (9, 16)
  58 (9, 17)
  59 (9, 8)
  60 (9, 13)
  61 (10, 11)
  62 (10, 16)
  63 (10, 12)
  64 (11, 12)
  65 (11, 20)
  66 (11, 15)
  67 (11, 7)
  68 (12, 13)
  69 (12, 15)
  70 (12, 20)
  71 (12, 18)
  72 (12, 10)
  73 (12, 17)
  74 (12, 3)
  75 (12, 4)
  76 (13, 14)
  77 (13, 19)
  78 (13, 16)
  79 (13, 20)
  80 (14, 15)
  81 (14, 10)
  82 (14, 5)
  83 (14, 4)
  84 (14, 20)
  85 (14, 16)
  86 (14, 3)
  87 (15, 16)
  88 (15, 17)
  89 (15, 14)
  90 (15, 12)
  91 (15, 2)
  92 (15, 4)
  93 (16, 17)
  94 (16, 5)
  95 (16, 9)
  96 (16, 6)
  97 (16, 11)
  98 (16, 19)
  99 (16, 1)
  100 (16, 7)
  101 (16, 14)
  102 (17, 18)
  103 (17, 5)
  104 (17, 14)
  105 (17, 12)
  106 (18, 19)
  107 (18, 4)
  108 (18, 7)
  109 (18, 1)
  110 (18, 20)
  111 (19, 20)
  112 (19, 12)
  113 (19, 1)
  114 (19, 16)
  115 (19, 5)
  116 (20, 1)
  117 (20, 19)
  118 (20, 18)
  119 (20, 11)
  120 (20, 6)
;
param NodesCommoditiesDemand :=
  4 1 60.463953898701924
  17 1 -60.463953898701924
  19 2 28.02484483302015
  12 2 -28.02484483302015
  10 3 67.70619430281248
  4 3 -67.70619430281248
  9 4 34.55212343520162
  14 4 -34.55212343520162
  7 5 45.70944739940698
  5 5 -45.70944739940698
  16 6 70.00888327903604
  7 6 -70.00888327903604
  7 7 47.52114424325647
  12 7 -47.52114424325647
  4 8 63.27721471479759
  5 8 -63.27721471479759
  14 9 48.72057948771982
  7 9 -48.72057948771982
  4 10 65.92603000406987
  13 10 -65.92603000406987
  20 11 31.894515845705385
  1 11 -31.894515845705385
  1 12 19.87105720231661
  17 12 -19.87105720231661
  9 13 80.8090505459665
  1 13 -80.8090505459665
  14 14 84.25738511691803
  3 14 -84.25738511691803
  20 15 23.244729710246176
  18 15 -23.244729710246176
  14 16 32.84684953276273
  20 16 -32.84684953276273
  16 17 29.155099786767185
  8 17 -29.155099786767185
  20 18 82.69768215811055
  10 18 -82.69768215811055
  8 19 16.06897178318417
  13 19 -16.06897178318417
  3 20 50.320668760520164
  5 20 -50.320668760520164
  17 21 14.949600672580273
  4 21 -14.949600672580273
  15 22 82.19450569083685
  7 22 -82.19450569083685
