# this is a moderately difficult WECC-240 instance, modified to use a scaled load profile from an ISO-NE case.
# 
# that demand profile data was scaled by a factor of 13, and a number of the gas generators were turned
# off at T0 and preceding periods.

param LoadMismatchPenalty := 1e6;

param NumTimePeriods := 48;

param TimePeriodLength := 1;

set StageSet := FirstStage SecondStage ;

set CommitmentTimeInStage[FirstStage] := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 ;

set CommitmentTimeInStage[SecondStage] := ;

set GenerationTimeInStage[FirstStage] := ;

set GenerationTimeInStage[SecondStage] := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 ;

set Buses := SingleBus ;

set ThermalGenerators := BRIDGER_20_6333_C CANAD_G1_20_5031_G CMAIN_GM_20_5032_C CMAIN_GM_20_5032_G CMAIN_GM_20_5032_R COLOEAST_20_7031_C COLOEAST_20_7031_G COLSTRP_20_6231_C COLSTRP_20_6231_G CORONADO_20_1131_C CORONADO_20_1131_G CRAIG_20_7032_C CRAIG_20_7032_G DALLES21_20_4039_G DIABLO1_20_3831_NN EMERY_20_6533_C EMERY_20_6533_E EMERY_20_6533_G EMERY_20_6533_R FCNGN4CC_20_1032_C FCNGN4CC_20_1032_G HANFORD_20_4132_G HANFORD_20_4132_N HANFORD_20_4132_R HAYNES3G_20_2630_G HOOVER_20_1331_G HUMBOLDT_20_3631_NG H_ALLEN_20_1333_C H_ALLEN_20_1333_G H_ALLEN_20_1333_R IMPERIAL_20_2130_E IMPERIAL_20_2130_G IMPERIAL_20_2130_R IMPRLVLY_20_2332_AG INTERM1G_20_2634_C JOHN_DAY_20_4035_C JOHN_DAY_20_4035_G MALIN_20_4031_G MALIN_20_4031_R MC_CALL_20_3433_NG MESA_CAL_20_2438_EG MESA_CAL_20_2438_RG MESA_CAL_20_2438_SG MESA_CAL_20_2438_WG METCALF_20_3333_CG METCALF_20_3333_NG MEXICO_20_2030_E MEXICO_20_2030_G MIDPOINT_20_6132_C MIDPOINT_20_6132_G MIDPOINT_20_6132_R MIDWAY_20_3835_NG MISSION_20_2233_DG MISSION_20_2233_EG MISSION_20_2233_TG MONTA_G1_20_6235_G MORROBAY_20_3836_DG MOSSLAND_20_3932_DG NAUGHT_20_6335_C NAUGHT_20_6335_G NAVAJO_2_20_1232_C NORTH_G3_20_4231_C NORTH_G3_20_4231_G NORTH_G3_20_4231_R OLIVE_20_2631_G PALOVRD2_20_1431_G PALOVRD2_20_1431_N PALOVRD2_20_1431_R PITSBURG_20_3234_DG PITSBURG_20_3234_MG PITSBURG_20_3234_NG POTRERO_20_3135_MG POTRERO_20_3135_NG RNCHSECO_20_8034_G S.ONOFRE_20_2533_SN SANMATEO_20_3133_NG SJUAN_G4_20_1034_C SJUAN_G4_20_1034_G TESLA_20_3933_CG TESLA_20_3933_NG VALMY_20_6433_C VALMY_20_6433_E VALMY_20_6433_G VALMY_20_6433_R WCASCADE_20_4232_G ;

set QuickStartGenerators := CANAD_G1_20_5031_G CMAIN_GM_20_5032_G COLOEAST_20_7031_G COLSTRP_20_6231_G CORONADO_20_1131_G CRAIG_20_7032_G DALLES21_20_4039_G EMERY_20_6533_G FCNGN4CC_20_1032_G HANFORD_20_4132_G HAYNES3G_20_2630_G HOOVER_20_1331_G HUMBOLDT_20_3631_NG H_ALLEN_20_1333_G IMPERIAL_20_2130_G IMPRLVLY_20_2332_AG JOHN_DAY_20_4035_G MALIN_20_4031_G MC_CALL_20_3433_NG MESA_CAL_20_2438_EG MESA_CAL_20_2438_RG MESA_CAL_20_2438_SG MESA_CAL_20_2438_WG METCALF_20_3333_CG METCALF_20_3333_NG MEXICO_20_2030_G MIDPOINT_20_6132_G MIDWAY_20_3835_NG MISSION_20_2233_DG MISSION_20_2233_EG MISSION_20_2233_TG MONTA_G1_20_6235_G MORROBAY_20_3836_DG MOSSLAND_20_3932_DG NAUGHT_20_6335_G NORTH_G3_20_4231_G OLIVE_20_2631_G PALOVRD2_20_1431_G PITSBURG_20_3234_DG PITSBURG_20_3234_MG PITSBURG_20_3234_NG POTRERO_20_3135_MG POTRERO_20_3135_NG RNCHSECO_20_8034_G SANMATEO_20_3133_NG SJUAN_G4_20_1034_G TESLA_20_3933_CG TESLA_20_3933_NG VALMY_20_6433_G WCASCADE_20_4232_G ;

set ThermalGeneratorsAtBus[SingleBus] := HUMBOLDT_20_3631_NG IMPRLVLY_20_2332_AG MC_CALL_20_3433_NG MESA_CAL_20_2438_EG MESA_CAL_20_2438_RG MESA_CAL_20_2438_SG MESA_CAL_20_2438_WG METCALF_20_3333_CG METCALF_20_3333_NG MIDWAY_20_3835_NG MISSION_20_2233_DG MISSION_20_2233_EG MISSION_20_2233_TG MORROBAY_20_3836_DG MOSSLAND_20_3932_DG PITSBURG_20_3234_DG PITSBURG_20_3234_MG PITSBURG_20_3234_NG POTRERO_20_3135_MG POTRERO_20_3135_NG SANMATEO_20_3133_NG TESLA_20_3933_CG TESLA_20_3933_NG DIABLO1_20_3831_NN S.ONOFRE_20_2533_SN BRIDGER_20_6333_C CMAIN_GM_20_5032_C COLOEAST_20_7031_C COLSTRP_20_6231_C CORONADO_20_1131_C CRAIG_20_7032_C EMERY_20_6533_C FCNGN4CC_20_1032_C H_ALLEN_20_1333_C INTERM1G_20_2634_C JOHN_DAY_20_4035_C MIDPOINT_20_6132_C NAUGHT_20_6335_C NAVAJO_2_20_1232_C NORTH_G3_20_4231_C SJUAN_G4_20_1034_C VALMY_20_6433_C CANAD_G1_20_5031_G CMAIN_GM_20_5032_G COLOEAST_20_7031_G COLSTRP_20_6231_G CORONADO_20_1131_G CRAIG_20_7032_G DALLES21_20_4039_G EMERY_20_6533_G FCNGN4CC_20_1032_G H_ALLEN_20_1333_G HANFORD_20_4132_G HAYNES3G_20_2630_G HOOVER_20_1331_G IMPERIAL_20_2130_G JOHN_DAY_20_4035_G MALIN_20_4031_G MEXICO_20_2030_G MIDPOINT_20_6132_G MONTA_G1_20_6235_G NAUGHT_20_6335_G NORTH_G3_20_4231_G OLIVE_20_2631_G PALOVRD2_20_1431_G RNCHSECO_20_8034_G SJUAN_G4_20_1034_G VALMY_20_6433_G WCASCADE_20_4232_G EMERY_20_6533_E IMPERIAL_20_2130_E MEXICO_20_2030_E VALMY_20_6433_E HANFORD_20_4132_N PALOVRD2_20_1431_N CMAIN_GM_20_5032_R EMERY_20_6533_R H_ALLEN_20_1333_R HANFORD_20_4132_R IMPERIAL_20_2130_R MALIN_20_4031_R MIDPOINT_20_6132_R NORTH_G3_20_4231_R PALOVRD2_20_1431_R VALMY_20_6433_R;

param: PowerGeneratedT0 UnitOnT0State MinimumPowerOutput MaximumPowerOutput MinimumUpTime MinimumDownTime NominalRampUpLimit NominalRampDownLimit StartupRampLimit ShutdownRampLimit FuelCost := 
   BRIDGER_20_6333_C   14.05945    23    7.40250   29.61000    12    12    3.55320    3.55320    7.40250    7.40250    0.00227
  CANAD_G1_20_5031_G    0.00000    -5    1.21000   12.10000     6     6  145.20000  145.20000  145.20000  145.20000    0.00344
  CMAIN_GM_20_5032_C   29.29875    12   13.18750   52.75000    12    12    6.33000    6.33000   13.18750   13.18750    0.00227
  CMAIN_GM_20_5032_G    0.00000    -4    0.23500   44.00000     6     6  528.00000  528.00000  528.00000  528.00000    0.00344
  CMAIN_GM_20_5032_R    1.08000     1    0.00000    1.08000     0     0    1.08000    1.08000    1.08000    1.08000    0.00010
  COLOEAST_20_7031_C   16.72930    19    6.28500   25.14000    12    12    3.01680    3.01680    6.28500    6.28500    0.00227
  COLOEAST_20_7031_G    0.00000    -4    4.18400   41.84000     6     6  502.08000  502.08000  502.08000  502.08000    0.00344
   COLSTRP_20_6231_C   12.57625     1    5.56250   22.25000    12    12    2.67000    2.67000    5.56250    5.56250    0.00227
   COLSTRP_20_6231_G    1.40000     1    0.14000    1.40000     1     1   16.80000   16.80000   16.80000   16.80000    0.00344
  CORONADO_20_1131_C    4.06025     6    1.36250    5.45000    12    12    0.65400    0.65400    1.36250    1.36250    0.00227
  CORONADO_20_1131_G    0.00000    -8    3.83080   38.30800     6     6  459.69600  459.69600  459.69600  459.69600    0.00344
     CRAIG_20_7032_C    8.90680     1    3.66000   14.64000    12    12    1.75680    1.75680    3.66000    3.66000    0.00227
     CRAIG_20_7032_G    0.00000    -4    0.97800    9.78000     1     1  117.36000  117.36000  117.36000  117.36000    0.00344
  DALLES21_20_4039_G    2.04000     2    0.20400    2.04000     1     1   24.48000   24.48000   24.48000   24.48000    0.00344
  DIABLO1_20_3831_NN   20.67000     1   20.40000   22.67000    48    48    1.36020    1.36020   20.40000   20.40000    0.00068
     EMERY_20_6533_C   25.38960     7    8.52000   34.08000    12    12    4.08960    4.08960    8.52000    8.52000    0.00227
     EMERY_20_6533_E    0.37000     1    0.00000    0.37000     0     0    0.37000    0.37000    0.37000    0.37000    0.00010
     EMERY_20_6533_G    0.00000   -10    1.76000   17.60000     6     6  211.20000  211.20000  211.20000  211.20000    0.00344
     EMERY_20_6533_R    0.61000     1    0.00000    0.61000     0     0    0.61000    0.61000    0.61000    0.61000    0.00010
  FCNGN4CC_20_1032_C   10.59625    10    4.56250   18.25000    12    12    2.19000    2.19000    4.56250    4.56250    0.00227
  FCNGN4CC_20_1032_G    0.00000    -4    0.71400    7.14000     1     1   85.68000   85.68000   85.68000   85.68000    0.00344
   HANFORD_20_4132_G    0.00000    -1    2.94500   29.45000     6     6  353.40000  353.40000  353.40000  353.40000    0.00344
   HANFORD_20_4132_N   11.60000    72   10.44000   11.60000    48    48    0.69600    0.69600   10.44000   10.44000    0.00068
   HANFORD_20_4132_R    4.61000     1    0.00000    4.61000     0     0    4.61000    4.61000    4.61000    4.61000    0.00010
  HAYNES3G_20_2630_G    0.00000   -10    2.69200   26.92000     6     6  323.04000  323.04000  323.04000  323.04000    0.00344
    HOOVER_20_1331_G    0.00000    -6    1.68200   16.82000     6     6  201.84000  201.84000  201.84000  201.84000    0.00344
 HUMBOLDT_20_3631_NG    1.43000     1    0.07100    1.43000     1     1   17.16000   17.16000   17.16000   17.16000    0.00344
   H_ALLEN_20_1333_C    3.99320    18    1.34000    5.36000    12    12    0.64320    0.64320    1.34000    1.34000    0.00227
   H_ALLEN_20_1333_G    0.00000    -6    5.49100   54.91000     6     6  658.92000  658.92000  658.92000  658.92000    0.00344
   H_ALLEN_20_1333_R    0.75000     1    0.00000    0.75000     0     0    0.75000    0.75000    0.75000    0.75000    0.00010
  IMPERIAL_20_2130_E    5.07000     1    0.00000    5.07000     0     0    5.07000    5.07000    5.07000    5.07000    0.00010
  IMPERIAL_20_2130_G    4.00000     1    0.40000    4.00000     1     1   48.00000   48.00000   48.00000   48.00000    0.00344
  IMPERIAL_20_2130_R    0.55000     1    0.00000    0.55000     0     0    0.55000    0.55000    0.55000    0.55000    0.00010
 IMPRLVLY_20_2332_AG    7.18000     2    0.55900   11.18000     1     1  134.16000  134.16000  134.16000  134.16000    0.00344
  INTERM1G_20_2634_C    4.53835     1    4.20750   16.83000    12    12    2.01960    2.01960    4.20750    4.20750    0.00227
  JOHN_DAY_20_4035_C    3.36740     3    1.13000    4.52000    12    12    0.54240    0.54240    1.13000    1.13000    0.00227
  JOHN_DAY_20_4035_G    6.13000     2    0.61300    6.13000     1     1   73.56000   73.56000   73.56000   73.56000    0.00344
     MALIN_20_4031_G    0.00000    -2    1.00300   10.03000     1     1  120.36000  120.36000  120.36000  120.36000    0.00344
     MALIN_20_4031_R    0.75000     1    0.00000    0.75000     0     0    0.75000    0.75000    0.75000    0.75000    0.00010
  MC_CALL_20_3433_NG    0.00000    -4    0.31400    6.28000     1     1   75.36000   75.36000   75.36000   75.36000    0.00344
 MESA_CAL_20_2438_EG    0.00000    -8    0.78100   15.63000     6     6  187.56000  187.56000  187.56000  187.56000    0.00344
 MESA_CAL_20_2438_RG    0.00000    -2    1.85900   37.18000     6     6  446.16000  446.16000  446.16000  446.16000    0.00344
 MESA_CAL_20_2438_SG    0.00000    -8    1.40100   28.03000     6     6  336.36000  336.36000  336.36000  336.36000    0.00344
 MESA_CAL_20_2438_WG    0.00000    -8    1.98300   39.67000     6     6  476.04000  476.04000  476.04000  476.04000    0.00344
  METCALF_20_3333_CG    6.90000     1    0.34500    6.90000     1     1   82.80000   82.80000   82.80000   82.80000    0.00344
  METCALF_20_3333_NG    2.13000     2    0.10600    2.13000     1     1   25.56000   25.56000   25.56000   25.56000    0.00344
    MEXICO_20_2030_E    6.29000     1    0.00000    6.29000     0     0    6.29000    6.29000    6.29000    6.29000    0.00010
    MEXICO_20_2030_G    0.00000    -5    2.14000   21.40000     6     6  256.80000  256.80000  256.80000  256.80000    0.00344
  MIDPOINT_20_6132_C    0.09685    13    0.03250    0.13000    12    12    0.01560    0.01560    0.03250    0.03250    0.00227
  MIDPOINT_20_6132_G    2.93000     2    0.29300    2.93000     1     1   35.16000   35.16000   35.16000   35.16000    0.00344
  MIDPOINT_20_6132_R    0.35000     1    0.00000    0.35000     0     0    0.35000    0.35000    0.35000    0.35000    0.00010
   MIDWAY_20_3835_NG    0.00000    -4    0.69000   13.81000     6     6  165.72000  165.72000  165.72000  165.72000    0.00344
  MISSION_20_2233_DG    7.06000     1    0.25000    7.06000     1     1   84.72000   84.72000   84.72000   84.72000    0.00344
  MISSION_20_2233_EG    0.00000    -7    0.62700   12.53000     6     6  150.36000  150.36000  150.36000  150.36000    0.00344
  MISSION_20_2233_TG    5.00000     2    0.25000    5.00000     1     1   60.00000   60.00000   60.00000   60.00000    0.00344
  MONTA_G1_20_6235_G    0.00000    -6    0.12700    1.27000     1     1   15.24000   15.24000   15.24000   15.24000    0.00344
 MORROBAY_20_3836_DG    9.27000     2    0.51000   10.21000     1     1  122.52000  122.52000  122.52000  122.52000    0.00344
