param MinNondispatchablePower := 
WIND 1 0.0
WIND 2 0.0
WIND 3 0.0
WIND 4 0.0
WIND 5 0.0
WIND 6 0.0
WIND 7 0.0
WIND 8 0.0
WIND 9 0.0
WIND 10 0.0
WIND 11 0.0
WIND 12 0.0
WIND 13 0.0
WIND 14 0.0
WIND 15 0.0
WIND 16 0.0
WIND 17 0.0
WIND 18 0.0
WIND 19 0.0
WIND 20 0.0
WIND 21 0.0
WIND 22 0.0
WIND 23 0.0
WIND 24 0.0
WIND 25 0.0
WIND 26 0.0
WIND 27 0.0
WIND 28 0.0
WIND 29 0.0
WIND 30 0.0
WIND 31 0.0
WIND 32 0.0
WIND 33 0.0
WIND 34 0.0
WIND 35 0.0
WIND 36 0.0
WIND 37 0.0
WIND 38 0.0
WIND 39 0.0
WIND 40 0.0
WIND 41 0.0
WIND 42 0.0
WIND 43 0.0
WIND 44 0.0
WIND 45 0.0
WIND 46 0.0
WIND 47 0.0
WIND 48 0.0
;


param MaxNondispatchablePower := 
WIND 1 128.84357060247706
WIND 2 133.7538290375667
WIND 3 113.97064169809265
WIND 4 108.06555584818587
WIND 5 107.65194411667983
WIND 6 125.53733848483552
WIND 7 108.11349671913543
WIND 8 114.13360290793501
WIND 9 74.1314803981577
WIND 10 31.021115091410763
WIND 11 28.42413828903011
WIND 12 40.12623083600192
WIND 13 26.700033404285435
WIND 14 45.68226672104012
WIND 15 102.28028206636122
WIND 16 80.73081762040947
WIND 17 127.8289931208438
WIND 18 96.8264033630671
WIND 19 132.892924972191
WIND 20 148.74047235726704
WIND 21 145.10449257151646
WIND 22 124.93788919891107
WIND 23 142.05922449383468
WIND 24 123.02826579965449
WIND 25 123.02826579965449
WIND 26 123.02826579965449
WIND 27 123.02826579965449
WIND 28 123.02826579965449
WIND 29 123.02826579965449
WIND 30 123.02826579965449
WIND 31 123.02826579965449
WIND 32 123.02826579965449
WIND 33 123.02826579965449
WIND 34 123.02826579965449
WIND 35 123.02826579965449
WIND 36 123.02826579965449
WIND 37 123.02826579965449
WIND 38 123.02826579965449
WIND 39 123.02826579965449
WIND 40 123.02826579965449
WIND 41 123.02826579965449
WIND 42 123.02826579965449
WIND 43 123.02826579965449
WIND 44 123.02826579965449
WIND 45 123.02826579965449
WIND 46 123.02826579965449
WIND 47 123.02826579965449
WIND 48 123.02826579965449
;


