param: Demand :=
SingleBus 1 352.492412918
SingleBus 2 331.525872848
SingleBus 3 387.901327484
SingleBus 4 380.430861097
SingleBus 5 382.108344516
SingleBus 6 420.712677827
SingleBus 7 495.639020118
SingleBus 8 564.162145288
SingleBus 9 616.112561425
SingleBus 10 634.901713184
SingleBus 11 664.399964614
SingleBus 12 776.448942744
SingleBus 13 779.384068554
SingleBus 14 787.873333529
SingleBus 15 676.378291297
SingleBus 16 664.661305536
SingleBus 17 696.543854237
SingleBus 18 584.02363986
SingleBus 19 567.666329492
SingleBus 20 544.022398439
SingleBus 21 541.185495531
SingleBus 22 481.396283716
SingleBus 23 369.070179241
SingleBus 24 374.15197853
SingleBus 25 357.554149537
SingleBus 26 319.005341904
SingleBus 27 399.031361817
SingleBus 28 390.187950942
SingleBus 29 386.419428965
SingleBus 30 419.839863035
SingleBus 31 485.50335612
SingleBus 32 554.296368163
SingleBus 33 606.693896607
SingleBus 34 647.426206117
SingleBus 35 668.460938196
SingleBus 36 778.689735497
SingleBus 37 780.746687746
SingleBus 38 776.639435258
SingleBus 39 684.104195372
SingleBus 40 664.588336084
SingleBus 41 689.858276235
SingleBus 42 590.881300817
SingleBus 43 553.757737789
SingleBus 44 545.614095017
SingleBus 45 545.931943473
SingleBus 46 480.153131411
SingleBus 47 363.564705498
SingleBus 48 382.486973298
;
