param: Demand :=
SingleBus 1 368.684854995
SingleBus 2 340.412064893
SingleBus 3 413.051109781
SingleBus 4 398.078638515
SingleBus 5 403.169253014
SingleBus 6 423.754826662
SingleBus 7 503.435042043
SingleBus 8 575.360963908
SingleBus 9 624.227091525
SingleBus 10 660.14381756
SingleBus 11 686.927804309
SingleBus 12 798.182730776
SingleBus 13 783.088900221
SingleBus 14 781.468840234
SingleBus 15 694.835995326
SingleBus 16 713.201846609
SingleBus 17 719.627415779
SingleBus 18 588.529885264
SingleBus 19 580.596630642
SingleBus 20 546.732851551
SingleBus 21 542.162892778
SingleBus 22 495.080624653
SingleBus 23 373.982876116
SingleBus 24 385.548032107
SingleBus 25 373.225564901
SingleBus 26 340.684836551
SingleBus 27 407.255678479
SingleBus 28 390.017295861
SingleBus 29 405.867625281
SingleBus 30 428.014853968
SingleBus 31 501.30021039
SingleBus 32 569.076854441
SingleBus 33 615.761112127
SingleBus 34 672.924917046
SingleBus 35 680.821445007
SingleBus 36 806.99569674
SingleBus 37 790.808334601
SingleBus 38 810.555012482
SingleBus 39 688.841546419
SingleBus 40 690.647432717
SingleBus 41 705.149502409
SingleBus 42 607.490183379
SingleBus 43 591.714078541
SingleBus 44 560.88998324
SingleBus 45 552.237600842
SingleBus 46 509.392009866
SingleBus 47 368.162939396
SingleBus 48 394.241231955
;
