param NumNodes := 20;
param NumArcs := 120;
param NumCommodities := 200;
param ArcsNodes :=
  1 (1, 2)
  2 (1, 16)
  3 (1, 11)
  4 (1, 19)
  5 (1, 17)
  6 (1, 14)
  7 (2, 3)
  8 (2, 9)
  9 (2, 11)
  10 (2, 18)
  11 (3, 4)
  12 (3, 1)
  13 (3, 7)
  14 (3, 15)
  15 (3, 12)
  16 (4, 5)
  17 (4, 15)
  18 (4, 14)
  19 (4, 3)
  20 (4, 19)
  21 (5, 6)
  22 (5, 1)
  23 (5, 2)
  24 (5, 8)
  25 (5, 11)
  26 (6, 7)
  27 (6, 8)
  28 (6, 18)
  29 (6, 15)
  30 (6, 17)
  31 (7, 8)
  32 (7, 13)
  33 (7, 16)
  34 (7, 11)
  35 (7, 12)
  36 (7, 18)
  37 (7, 5)
  38 (7, 19)
  39 (7, 3)
  40 (8, 9)
  41 (8, 15)
  42 (8, 2)
  43 (8, 20)
  44 (9, 10)
  45 (9, 6)
  46 (9, 16)
  47 (9, 20)
  48 (9, 19)
  49 (9, 13)
  50 (9, 8)
  51 (10, 11)
  52 (10, 4)
  53 (10, 1)
  54 (10, 17)
  55 (10, 16)
  56 (11, 12)
  57 (11, 2)
  58 (11, 9)
  59 (11, 1)
  60 (12, 13)
  61 (12, 9)
  62 (12, 15)
  63 (12, 10)
  64 (12, 16)
  65 (12, 17)
  66 (12, 7)
  67 (13, 14)
  68 (13, 17)
  69 (13, 9)
  70 (13, 5)
  71 (13, 20)
  72 (14, 15)
  73 (14, 3)
  74 (14, 20)
  75 (14, 7)
  76 (14, 2)
  77 (14, 9)
  78 (14, 17)
  79 (15, 16)
  80 (15, 3)
  81 (15, 10)
  82 (15, 11)
  83 (15, 9)
  84 (15, 20)
  85 (16, 17)
  86 (16, 15)
  87 (16, 8)
  88 (16, 19)
  89 (16, 1)
  90 (16, 9)
  91 (17, 18)
  92 (17, 9)
  93 (17, 10)
  94 (17, 3)
  95 (17, 12)
  96 (18, 19)
  97 (18, 9)
  98 (18, 14)
  99 (18, 13)
  100 (18, 16)
  101 (18, 17)
  102 (18, 7)
  103 (18, 12)
  104 (18, 3)
  105 (18, 8)
  106 (19, 20)
  107 (19, 9)
  108 (19, 12)
  109 (19, 15)
  110 (19, 4)
  111 (19, 1)
  112 (20, 1)
  113 (20, 19)
  114 (20, 12)
  115 (20, 5)
  116 (20, 4)
  117 (20, 18)
  118 (20, 13)
  119 (20, 14)
  120 (20, 11)
;
param NodesCommoditiesDemand :=
  5 1 72.56276707933819
  2 1 -72.56276707933819
  8 2 29.416823975734083
  16 2 -29.416823975734083
  7 3 75.54621761469525
  16 3 -75.54621761469525
  7 4 37.3917032586019
  9 4 -37.3917032586019
  4 5 52.85935875898198
  3 5 -52.85935875898198
  9 6 74.52491504721255
  1 6 -74.52491504721255
  3 7 52.7684099668078
  5 7 -52.7684099668078
  14 8 69.90155487389721
  8 8 -69.90155487389721
  3 9 50.15465735760533
  7 9 -50.15465735760533
  11 10 68.90652455651903
  5 10 -68.90652455651903
  18 11 33.74685129851789
  4 11 -33.74685129851789
  2 12 21.90417646022081
  5 12 -21.90417646022081
  20 13 91.03652125971057
  13 13 -91.03652125971057
  10 14 89.40121933782301
  12 14 -89.40121933782301
  15 15 26.344073179066164
  14 15 -26.344073179066164
  10 16 36.4329807406356
  11 16 -36.4329807406356
  6 17 30.814679601415413
  15 17 -30.814679601415413
  11 18 90.80594428160926
  19 18 -90.80594428160926
  10 19 19.4138547001198
  5 19 -19.4138547001198
  5 20 56.686462190256705
  6 20 -56.686462190256705
  7 21 15.279705838835689
  18 21 -15.279705838835689
  17 22 87.68147850970158
  2 22 -87.68147850970158
  3 23 51.34246948356613
  4 23 -51.34246948356613
  20 24 73.14515358645737
  19 24 -73.14515358645737
  5 25 55.000614878100066
  16 25 -55.000614878100066
  4 26 70.22463974530116
  19 26 -70.22463974530116
  6 27 87.3181355843124
  1 27 -87.3181355843124
  9 28 31.072379776157284
  15 28 -31.072379776157284
  12 29 47.87674067672553
  15 29 -47.87674067672553
  1 30 66.56704984830569
  9 30 -66.56704984830569
  17 31 26.78354144048744
  18 31 -26.78354144048744
  19 32 34.244755930583125
  12 32 -34.244755930583125
  9 33 34.95794649893188
  2 33 -34.95794649893188
  14 34 11.998922907814295
  19 34 -11.998922907814295
  12 35 70.9583676016472
  17 35 -70.9583676016472
  20 36 13.403055628887355
  16 36 -13.403055628887355
  15 37 46.09467634301373
  1 37 -46.09467634301373
  13 38 69.16712048322259
  9 38 -69.16712048322259
  2 39 91.95806286630935
  18 39 -91.95806286630935
  9 40 29.56509396347662
  18 40 -29.56509396347662
  11 41 61.068508265275966
  20 41 -61.068508265275966
  1 42 74.63022645210896
  7 42 -74.63022645210896
  2 43 13.501384687575937
  8 43 -13.501384687575937
  6 44 77.68988338013392
  4 44 -77.68988338013392
  19 45 82.2103845290546
  11 45 -82.2103845290546
  3 46 23.469684912822363
  16 46 -23.469684912822363
  5 47 25.949366715204704
  19 47 -25.949366715204704
  4 48 9.942469836967657
  2 48 -9.942469836967657
  9 49 24.528288084459607
  20 49 -24.528288084459607
  10 50 67.5763539494699
  1 50 -67.5763539494699
  13 51 16.0581398083283
  12 51 -16.0581398083283
  7 52 70.79925701684672
  3 52 -70.79925701684672
  15 53 43.37875203111027
  11 53 -43.37875203111027
  18 54 14.650618094825113
  9 54 -14.650618094825113
  14 55 88.44052215749471
  1 55 -88.44052215749471
  13 56 16.19331861869661
  20 56 -16.19331861869661
  7 57 57.99605772225082
  10 57 -57.99605772225082
  14 58 23.724943396586443
  18 58 -23.724943396586443
  11 59 63.42646926033771
  1 59 -63.42646926033771
  13 60 12.096837999658003
  18 60 -12.096837999658003
  6 61 91.46222488003798
  9 61 -91.46222488003798
  15 62 60.34665966100021
  12 62 -60.34665966100021
  2 63 60.500659862618775
  9 63 -60.500659862618775
  13 64 57.287209993420745
