param NumNodes := 20;
param NumArcs := 120;
param NumCommodities := 200;
param ArcsNodes :=
  1 (1, 2)
  2 (1, 16)
  3 (1, 11)
  4 (1, 19)
  5 (1, 17)
  6 (1, 14)
  7 (2, 3)
  8 (2, 9)
  9 (2, 11)
  10 (2, 18)
  11 (3, 4)
  12 (3, 1)
  13 (3, 7)
  14 (3, 15)
  15 (3, 12)
  16 (4, 5)
  17 (4, 15)
  18 (4, 14)
  19 (4, 3)
  20 (4, 19)
  21 (5, 6)
  22 (5, 1)
  23 (5, 2)
  24 (5, 8)
  25 (5, 11)
  26 (6, 7)
  27 (6, 8)
  28 (6, 18)
  29 (6, 15)
  30 (6, 17)
  31 (7, 8)
  32 (7, 13)
  33 (7, 16)
  34 (7, 11)
  35 (7, 12)
  36 (7, 18)
  37 (7, 5)
  38 (7, 19)
  39 (7, 3)
  40 (8, 9)
  41 (8, 15)
  42 (8, 2)
  43 (8, 20)
  44 (9, 10)
  45 (9, 6)
  46 (9, 16)
  47 (9, 20)
  48 (9, 19)
  49 (9, 13)
  50 (9, 8)
  51 (10, 11)
  52 (10, 4)
  53 (10, 1)
  54 (10, 17)
  55 (10, 16)
  56 (11, 12)
  57 (11, 2)
  58 (11, 9)
  59 (11, 1)
  60 (12, 13)
  61 (12, 9)
  62 (12, 15)
  63 (12, 10)
  64 (12, 16)
  65 (12, 17)
  66 (12, 7)
  67 (13, 14)
  68 (13, 17)
  69 (13, 9)
  70 (13, 5)
  71 (13, 20)
  72 (14, 15)
  73 (14, 3)
  74 (14, 20)
  75 (14, 7)
  76 (14, 2)
  77 (14, 9)
  78 (14, 17)
  79 (15, 16)
  80 (15, 3)
  81 (15, 10)
  82 (15, 11)
  83 (15, 9)
  84 (15, 20)
  85 (16, 17)
  86 (16, 15)
  87 (16, 8)
  88 (16, 19)
  89 (16, 1)
  90 (16, 9)
  91 (17, 18)
  92 (17, 9)
  93 (17, 10)
  94 (17, 3)
  95 (17, 12)
  96 (18, 19)
  97 (18, 9)
  98 (18, 14)
  99 (18, 13)
  100 (18, 16)
  101 (18, 17)
  102 (18, 7)
  103 (18, 12)
  104 (18, 3)
  105 (18, 8)
  106 (19, 20)
  107 (19, 9)
  108 (19, 12)
  109 (19, 15)
  110 (19, 4)
  111 (19, 1)
  112 (20, 1)
  113 (20, 19)
  114 (20, 12)
  115 (20, 5)
  116 (20, 4)
  117 (20, 18)
  118 (20, 13)
  119 (20, 14)
  120 (20, 11)
;
param NodesCommoditiesDemand :=
  5 1 70.88471289926864
  2 1 -70.88471289926864
  8 2 30.954368488675964
  16 2 -30.954368488675964
  7 3 71.89669983876324
  16 3 -71.89669983876324
  7 4 40.040718179298196
  9 4 -40.040718179298196
  4 5 48.0606419654304
  3 5 -48.0606419654304
  9 6 72.60998947749687
  1 6 -72.60998947749687
  3 7 52.789489637787646
  5 7 -52.789489637787646
  14 8 73.54941305975495
  8 8 -73.54941305975495
  3 9 56.02528064537821
  7 9 -56.02528064537821
  11 10 71.56317326306565
  5 10 -71.56317326306565
  18 11 34.388081943380286
  4 11 -34.388081943380286
  2 12 21.920753793557495
  5 12 -21.920753793557495
  20 13 86.78042127231404
  13 13 -86.78042127231404
  10 14 87.71932712022785
  12 14 -87.71932712022785
  15 15 26.540085031821725
  14 15 -26.540085031821725
  10 16 35.75631816377401
  11 16 -35.75631816377401
  6 17 30.350728550400653
  15 17 -30.350728550400653
  11 18 89.59348705689844
  19 18 -89.59348705689844
  10 19 18.17321919478463
  5 19 -18.17321919478463
  5 20 59.83434957887503
  6 20 -59.83434957887503
  7 21 15.012734932670835
  18 21 -15.012734932670835
  17 22 87.4664949636285
  2 22 -87.4664949636285
  3 23 47.583237296106994
  4 23 -47.583237296106994
  20 24 67.91351464876647
  19 24 -67.91351464876647
  5 25 53.387429780274985
  16 25 -53.387429780274985
  4 26 69.1769029793598
  19 26 -69.1769029793598
  6 27 85.3261235128488
  1 27 -85.3261235128488
  9 28 29.189128564932066
  15 28 -29.189128564932066
  12 29 46.38099868956419
  15 29 -46.38099868956419
  1 30 64.29937802040335
  9 30 -64.29937802040335
  17 31 25.718672889334123
  18 31 -25.718672889334123
  19 32 34.56080453405409
  12 32 -34.56080453405409
  9 33 37.43002407014189
  2 33 -37.43002407014189
  14 34 13.372134163940267
  19 34 -13.372134163940267
  12 35 67.78653005797483
  17 35 -67.78653005797483
  20 36 14.086367574116927
  16 36 -14.086367574116927
  15 37 44.619175700500094
  1 37 -44.619175700500094
  13 38 63.5033797073277
  9 38 -63.5033797073277
  2 39 86.36789132727408
  18 39 -86.36789132727408
  9 40 27.83607351610733
  18 40 -27.83607351610733
  11 41 63.58902664752432
  20 41 -63.58902664752432
  1 42 75.86241450669331
  7 42 -75.86241450669331
  2 43 13.153602555242408
  8 43 -13.153602555242408
  6 44 71.3454056795613
  4 44 -71.3454056795613
  19 45 81.07168984704447
  11 45 -81.07168984704447
  3 46 22.554508906792435
  16 46 -22.554508906792435
  5 47 26.11038865951307
  19 47 -26.11038865951307
  4 48 9.801850134796895
  2 48 -9.801850134796895
  9 49 26.910490005960835
  20 49 -26.910490005960835
  10 50 68.2859922023481
  1 50 -68.2859922023481
  13 51 17.843578664171993
  12 51 -17.843578664171993
  7 52 64.9488743183165
  3 52 -64.9488743183165
  15 53 47.515906047021794
  11 53 -47.515906047021794
  18 54 14.223758093945264
  9 54 -14.223758093945264
  14 55 84.2416409815315
  1 55 -84.2416409815315
  13 56 15.913550885201792
  20 56 -15.913550885201792
  7 57 54.43682662070605
  10 57 -54.43682662070605
  14 58 21.792502748161557
  18 58 -21.792502748161557
  11 59 67.77677721856139
  1 59 -67.77677721856139
  13 60 12.418761451653605
  18 60 -12.418761451653605
  6 61 96.13932539895657
  9 61 -96.13932539895657
  15 62 56.38853334409916
  12 62 -56.38853334409916
  2 63 59.43661182507933
  9 63 -59.43661182507933
  13 64 57.3631561851684
