param NumNodes := 20;
param NumArcs := 120;
param NumCommodities := 200;
param ArcsNodes :=
  1 (1, 2)
  2 (1, 16)
  3 (1, 11)
  4 (1, 19)
  5 (1, 17)
  6 (1, 14)
  7 (2, 3)
  8 (2, 9)
  9 (2, 11)
  10 (2, 18)
  11 (3, 4)
  12 (3, 1)
  13 (3, 7)
  14 (3, 15)
  15 (3, 12)
  16 (4, 5)
  17 (4, 15)
  18 (4, 14)
  19 (4, 3)
  20 (4, 19)
  21 (5, 6)
  22 (5, 1)
  23 (5, 2)
  24 (5, 8)
  25 (5, 11)
  26 (6, 7)
  27 (6, 8)
  28 (6, 18)
  29 (6, 15)
  30 (6, 17)
  31 (7, 8)
  32 (7, 13)
  33 (7, 16)
  34 (7, 11)
  35 (7, 12)
  36 (7, 18)
  37 (7, 5)
  38 (7, 19)
  39 (7, 3)
  40 (8, 9)
  41 (8, 15)
  42 (8, 2)
  43 (8, 20)
  44 (9, 10)
  45 (9, 6)
  46 (9, 16)
  47 (9, 20)
  48 (9, 19)
  49 (9, 13)
  50 (9, 8)
  51 (10, 11)
  52 (10, 4)
  53 (10, 1)
  54 (10, 17)
  55 (10, 16)
  56 (11, 12)
  57 (11, 2)
  58 (11, 9)
  59 (11, 1)
  60 (12, 13)
  61 (12, 9)
  62 (12, 15)
  63 (12, 10)
  64 (12, 16)
  65 (12, 17)
  66 (12, 7)
  67 (13, 14)
  68 (13, 17)
  69 (13, 9)
  70 (13, 5)
  71 (13, 20)
  72 (14, 15)
  73 (14, 3)
  74 (14, 20)
  75 (14, 7)
  76 (14, 2)
  77 (14, 9)
  78 (14, 17)
  79 (15, 16)
  80 (15, 3)
  81 (15, 10)
  82 (15, 11)
  83 (15, 9)
  84 (15, 20)
  85 (16, 17)
  86 (16, 15)
  87 (16, 8)
  88 (16, 19)
  89 (16, 1)
  90 (16, 9)
  91 (17, 18)
  92 (17, 9)
  93 (17, 10)
  94 (17, 3)
  95 (17, 12)
  96 (18, 19)
  97 (18, 9)
  98 (18, 14)
  99 (18, 13)
  100 (18, 16)
  101 (18, 17)
  102 (18, 7)
  103 (18, 12)
  104 (18, 3)
  105 (18, 8)
  106 (19, 20)
  107 (19, 9)
  108 (19, 12)
  109 (19, 15)
  110 (19, 4)
  111 (19, 1)
  112 (20, 1)
  113 (20, 19)
  114 (20, 12)
  115 (20, 5)
  116 (20, 4)
  117 (20, 18)
  118 (20, 13)
  119 (20, 14)
  120 (20, 11)
;
param NodesCommoditiesDemand :=
  5 1 88.01809854504219
  2 1 -88.01809854504219
  8 2 40.04718312490896
  16 2 -40.04718312490896
  7 3 91.48492870911974
  16 3 -91.48492870911974
  7 4 44.83280818812804
  9 4 -44.83280818812804
  4 5 60.12481210458639
  3 5 -60.12481210458639
  9 6 90.8304276973399
  1 6 -90.8304276973399
  3 7 64.1929164157987
  5 7 -64.1929164157987
  14 8 79.50371955837252
  8 8 -79.50371955837252
  3 9 64.56634309301363
  7 9 -64.56634309301363
  11 10 85.74613265499633
  5 10 -85.74613265499633
  18 11 43.8568780936456
  4 11 -43.8568780936456
  2 12 25.495151708929473
  5 12 -25.495151708929473
  20 13 110.71846960174281
  13 13 -110.71846960174281
  10 14 109.87590890309991
  12 14 -109.87590890309991
  15 15 32.17591725009776
  14 15 -32.17591725009776
  10 16 40.471729215369685
  11 16 -40.471729215369685
  6 17 38.11328023742874
  15 17 -38.11328023742874
  11 18 104.97478822078118
  19 18 -104.97478822078118
  10 19 21.81603733585155
  5 19 -21.81603733585155
  5 20 68.26650402812042
  6 20 -68.26650402812042
  7 21 19.95143409386303
  18 21 -19.95143409386303
  17 22 99.3618347326121
  2 22 -99.3618347326121
  3 23 62.636366389001836
  4 23 -62.636366389001836
  20 24 78.96576507576398
  19 24 -78.96576507576398
  5 25 62.10037670582979
  16 25 -62.10037670582979
  4 26 85.28238334797192
  19 26 -85.28238334797192
  6 27 108.9385576498991
  1 27 -108.9385576498991
  9 28 38.36628476278573
  15 28 -38.36628476278573
  12 29 50.029738530103664
  15 29 -50.029738530103664
  1 30 84.20807818926659
  9 30 -84.20807818926659
  17 31 30.822930819662254
  18 31 -30.822930819662254
  19 32 44.4840524327308
  12 32 -44.4840524327308
  9 33 43.14284463760877
  2 33 -43.14284463760877
  14 34 15.895558965428444
  19 34 -15.895558965428444
  12 35 77.67427653584045
  17 35 -77.67427653584045
  20 36 17.23620423073534
  16 36 -17.23620423073534
  15 37 55.88814393332164
  1 37 -55.88814393332164
  13 38 78.67565828824101
  9 38 -78.67565828824101
  2 39 111.31840693615328
  18 39 -111.31840693615328
  9 40 32.7324935447886
  18 40 -32.7324935447886
  11 41 74.1107645381425
  20 41 -74.1107645381425
  1 42 85.68952403592058
  7 42 -85.68952403592058
  2 43 15.706159519499172
  8 43 -15.706159519499172
  6 44 90.73681406012335
  4 44 -90.73681406012335
  19 45 99.88206336998667
  11 45 -99.88206336998667
  3 46 30.654939227497994
  16 46 -30.654939227497994
  5 47 29.144063845275017
  19 47 -29.144063845275017
  4 48 12.015065366376335
  2 48 -12.015065366376335
  9 49 33.31845672707956
  20 49 -33.31845672707956
  10 50 87.06848462935599
  1 50 -87.06848462935599
  13 51 21.620721001314287
  12 51 -21.620721001314287
  7 52 88.00721235474073
  3 52 -88.00721235474073
  15 53 57.197940174362486
  11 53 -57.197940174362486
  18 54 16.630071013275508
  9 54 -16.630071013275508
  14 55 112.56818424164364
  1 55 -112.56818424164364
  13 56 19.495924376430686
  20 56 -19.495924376430686
  7 57 69.10802320262997
  10 57 -69.10802320262997
  14 58 25.59374103712063
  18 58 -25.59374103712063
  11 59 78.35273222332067
  1 59 -78.35273222332067
  13 60 13.849148965131024
  18 60 -13.849148965131024
  6 61 123.48696354007335
  9 61 -123.48696354007335
  15 62 68.9107692715042
  12 62 -68.9107692715042
  2 63 76.65706051296391
  9 63 -76.65706051296391
  13 64 68.93956994608467
