param NumNodes := 20;
param NumArcs := 120;
param NumCommodities := 200;
param ArcsNodes :=
  1 (1, 2)
  2 (1, 16)
  3 (1, 11)
  4 (1, 19)
  5 (1, 17)
  6 (1, 14)
  7 (2, 3)
  8 (2, 9)
  9 (2, 11)
  10 (2, 18)
  11 (3, 4)
  12 (3, 1)
  13 (3, 7)
  14 (3, 15)
  15 (3, 12)
  16 (4, 5)
  17 (4, 15)
  18 (4, 14)
  19 (4, 3)
  20 (4, 19)
  21 (5, 6)
  22 (5, 1)
  23 (5, 2)
  24 (5, 8)
  25 (5, 11)
  26 (6, 7)
  27 (6, 8)
  28 (6, 18)
  29 (6, 15)
  30 (6, 17)
  31 (7, 8)
  32 (7, 13)
  33 (7, 16)
  34 (7, 11)
  35 (7, 12)
  36 (7, 18)
  37 (7, 5)
  38 (7, 19)
  39 (7, 3)
  40 (8, 9)
  41 (8, 15)
  42 (8, 2)
  43 (8, 20)
  44 (9, 10)
  45 (9, 6)
  46 (9, 16)
  47 (9, 20)
  48 (9, 19)
  49 (9, 13)
  50 (9, 8)
  51 (10, 11)
  52 (10, 4)
  53 (10, 1)
  54 (10, 17)
  55 (10, 16)
  56 (11, 12)
  57 (11, 2)
  58 (11, 9)
  59 (11, 1)
  60 (12, 13)
  61 (12, 9)
  62 (12, 15)
  63 (12, 10)
  64 (12, 16)
  65 (12, 17)
  66 (12, 7)
  67 (13, 14)
  68 (13, 17)
  69 (13, 9)
  70 (13, 5)
  71 (13, 20)
  72 (14, 15)
  73 (14, 3)
  74 (14, 20)
  75 (14, 7)
  76 (14, 2)
  77 (14, 9)
  78 (14, 17)
  79 (15, 16)
  80 (15, 3)
  81 (15, 10)
  82 (15, 11)
  83 (15, 9)
  84 (15, 20)
  85 (16, 17)
  86 (16, 15)
  87 (16, 8)
  88 (16, 19)
  89 (16, 1)
  90 (16, 9)
  91 (17, 18)
  92 (17, 9)
  93 (17, 10)
  94 (17, 3)
  95 (17, 12)
  96 (18, 19)
  97 (18, 9)
  98 (18, 14)
  99 (18, 13)
  100 (18, 16)
  101 (18, 17)
  102 (18, 7)
  103 (18, 12)
  104 (18, 3)
  105 (18, 8)
  106 (19, 20)
  107 (19, 9)
  108 (19, 12)
  109 (19, 15)
  110 (19, 4)
  111 (19, 1)
  112 (20, 1)
  113 (20, 19)
  114 (20, 12)
  115 (20, 5)
  116 (20, 4)
  117 (20, 18)
  118 (20, 13)
  119 (20, 14)
  120 (20, 11)
;
param NodesCommoditiesDemand :=
  5 1 65.8258772863009
  2 1 -65.8258772863009
  8 2 33.397351722650974
  16 2 -33.397351722650974
  7 3 72.55631758207227
  16 3 -72.55631758207227
  7 4 42.77691067363341
  9 4 -42.77691067363341
  4 5 52.42026854169027
  3 5 -52.42026854169027
  9 6 78.58128166244774
  1 6 -78.58128166244774
  3 7 54.68203563125663
  5 7 -54.68203563125663
  14 8 68.56809593886047
  8 8 -68.56809593886047
  3 9 54.99436878775313
  7 9 -54.99436878775313
  11 10 73.93578976453772
  5 10 -73.93578976453772
  18 11 40.63015435456748
  4 11 -40.63015435456748
  2 12 22.076855975162786
  5 12 -22.076855975162786
  20 13 101.49865036984292
  13 13 -101.49865036984292
  10 14 101.01186526279335
  12 14 -101.01186526279335
  15 15 28.180823183298003
  14 15 -28.180823183298003
  10 16 40.0000012344767
  11 16 -40.0000012344767
  6 17 30.051070066989677
  15 17 -30.051070066989677
  11 18 93.3506794670222
  19 18 -93.3506794670222
  10 19 19.640662101681485
  5 19 -19.640662101681485
  5 20 62.60596762597593
  6 20 -62.60596762597593
  7 21 16.92219301329537
  18 21 -16.92219301329537
  17 22 89.18257933943731
  2 22 -89.18257933943731
  3 23 52.595556306951295
  4 23 -52.595556306951295
  20 24 72.45992825856942
  19 24 -72.45992825856942
  5 25 57.08651038485357
  16 25 -57.08651038485357
  4 26 72.079190588333
  19 26 -72.079190588333
  6 27 93.08458323542884
  1 27 -93.08458323542884
  9 28 32.994388662777
  15 28 -32.994388662777
  12 29 50.96938746493458
  15 29 -50.96938746493458
  1 30 72.70162370052057
  9 30 -72.70162370052057
  17 31 26.447453553019614
  18 31 -26.447453553019614
  19 32 35.817941325383835
  12 32 -35.817941325383835
  9 33 35.96771413518882
  2 33 -35.96771413518882
  14 34 12.679095016199131
  19 34 -12.679095016199131
  12 35 73.78843771035653
  17 35 -73.78843771035653
  20 36 15.004758872937359
  16 36 -15.004758872937359
  15 37 47.919387604084555
  1 37 -47.919387604084555
  13 38 67.44001092016755
  9 38 -67.44001092016755
  2 39 100.56267542772301
  18 39 -100.56267542772301
  9 40 29.079531254589707
  18 40 -29.079531254589707
  11 41 64.98525100075575
  20 41 -64.98525100075575
  1 42 74.08294445544927
  7 42 -74.08294445544927
  2 43 13.58318015162534
  8 43 -13.58318015162534
  6 44 77.16187061264179
  4 44 -77.16187061264179
  19 45 82.48886979394959
  11 45 -82.48886979394959
  3 46 24.280801852357378
  16 46 -24.280801852357378
  5 47 25.150892338899986
  19 47 -25.150892338899986
  4 48 9.714631224329546
  2 48 -9.714631224329546
  9 49 28.42717553626546
  20 49 -28.42717553626546
  10 50 69.5852924295478
  1 50 -69.5852924295478
  13 51 17.866050677433492
  12 51 -17.866050677433492
  7 52 72.78566361843838
  3 52 -72.78566361843838
  15 53 49.5285371231969
  11 53 -49.5285371231969
  18 54 14.945103546325846
  9 54 -14.945103546325846
  14 55 93.2915500101463
  1 55 -93.2915500101463
  13 56 17.688553574812058
  20 56 -17.688553574812058
  7 57 56.89858798007807
  10 57 -56.89858798007807
  14 58 24.555604646925275
  18 58 -24.555604646925275
  11 59 68.42397034259075
  1 59 -68.42397034259075
  13 60 12.933362477092725
  18 60 -12.933362477092725
  6 61 98.2453436040099
  9 61 -98.2453436040099
  15 62 57.93850181318604
  12 62 -57.93850181318604
  2 63 63.82997135145652
  9 63 -63.82997135145652
  13 64 59.61481962428104
  5 64 -59.61481962428104
