param NumNodes := 20;
param NumArcs := 120;
param NumCommodities := 200;
param ArcsNodes :=
  1 (1, 2)
  2 (1, 16)
  3 (1, 11)
  4 (1, 19)
  5 (1, 17)
  6 (1, 14)
  7 (2, 3)
  8 (2, 9)
  9 (2, 11)
  10 (2, 18)
  11 (3, 4)
  12 (3, 1)
  13 (3, 7)
  14 (3, 15)
  15 (3, 12)
  16 (4, 5)
  17 (4, 15)
  18 (4, 14)
  19 (4, 3)
  20 (4, 19)
  21 (5, 6)
  22 (5, 1)
  23 (5, 2)
  24 (5, 8)
  25 (5, 11)
  26 (6, 7)
  27 (6, 8)
  28 (6, 18)
  29 (6, 15)
  30 (6, 17)
  31 (7, 8)
  32 (7, 13)
  33 (7, 16)
  34 (7, 11)
  35 (7, 12)
  36 (7, 18)
  37 (7, 5)
  38 (7, 19)
  39 (7, 3)
  40 (8, 9)
  41 (8, 15)
  42 (8, 2)
  43 (8, 20)
  44 (9, 10)
  45 (9, 6)
  46 (9, 16)
  47 (9, 20)
  48 (9, 19)
  49 (9, 13)
  50 (9, 8)
  51 (10, 11)
  52 (10, 4)
  53 (10, 1)
  54 (10, 17)
  55 (10, 16)
  56 (11, 12)
  57 (11, 2)
  58 (11, 9)
  59 (11, 1)
  60 (12, 13)
  61 (12, 9)
  62 (12, 15)
  63 (12, 10)
  64 (12, 16)
  65 (12, 17)
  66 (12, 7)
  67 (13, 14)
  68 (13, 17)
  69 (13, 9)
  70 (13, 5)
  71 (13, 20)
  72 (14, 15)
  73 (14, 3)
  74 (14, 20)
  75 (14, 7)
  76 (14, 2)
  77 (14, 9)
  78 (14, 17)
  79 (15, 16)
  80 (15, 3)
  81 (15, 10)
  82 (15, 11)
  83 (15, 9)
  84 (15, 20)
  85 (16, 17)
  86 (16, 15)
  87 (16, 8)
  88 (16, 19)
  89 (16, 1)
  90 (16, 9)
  91 (17, 18)
  92 (17, 9)
  93 (17, 10)
  94 (17, 3)
  95 (17, 12)
  96 (18, 19)
  97 (18, 9)
  98 (18, 14)
  99 (18, 13)
  100 (18, 16)
  101 (18, 17)
  102 (18, 7)
  103 (18, 12)
  104 (18, 3)
  105 (18, 8)
  106 (19, 20)
  107 (19, 9)
  108 (19, 12)
  109 (19, 15)
  110 (19, 4)
  111 (19, 1)
  112 (20, 1)
  113 (20, 19)
  114 (20, 12)
  115 (20, 5)
  116 (20, 4)
  117 (20, 18)
  118 (20, 13)
  119 (20, 14)
  120 (20, 11)
;
param NodesCommoditiesDemand :=
  5 1 65.01384474487011
  2 1 -65.01384474487011
  8 2 30.98564154232658
  16 2 -30.98564154232658
  7 3 78.13063207400653
  16 3 -78.13063207400653
  7 4 38.83693481939325
  9 4 -38.83693481939325
  4 5 54.63125157909444
  3 5 -54.63125157909444
  9 6 76.32799553807381
  1 6 -76.32799553807381
  3 7 57.491518534860134
  5 7 -57.491518534860134
  14 8 72.06206852396369
  8 8 -72.06206852396369
  3 9 59.601755962047946
  7 9 -59.601755962047946
  11 10 72.49911809612479
  5 10 -72.49911809612479
  18 11 36.35219095545631
  4 11 -36.35219095545631
  2 12 22.69688446714455
  5 12 -22.69688446714455
  20 13 92.31224433857389
  13 13 -92.31224433857389
  10 14 91.00791359747458
  12 14 -91.00791359747458
  15 15 26.589367788578873
  14 15 -26.589367788578873
  10 16 37.81936229735396
  11 16 -37.81936229735396
  6 17 35.04633429864022
  15 17 -35.04633429864022
  11 18 88.174797181573
  19 18 -88.174797181573
  10 19 20.057528061516294
  5 19 -20.057528061516294
  5 20 60.90564723155099
  6 20 -60.90564723155099
  7 21 17.298341995174283
  18 21 -17.298341995174283
  17 22 86.78977167218437
  2 22 -86.78977167218437
  3 23 51.63754708439619
  4 23 -51.63754708439619
  20 24 67.8483372170716
  19 24 -67.8483372170716
  5 25 56.87967816893648
  16 25 -56.87967816893648
  4 26 71.36590888708261
  19 26 -71.36590888708261
  6 27 97.56535351681765
  1 27 -97.56535351681765
  9 28 31.24578842419221
  15 28 -31.24578842419221
  12 29 45.44261219781535
  15 29 -45.44261219781535
  1 30 67.60390875693129
  9 30 -67.60390875693129
  17 31 27.686920436058806
  18 31 -27.686920436058806
  19 32 37.855545451758616
  12 32 -37.855545451758616
  9 33 36.36001394434887
  2 33 -36.36001394434887
  14 34 12.934225609580874
  19 34 -12.934225609580874
  12 35 66.21461433375
  17 35 -66.21461433375
  20 36 14.112269790914352
  16 36 -14.112269790914352
  15 37 45.562147238638694
  1 37 -45.562147238638694
  13 38 67.62451275528711
  9 38 -67.62451275528711
  2 39 100.71532124170179
  18 39 -100.71532124170179
  9 40 29.181963708977044
  18 40 -29.181963708977044
  11 41 63.36817867785416
  20 41 -63.36817867785416
  1 42 74.46204679965975
  7 42 -74.46204679965975
  2 43 12.751264215454631
  8 43 -12.751264215454631
  6 44 75.64803136376509
  4 44 -75.64803136376509
  19 45 78.20208115919442
  11 45 -78.20208115919442
  3 46 22.686646491511006
  16 46 -22.686646491511006
  5 47 25.98774296527565
  19 47 -25.98774296527565
  4 48 9.520304549120311
  2 48 -9.520304549120311
  9 49 25.92026430947118
  20 49 -25.92026430947118
  10 50 70.7334490012695
  1 50 -70.7334490012695
  13 51 19.579940349603312
  12 51 -19.579940349603312
  7 52 73.62517440977464
  3 52 -73.62517440977464
  15 53 46.959279380260035
  11 53 -46.959279380260035
  18 54 15.016162902093608
  9 54 -15.016162902093608
  14 55 90.00924406416189
  1 55 -90.00924406416189
  13 56 17.364056684478502
  20 56 -17.364056684478502
  7 57 60.28090258726859
  10 57 -60.28090258726859
  14 58 23.302046010336635
  18 58 -23.302046010336635
  11 59 61.78732249761224
  1 59 -61.78732249761224
  13 60 12.348366647877988
  18 60 -12.348366647877988
  6 61 96.31985735662637
  9 61 -96.31985735662637
  15 62 58.12630451938275
  12 62 -58.12630451938275
  2 63 67.04927520488631
  9 63 -67.04927520488631
  13 64 53.228751920470216
  5 64 -53.228751920470216
