param NumNodes := 20;
param NumArcs := 120;
param NumCommodities := 200;
param ArcsNodes :=
  1 (1, 2)
  2 (1, 16)
  3 (1, 11)
  4 (1, 19)
  5 (1, 17)
  6 (1, 14)
  7 (2, 3)
  8 (2, 9)
  9 (2, 11)
  10 (2, 18)
  11 (3, 4)
  12 (3, 1)
  13 (3, 7)
  14 (3, 15)
  15 (3, 12)
  16 (4, 5)
  17 (4, 15)
  18 (4, 14)
  19 (4, 3)
  20 (4, 19)
  21 (5, 6)
  22 (5, 1)
  23 (5, 2)
  24 (5, 8)
  25 (5, 11)
  26 (6, 7)
  27 (6, 8)
  28 (6, 18)
  29 (6, 15)
  30 (6, 17)
  31 (7, 8)
  32 (7, 13)
  33 (7, 16)
  34 (7, 11)
  35 (7, 12)
  36 (7, 18)
  37 (7, 5)
  38 (7, 19)
  39 (7, 3)
  40 (8, 9)
  41 (8, 15)
  42 (8, 2)
  43 (8, 20)
  44 (9, 10)
  45 (9, 6)
  46 (9, 16)
  47 (9, 20)
  48 (9, 19)
  49 (9, 13)
  50 (9, 8)
  51 (10, 11)
  52 (10, 4)
  53 (10, 1)
  54 (10, 17)
  55 (10, 16)
  56 (11, 12)
  57 (11, 2)
  58 (11, 9)
  59 (11, 1)
  60 (12, 13)
  61 (12, 9)
  62 (12, 15)
  63 (12, 10)
  64 (12, 16)
  65 (12, 17)
  66 (12, 7)
  67 (13, 14)
  68 (13, 17)
  69 (13, 9)
  70 (13, 5)
  71 (13, 20)
  72 (14, 15)
  73 (14, 3)
  74 (14, 20)
  75 (14, 7)
  76 (14, 2)
  77 (14, 9)
  78 (14, 17)
  79 (15, 16)
  80 (15, 3)
  81 (15, 10)
  82 (15, 11)
  83 (15, 9)
  84 (15, 20)
  85 (16, 17)
  86 (16, 15)
  87 (16, 8)
  88 (16, 19)
  89 (16, 1)
  90 (16, 9)
  91 (17, 18)
  92 (17, 9)
  93 (17, 10)
  94 (17, 3)
  95 (17, 12)
  96 (18, 19)
  97 (18, 9)
  98 (18, 14)
  99 (18, 13)
  100 (18, 16)
  101 (18, 17)
  102 (18, 7)
  103 (18, 12)
  104 (18, 3)
  105 (18, 8)
  106 (19, 20)
  107 (19, 9)
  108 (19, 12)
  109 (19, 15)
  110 (19, 4)
  111 (19, 1)
  112 (20, 1)
  113 (20, 19)
  114 (20, 12)
  115 (20, 5)
  116 (20, 4)
  117 (20, 18)
  118 (20, 13)
  119 (20, 14)
  120 (20, 11)
;
param NodesCommoditiesDemand :=
  5 1 68.11400405108427
  2 1 -68.11400405108427
  8 2 29.231286299339935
  16 2 -29.231286299339935
  7 3 75.04265193969081
  16 3 -75.04265193969081
  7 4 36.31377616546798
  9 4 -36.31377616546798
  4 5 48.95900518223783
  3 5 -48.95900518223783
  9 6 74.64740223541348
  1 6 -74.64740223541348
  3 7 56.71091472688457
  5 7 -56.71091472688457
  14 8 71.01709879124104
  8 8 -71.01709879124104
  3 9 53.92569617632089
  7 9 -53.92569617632089
  11 10 65.8903082826585
  5 10 -65.8903082826585
  18 11 33.29465649538355
  4 11 -33.29465649538355
  2 12 22.10233391579787
  5 12 -22.10233391579787
  20 13 83.80571153942668
  13 13 -83.80571153942668
  10 14 88.87644437160391
  12 14 -88.87644437160391
  15 15 27.468019082274672
  14 15 -27.468019082274672
  10 16 34.438370114390516
  11 16 -34.438370114390516
  6 17 31.43535396898442
  15 17 -31.43535396898442
  11 18 86.86893123364057
  19 18 -86.86893123364057
  10 19 18.4398686431512
  5 19 -18.4398686431512
  5 20 58.646942392717584
  6 20 -58.646942392717584
  7 21 16.216470232512005
  18 21 -16.216470232512005
  17 22 86.78477268522175
  2 22 -86.78477268522175
  3 23 49.94332314316442
  4 23 -49.94332314316442
  20 24 68.58564351460963
  19 24 -68.58564351460963
  5 25 51.618770501343015
  16 25 -51.618770501343015
  4 26 68.70742824875802
  19 26 -68.70742824875802
  6 27 83.35691238934088
  1 27 -83.35691238934088
  9 28 29.963237804630637
  15 28 -29.963237804630637
  12 29 44.23323585527072
  15 29 -44.23323585527072
  1 30 61.89654040771131
  9 30 -61.89654040771131
  17 31 24.404957537118094
  18 31 -24.404957537118094
  19 32 33.0103931965912
  12 32 -33.0103931965912
  9 33 33.489948539118586
  2 33 -33.489948539118586
  14 34 11.635576163463687
  19 34 -11.635576163463687
  12 35 69.5627589277125
  17 35 -69.5627589277125
  20 36 13.32235057638062
  16 36 -13.32235057638062
  15 37 45.61740845601669
  1 37 -45.61740845601669
  13 38 67.35708194780001
  9 38 -67.35708194780001
  2 39 88.34935274648184
  18 39 -88.34935274648184
  9 40 27.765507188700628
  18 40 -27.765507188700628
  11 41 60.01042627140458
  20 41 -60.01042627140458
  1 42 73.34438300041231
  7 42 -73.34438300041231
  2 43 11.509324829227529
  8 43 -11.509324829227529
  6 44 73.99009079483565
  4 44 -73.99009079483565
  19 45 75.80085484692474
  11 45 -75.80085484692474
  3 46 22.780865639555547
  16 46 -22.780865639555547
  5 47 23.805198340199652
  19 47 -23.805198340199652
  4 48 9.410911140799968
  2 48 -9.410911140799968
  9 49 24.37840808072486
  20 49 -24.37840808072486
  10 50 65.15080353052963
  1 50 -65.15080353052963
  13 51 16.91657914267006
  12 51 -16.91657914267006
  7 52 66.21522804754215
  3 52 -66.21522804754215
  15 53 41.23731642201909
  11 53 -41.23731642201909
  18 54 14.098096659957413
  9 54 -14.098096659957413
  14 55 90.28734785931589
  1 55 -90.28734785931589
  13 56 17.417864652091662
  20 56 -17.417864652091662
  7 57 51.56616533876789
  10 57 -51.56616533876789
  14 58 23.272152992536164
  18 58 -23.272152992536164
  11 59 64.97114562889224
  1 59 -64.97114562889224
  13 60 10.737932068018491
  18 60 -10.737932068018491
  6 61 90.90034909191355
  9 61 -90.90034909191355
  15 62 53.44775792588652
  12 62 -53.44775792588652
  2 63 58.00960727985896
  9 63 -58.00960727985896
  13 64 51.29042624033194
