param NumNodes := 20;
param NumArcs := 120;
param NumCommodities := 200;
param ArcsNodes :=
  1 (1, 2)
  2 (1, 16)
  3 (1, 11)
  4 (1, 19)
  5 (1, 17)
  6 (1, 14)
  7 (2, 3)
  8 (2, 9)
  9 (2, 11)
  10 (2, 18)
  11 (3, 4)
  12 (3, 1)
  13 (3, 7)
  14 (3, 15)
  15 (3, 12)
  16 (4, 5)
  17 (4, 15)
  18 (4, 14)
  19 (4, 3)
  20 (4, 19)
  21 (5, 6)
  22 (5, 1)
  23 (5, 2)
  24 (5, 8)
  25 (5, 11)
  26 (6, 7)
  27 (6, 8)
  28 (6, 18)
  29 (6, 15)
  30 (6, 17)
  31 (7, 8)
  32 (7, 13)
  33 (7, 16)
  34 (7, 11)
  35 (7, 12)
  36 (7, 18)
  37 (7, 5)
  38 (7, 19)
  39 (7, 3)
  40 (8, 9)
  41 (8, 15)
  42 (8, 2)
  43 (8, 20)
  44 (9, 10)
  45 (9, 6)
  46 (9, 16)
  47 (9, 20)
  48 (9, 19)
  49 (9, 13)
  50 (9, 8)
  51 (10, 11)
  52 (10, 4)
  53 (10, 1)
  54 (10, 17)
  55 (10, 16)
  56 (11, 12)
  57 (11, 2)
  58 (11, 9)
  59 (11, 1)
  60 (12, 13)
  61 (12, 9)
  62 (12, 15)
  63 (12, 10)
  64 (12, 16)
  65 (12, 17)
  66 (12, 7)
  67 (13, 14)
  68 (13, 17)
  69 (13, 9)
  70 (13, 5)
  71 (13, 20)
  72 (14, 15)
  73 (14, 3)
  74 (14, 20)
  75 (14, 7)
  76 (14, 2)
  77 (14, 9)
  78 (14, 17)
  79 (15, 16)
  80 (15, 3)
  81 (15, 10)
  82 (15, 11)
  83 (15, 9)
  84 (15, 20)
  85 (16, 17)
  86 (16, 15)
  87 (16, 8)
  88 (16, 19)
  89 (16, 1)
  90 (16, 9)
  91 (17, 18)
  92 (17, 9)
  93 (17, 10)
  94 (17, 3)
  95 (17, 12)
  96 (18, 19)
  97 (18, 9)
  98 (18, 14)
  99 (18, 13)
  100 (18, 16)
  101 (18, 17)
  102 (18, 7)
  103 (18, 12)
  104 (18, 3)
  105 (18, 8)
  106 (19, 20)
  107 (19, 9)
  108 (19, 12)
  109 (19, 15)
  110 (19, 4)
  111 (19, 1)
  112 (20, 1)
  113 (20, 19)
  114 (20, 12)
  115 (20, 5)
  116 (20, 4)
  117 (20, 18)
  118 (20, 13)
  119 (20, 14)
  120 (20, 11)
;
param NodesCommoditiesDemand :=
  5 1 72.98179335498975
  2 1 -72.98179335498975
  8 2 35.58413979604505
  16 2 -35.58413979604505
  7 3 72.80079354146575
  16 3 -72.80079354146575
  7 4 38.8557524014325
  9 4 -38.8557524014325
  4 5 47.31821832385766
  3 5 -47.31821832385766
  9 6 80.30378539260077
  1 6 -80.30378539260077
  3 7 56.52199708840991
  5 7 -56.52199708840991
  14 8 83.40575488464229
  8 8 -83.40575488464229
  3 9 54.522777004868516
  7 9 -54.522777004868516
  11 10 65.58985780729608
  5 10 -65.58985780729608
  18 11 36.25637700741761
  4 11 -36.25637700741761
  2 12 20.585254525767493
  5 12 -20.585254525767493
  20 13 102.70451329593715
  13 13 -102.70451329593715
  10 14 92.12087711907229
  12 14 -92.12087711907229
  15 15 30.55610817730468
  14 15 -30.55610817730468
  10 16 36.96371351687782
  11 16 -36.96371351687782
  6 17 33.535609059292426
  15 17 -33.535609059292426
  11 18 89.44921395404958
  19 18 -89.44921395404958
  10 19 20.08924723717408
  5 19 -20.08924723717408
  5 20 60.48093972082224
  6 20 -60.48093972082224
  7 21 16.887546327424598
  18 21 -16.887546327424598
  17 22 87.96241045633988
  2 22 -87.96241045633988
  3 23 49.125409353988125
  4 23 -49.125409353988125
  20 24 73.13836996230569
  19 24 -73.13836996230569
  5 25 53.13460083923033
  16 25 -53.13460083923033
  4 26 71.45682006436387
  19 26 -71.45682006436387
  6 27 89.60968634391693
  1 27 -89.60968634391693
  9 28 31.203067923495723
  15 28 -31.203067923495723
  12 29 43.72052827788345
  15 29 -43.72052827788345
  1 30 69.31264120067968
  9 30 -69.31264120067968
  17 31 26.533183854869364
  18 31 -26.533183854869364
  19 32 36.302529474471626
  12 32 -36.302529474471626
  9 33 37.7913130350391
  2 33 -37.7913130350391
  14 34 13.12605575759332
  19 34 -13.12605575759332
  12 35 71.02812368613394
  17 35 -71.02812368613394
  20 36 14.45117750781366
  16 36 -14.45117750781366
  15 37 46.11045022709617
  1 37 -46.11045022709617
  13 38 67.36728279536446
  9 38 -67.36728279536446
  2 39 97.1274531891762
  18 39 -97.1274531891762
  9 40 30.32080625626689
  18 40 -30.32080625626689
  11 41 65.43657904705654
  20 41 -65.43657904705654
  1 42 68.21894186491339
  7 42 -68.21894186491339
  2 43 12.321960171672753
  8 43 -12.321960171672753
  6 44 74.3363766730139
  4 44 -74.3363766730139
  19 45 80.45737836901861
  11 45 -80.45737836901861
  3 46 22.96159594729836
  16 46 -22.96159594729836
  5 47 25.80650889285513
  19 47 -25.80650889285513
  4 48 10.343197871319207
  2 48 -10.343197871319207
  9 49 28.585077494091273
  20 49 -28.585077494091273
  10 50 70.79316632206573
  1 50 -70.79316632206573
  13 51 17.19724508988705
  12 51 -17.19724508988705
  7 52 72.47192429547118
  3 52 -72.47192429547118
  15 53 46.34487688692162
  11 53 -46.34487688692162
  18 54 13.846535717779908
  9 54 -13.846535717779908
  14 55 94.84105479212113
  1 55 -94.84105479212113
  13 56 16.667210522757003
  20 56 -16.667210522757003
  7 57 55.83238925985885
  10 57 -55.83238925985885
  14 58 23.711915530452686
  18 58 -23.711915530452686
  11 59 74.5849827583525
  1 59 -74.5849827583525
  13 60 11.555488681007244
  18 60 -11.555488681007244
  6 61 97.5077660271203
  9 61 -97.5077660271203
  15 62 59.77312590493715
  12 62 -59.77312590493715
  2 63 63.11152930550732
  9 63 -63.11152930550732
  13 64 52.82041515055232
