param NumNodes := 20;
param NumArcs := 120;
param NumCommodities := 200;
param ArcsNodes :=
  1 (1, 2)
  2 (1, 16)
  3 (1, 11)
  4 (1, 19)
  5 (1, 17)
  6 (1, 14)
  7 (2, 3)
  8 (2, 9)
  9 (2, 11)
  10 (2, 18)
  11 (3, 4)
  12 (3, 1)
  13 (3, 7)
  14 (3, 15)
  15 (3, 12)
  16 (4, 5)
  17 (4, 15)
  18 (4, 14)
  19 (4, 3)
  20 (4, 19)
  21 (5, 6)
  22 (5, 1)
  23 (5, 2)
  24 (5, 8)
  25 (5, 11)
  26 (6, 7)
  27 (6, 8)
  28 (6, 18)
  29 (6, 15)
  30 (6, 17)
  31 (7, 8)
  32 (7, 13)
  33 (7, 16)
  34 (7, 11)
  35 (7, 12)
  36 (7, 18)
  37 (7, 5)
  38 (7, 19)
  39 (7, 3)
  40 (8, 9)
  41 (8, 15)
  42 (8, 2)
  43 (8, 20)
  44 (9, 10)
  45 (9, 6)
  46 (9, 16)
  47 (9, 20)
  48 (9, 19)
  49 (9, 13)
  50 (9, 8)
  51 (10, 11)
  52 (10, 4)
  53 (10, 1)
  54 (10, 17)
  55 (10, 16)
  56 (11, 12)
  57 (11, 2)
  58 (11, 9)
  59 (11, 1)
  60 (12, 13)
  61 (12, 9)
  62 (12, 15)
  63 (12, 10)
  64 (12, 16)
  65 (12, 17)
  66 (12, 7)
  67 (13, 14)
  68 (13, 17)
  69 (13, 9)
  70 (13, 5)
  71 (13, 20)
  72 (14, 15)
  73 (14, 3)
  74 (14, 20)
  75 (14, 7)
  76 (14, 2)
  77 (14, 9)
  78 (14, 17)
  79 (15, 16)
  80 (15, 3)
  81 (15, 10)
  82 (15, 11)
  83 (15, 9)
  84 (15, 20)
  85 (16, 17)
  86 (16, 15)
  87 (16, 8)
  88 (16, 19)
  89 (16, 1)
  90 (16, 9)
  91 (17, 18)
  92 (17, 9)
  93 (17, 10)
  94 (17, 3)
  95 (17, 12)
  96 (18, 19)
  97 (18, 9)
  98 (18, 14)
  99 (18, 13)
  100 (18, 16)
  101 (18, 17)
  102 (18, 7)
  103 (18, 12)
  104 (18, 3)
  105 (18, 8)
  106 (19, 20)
  107 (19, 9)
  108 (19, 12)
  109 (19, 15)
  110 (19, 4)
  111 (19, 1)
  112 (20, 1)
  113 (20, 19)
  114 (20, 12)
  115 (20, 5)
  116 (20, 4)
  117 (20, 18)
  118 (20, 13)
  119 (20, 14)
  120 (20, 11)
;
param NodesCommoditiesDemand :=
  5 1 75.95049526098181
  2 1 -75.95049526098181
  8 2 35.33917469840267
  16 2 -35.33917469840267
  7 3 86.69461248703159
  16 3 -86.69461248703159
  7 4 46.50482530061614
  9 4 -46.50482530061614
  4 5 61.11393279488772
  3 5 -61.11393279488772
  9 6 84.66500106085127
  1 6 -84.66500106085127
  3 7 64.19963496072107
  5 7 -64.19963496072107
  14 8 84.4038934041094
  8 8 -84.4038934041094
  3 9 66.49937508288951
  7 9 -66.49937508288951
  11 10 79.49331506903067
  5 10 -79.49331506903067
  18 11 39.14588403583207
  4 11 -39.14588403583207
  2 12 25.42987204567346
  5 12 -25.42987204567346
  20 13 105.77379248047325
  13 13 -105.77379248047325
  10 14 112.75605558434908
  12 14 -112.75605558434908
  15 15 28.781579572302604
  14 15 -28.781579572302604
  10 16 43.503426832619894
  11 16 -43.503426832619894
  6 17 35.34004893763979
  15 17 -35.34004893763979
  11 18 105.9377686517085
  19 18 -105.9377686517085
  10 19 21.47481044905677
  5 19 -21.47481044905677
  5 20 64.70059759921276
  6 20 -64.70059759921276
  7 21 17.647371754992914
  18 21 -17.647371754992914
  17 22 107.39772115663123
  2 22 -107.39772115663123
  3 23 59.116171797967596
  4 23 -59.116171797967596
  20 24 86.46899192475465
  19 24 -86.46899192475465
  5 25 58.38337520708223
  16 25 -58.38337520708223
  4 26 82.9644685132213
  19 26 -82.9644685132213
  6 27 104.27777427785611
  1 27 -104.27777427785611
  9 28 38.27761080765189
  15 28 -38.27761080765189
  12 29 52.51840064022146
  15 29 -52.51840064022146
  1 30 84.84816704820297
  9 30 -84.84816704820297
  17 31 31.334696296409945
  18 31 -31.334696296409945
  19 32 40.41688920290725
  12 32 -40.41688920290725
  9 33 42.27209996626843
  2 33 -42.27209996626843
  14 34 15.474898327684349
  19 34 -15.474898327684349
  12 35 77.33767568634234
  17 35 -77.33767568634234
  20 36 17.811628500104717
  16 36 -17.811628500104717
  15 37 52.28469879579112
  1 37 -52.28469879579112
  13 38 81.68243865250358
  9 38 -81.68243865250358
  2 39 102.2307398285232
  18 39 -102.2307398285232
  9 40 32.87366637969611
  18 40 -32.87366637969611
  11 41 67.03370360770924
  20 41 -67.03370360770924
  1 42 91.95581376600373
  7 42 -91.95581376600373
  2 43 14.030589209615847
  8 43 -14.030589209615847
  6 44 87.63072235240175
  4 44 -87.63072235240175
  19 45 95.82134031084529
  11 45 -95.82134031084529
  3 46 24.694597875775855
  16 46 -24.694597875775855
  5 47 27.215952525784495
  19 47 -27.215952525784495
  4 48 11.24078359903861
  2 48 -11.24078359903861
  9 49 31.04459974057221
  20 49 -31.04459974057221
  10 50 81.63121523812048
  1 50 -81.63121523812048
  13 51 20.825257563995137
  12 51 -20.825257563995137
  7 52 83.94302231059729
  3 52 -83.94302231059729
  15 53 55.32210155532654
  11 53 -55.32210155532654
  18 54 17.55323738170112
  9 54 -17.55323738170112
  14 55 100.24136684681716
  1 55 -100.24136684681716
  13 56 17.559573122684846
  20 56 -17.559573122684846
  7 57 62.27347950980096
  10 57 -62.27347950980096
  14 58 26.62133185208801
  18 58 -26.62133185208801
  11 59 80.41514904481456
  1 59 -80.41514904481456
  13 60 14.294538669213903
  18 60 -14.294538669213903
  6 61 112.69784415542227
  9 61 -112.69784415542227
  15 62 66.76444006872845
  12 62 -66.76444006872845
  2 63 65.33950109209736
  9 63 -65.33950109209736
  13 64 61.028013369154905
