param NumNodes := 20;
param NumArcs := 120;
param NumCommodities := 200;
param ArcsNodes :=
  1 (1, 2)
  2 (1, 16)
  3 (1, 11)
  4 (1, 19)
  5 (1, 17)
  6 (1, 14)
  7 (2, 3)
  8 (2, 9)
  9 (2, 11)
  10 (2, 18)
  11 (3, 4)
  12 (3, 1)
  13 (3, 7)
  14 (3, 15)
  15 (3, 12)
  16 (4, 5)
  17 (4, 15)
  18 (4, 14)
  19 (4, 3)
  20 (4, 19)
  21 (5, 6)
  22 (5, 1)
  23 (5, 2)
  24 (5, 8)
  25 (5, 11)
  26 (6, 7)
  27 (6, 8)
  28 (6, 18)
  29 (6, 15)
  30 (6, 17)
  31 (7, 8)
  32 (7, 13)
  33 (7, 16)
  34 (7, 11)
  35 (7, 12)
  36 (7, 18)
  37 (7, 5)
  38 (7, 19)
  39 (7, 3)
  40 (8, 9)
  41 (8, 15)
  42 (8, 2)
  43 (8, 20)
  44 (9, 10)
  45 (9, 6)
  46 (9, 16)
  47 (9, 20)
  48 (9, 19)
  49 (9, 13)
  50 (9, 8)
  51 (10, 11)
  52 (10, 4)
  53 (10, 1)
  54 (10, 17)
  55 (10, 16)
  56 (11, 12)
  57 (11, 2)
  58 (11, 9)
  59 (11, 1)
  60 (12, 13)
  61 (12, 9)
  62 (12, 15)
  63 (12, 10)
  64 (12, 16)
  65 (12, 17)
  66 (12, 7)
  67 (13, 14)
  68 (13, 17)
  69 (13, 9)
  70 (13, 5)
  71 (13, 20)
  72 (14, 15)
  73 (14, 3)
  74 (14, 20)
  75 (14, 7)
  76 (14, 2)
  77 (14, 9)
  78 (14, 17)
  79 (15, 16)
  80 (15, 3)
  81 (15, 10)
  82 (15, 11)
  83 (15, 9)
  84 (15, 20)
  85 (16, 17)
  86 (16, 15)
  87 (16, 8)
  88 (16, 19)
  89 (16, 1)
  90 (16, 9)
  91 (17, 18)
  92 (17, 9)
  93 (17, 10)
  94 (17, 3)
  95 (17, 12)
  96 (18, 19)
  97 (18, 9)
  98 (18, 14)
  99 (18, 13)
  100 (18, 16)
  101 (18, 17)
  102 (18, 7)
  103 (18, 12)
  104 (18, 3)
  105 (18, 8)
  106 (19, 20)
  107 (19, 9)
  108 (19, 12)
  109 (19, 15)
  110 (19, 4)
  111 (19, 1)
  112 (20, 1)
  113 (20, 19)
  114 (20, 12)
  115 (20, 5)
  116 (20, 4)
  117 (20, 18)
  118 (20, 13)
  119 (20, 14)
  120 (20, 11)
;
param NodesCommoditiesDemand :=
  5 1 77.68038579768984
  2 1 -77.68038579768984
  8 2 36.93607215228172
  16 2 -36.93607215228172
  7 3 95.91550162338149
  16 3 -95.91550162338149
  7 4 45.30549769518888
  9 4 -45.30549769518888
  4 5 62.77541168459188
  3 5 -62.77541168459188
  9 6 88.0008550376586
  1 6 -88.0008550376586
  3 7 67.10508363413
  5 7 -67.10508363413
  14 8 86.3819098602314
  8 8 -86.3819098602314
  3 9 70.0481326916342
  7 9 -70.0481326916342
  11 10 81.25461115353782
  5 10 -81.25461115353782
  18 11 44.62220257425223
  4 11 -44.62220257425223
  2 12 25.683516593649195
  5 12 -25.683516593649195
  20 13 110.28630461450564
  13 13 -110.28630461450564
  10 14 108.2868478498765
  12 14 -108.2868478498765
  15 15 31.04901575765346
  14 15 -31.04901575765346
  10 16 43.97023198224198
  11 16 -43.97023198224198
  6 17 37.046189243857256
  15 17 -37.046189243857256
  11 18 101.62120790780355
  19 18 -101.62120790780355
  10 19 21.099836813699135
  5 19 -21.099836813699135
  5 20 67.97603500339818
  6 20 -67.97603500339818
  7 21 20.121890419620154
  18 21 -20.121890419620154
  17 22 101.56982890597757
  2 22 -101.56982890597757
  3 23 59.75429255578115
  4 23 -59.75429255578115
  20 24 85.0400384353275
  19 24 -85.0400384353275
  5 25 63.510153197221804
  16 25 -63.510153197221804
  4 26 82.50076811988323
  19 26 -82.50076811988323
  6 27 107.4955998395671
  1 27 -107.4955998395671
  9 28 37.78412777844385
  15 28 -37.78412777844385
  12 29 52.706390382235185
  15 29 -52.706390382235185
  1 30 74.81864859620565
  9 30 -74.81864859620565
  17 31 29.88416389423709
  18 31 -29.88416389423709
  19 32 40.086395845127136
  12 32 -40.086395845127136
  9 33 40.53715590032428
  2 33 -40.53715590032428
  14 34 16.539584385652002
  19 34 -16.539584385652002
  12 35 84.0684969754596
  17 35 -84.0684969754596
  20 36 17.453605229659853
  16 36 -17.453605229659853
  15 37 54.078185615192794
  1 37 -54.078185615192794
  13 38 87.92957470025169
  9 38 -87.92957470025169
  2 39 106.30660254515344
  18 39 -106.30660254515344
  9 40 33.10473698856558
  18 40 -33.10473698856558
  11 41 67.1742104137075
  20 41 -67.1742104137075
  1 42 93.16845524105865
  7 42 -93.16845524105865
  2 43 13.979309585735542
  8 43 -13.979309585735542
  6 44 86.03670725221329
  4 44 -86.03670725221329
  19 45 96.6957902417065
  11 45 -96.6957902417065
  3 46 28.458310454733784
  16 46 -28.458310454733784
  5 47 29.84136479051468
  19 47 -29.84136479051468
  4 48 11.679266685750408
  2 48 -11.679266685750408
  9 49 31.593358440463902
  20 49 -31.593358440463902
  10 50 83.84148270379016
  1 50 -83.84148270379016
  13 51 19.789950172585804
  12 51 -19.789950172585804
  7 52 82.75265247014852
  3 52 -82.75265247014852
  15 53 51.42322266436808
  11 53 -51.42322266436808
  18 54 17.843116920723013
  9 54 -17.843116920723013
  14 55 115.55296268544328
  1 55 -115.55296268544328
  13 56 19.20300233123564
  20 56 -19.20300233123564
  7 57 67.4354165399408
  10 57 -67.4354165399408
  14 58 27.19736813221398
  18 58 -27.19736813221398
  11 59 81.06984787135661
  1 59 -81.06984787135661
  13 60 13.923863905094677
  18 60 -13.923863905094677
  6 61 114.79900595370214
  9 61 -114.79900595370214
  15 62 70.57927105979665
  12 62 -70.57927105979665
  2 63 74.63174238197513
  9 63 -74.63174238197513
  13 64 68.05435680342055
