param NumNodes := 20;
param NumArcs := 120;
param NumCommodities := 200;
param ArcsNodes :=
  1 (1, 2)
  2 (1, 16)
  3 (1, 11)
  4 (1, 19)
  5 (1, 17)
  6 (1, 14)
  7 (2, 3)
  8 (2, 9)
  9 (2, 11)
  10 (2, 18)
  11 (3, 4)
  12 (3, 1)
  13 (3, 7)
  14 (3, 15)
  15 (3, 12)
  16 (4, 5)
  17 (4, 15)
  18 (4, 14)
  19 (4, 3)
  20 (4, 19)
  21 (5, 6)
  22 (5, 1)
  23 (5, 2)
  24 (5, 8)
  25 (5, 11)
  26 (6, 7)
  27 (6, 8)
  28 (6, 18)
  29 (6, 15)
  30 (6, 17)
  31 (7, 8)
  32 (7, 13)
  33 (7, 16)
  34 (7, 11)
  35 (7, 12)
  36 (7, 18)
  37 (7, 5)
  38 (7, 19)
  39 (7, 3)
  40 (8, 9)
  41 (8, 15)
  42 (8, 2)
  43 (8, 20)
  44 (9, 10)
  45 (9, 6)
  46 (9, 16)
  47 (9, 20)
  48 (9, 19)
  49 (9, 13)
  50 (9, 8)
  51 (10, 11)
  52 (10, 4)
  53 (10, 1)
  54 (10, 17)
  55 (10, 16)
  56 (11, 12)
  57 (11, 2)
  58 (11, 9)
  59 (11, 1)
  60 (12, 13)
  61 (12, 9)
  62 (12, 15)
  63 (12, 10)
  64 (12, 16)
  65 (12, 17)
  66 (12, 7)
  67 (13, 14)
  68 (13, 17)
  69 (13, 9)
  70 (13, 5)
  71 (13, 20)
  72 (14, 15)
  73 (14, 3)
  74 (14, 20)
  75 (14, 7)
  76 (14, 2)
  77 (14, 9)
  78 (14, 17)
  79 (15, 16)
  80 (15, 3)
  81 (15, 10)
  82 (15, 11)
  83 (15, 9)
  84 (15, 20)
  85 (16, 17)
  86 (16, 15)
  87 (16, 8)
  88 (16, 19)
  89 (16, 1)
  90 (16, 9)
  91 (17, 18)
  92 (17, 9)
  93 (17, 10)
  94 (17, 3)
  95 (17, 12)
  96 (18, 19)
  97 (18, 9)
  98 (18, 14)
  99 (18, 13)
  100 (18, 16)
  101 (18, 17)
  102 (18, 7)
  103 (18, 12)
  104 (18, 3)
  105 (18, 8)
  106 (19, 20)
  107 (19, 9)
  108 (19, 12)
  109 (19, 15)
  110 (19, 4)
  111 (19, 1)
  112 (20, 1)
  113 (20, 19)
  114 (20, 12)
  115 (20, 5)
  116 (20, 4)
  117 (20, 18)
  118 (20, 13)
  119 (20, 14)
  120 (20, 11)
;
param NodesCommoditiesDemand :=
  5 1 69.63441132274492
  2 1 -69.63441132274492
  8 2 29.58972138702204
  16 2 -29.58972138702204
  7 3 74.90178684227241
  16 3 -74.90178684227241
  7 4 37.10601555969804
  9 4 -37.10601555969804
  4 5 55.640564835296885
  3 5 -55.640564835296885
  9 6 77.44865439162548
  1 6 -77.44865439162548
  3 7 50.05340856469242
  5 7 -50.05340856469242
  14 8 67.32085462730805
  8 8 -67.32085462730805
  3 9 49.848964806658216
  7 9 -49.848964806658216
  11 10 67.38815802628433
  5 10 -67.38815802628433
  18 11 34.02423384818385
  4 11 -34.02423384818385
  2 12 21.04816026421722
  5 12 -21.04816026421722
  20 13 83.04158827605636
  13 13 -83.04158827605636
  10 14 94.54352729608546
  12 14 -94.54352729608546
  15 15 24.899487419020087
  14 15 -24.899487419020087
  10 16 39.06418502295962
  11 16 -39.06418502295962
  6 17 30.555752283599027
  15 17 -30.555752283599027
  11 18 91.65790876008462
  19 18 -91.65790876008462
  10 19 19.2274647310766
  5 19 -19.2274647310766
  5 20 55.092437131304656
  6 20 -55.092437131304656
  7 21 17.273845574989387
  18 21 -17.273845574989387
  17 22 86.43065112721882
  2 22 -86.43065112721882
  3 23 54.4044508931765
  4 23 -54.4044508931765
  20 24 72.78564296688354
  19 24 -72.78564296688354
  5 25 52.56270476383557
  16 25 -52.56270476383557
  4 26 68.58731111506421
  19 26 -68.58731111506421
  6 27 87.70557340932297
  1 27 -87.70557340932297
  9 28 30.852286153108125
  15 28 -30.852286153108125
  12 29 48.77800960389665
  15 29 -48.77800960389665
  1 30 69.95026386192518
  9 30 -69.95026386192518
  17 31 25.121558076927997
  18 31 -25.121558076927997
  19 32 34.60020125601082
  12 32 -34.60020125601082
  9 33 35.40534595721707
  2 33 -35.40534595721707
  14 34 12.747906706926676
  19 34 -12.747906706926676
  12 35 68.71762000767755
  17 35 -68.71762000767755
  20 36 14.206453267206035
  16 36 -14.206453267206035
  15 37 42.86639417845162
  1 37 -42.86639417845162
  13 38 71.72539509214978
  9 38 -71.72539509214978
  2 39 92.30200246741188
  18 39 -92.30200246741188
  9 40 30.582073776115088
  18 40 -30.582073776115088
  11 41 61.400101903296786
  20 41 -61.400101903296786
  1 42 73.9108984001977
  7 42 -73.9108984001977
  2 43 12.251621116645738
  8 43 -12.251621116645738
  6 44 75.2195584524232
  4 44 -75.2195584524232
  19 45 78.08684015356921
  11 45 -78.08684015356921
  3 46 25.049760595781116
  16 46 -25.049760595781116
  5 47 26.47966151740633
  19 47 -26.47966151740633
  4 48 9.0989762343701
  2 48 -9.0989762343701
  9 49 26.828250147091424
  20 49 -26.828250147091424
  10 50 68.59717643525435
  1 50 -68.59717643525435
  13 51 18.067588405263397
  12 51 -18.067588405263397
  7 52 66.16402729585853
  3 52 -66.16402729585853
  15 53 47.507776923287196
  11 53 -47.507776923287196
  18 54 13.981265582332966
  9 54 -13.981265582332966
  14 55 88.19293215883516
  1 55 -88.19293215883516
  13 56 16.052596431812635
  20 56 -16.052596431812635
  7 57 56.07133350184281
  10 57 -56.07133350184281
  14 58 24.380930203611307
  18 58 -24.380930203611307
  11 59 64.0271504238675
  1 59 -64.0271504238675
  13 60 12.045460068822278
  18 60 -12.045460068822278
  6 61 98.1516691405867
  9 61 -98.1516691405867
  15 62 54.8578192454376
  12 62 -54.8578192454376
  2 63 58.5953751653755
  9 63 -58.5953751653755
  13 64 52.66753903538722
