param NumNodes := 20;
param NumArcs := 120;
param NumCommodities := 200;
param ArcsNodes :=
  1 (1, 2)
  2 (1, 16)
  3 (1, 11)
  4 (1, 19)
  5 (1, 17)
  6 (1, 14)
  7 (2, 3)
  8 (2, 9)
  9 (2, 11)
  10 (2, 18)
  11 (3, 4)
  12 (3, 1)
  13 (3, 7)
  14 (3, 15)
  15 (3, 12)
  16 (4, 5)
  17 (4, 15)
  18 (4, 14)
  19 (4, 3)
  20 (4, 19)
  21 (5, 6)
  22 (5, 1)
  23 (5, 2)
  24 (5, 8)
  25 (5, 11)
  26 (6, 7)
  27 (6, 8)
  28 (6, 18)
  29 (6, 15)
  30 (6, 17)
  31 (7, 8)
  32 (7, 13)
  33 (7, 16)
  34 (7, 11)
  35 (7, 12)
  36 (7, 18)
  37 (7, 5)
  38 (7, 19)
  39 (7, 3)
  40 (8, 9)
  41 (8, 15)
  42 (8, 2)
  43 (8, 20)
  44 (9, 10)
  45 (9, 6)
  46 (9, 16)
  47 (9, 20)
  48 (9, 19)
  49 (9, 13)
  50 (9, 8)
  51 (10, 11)
  52 (10, 4)
  53 (10, 1)
  54 (10, 17)
  55 (10, 16)
  56 (11, 12)
  57 (11, 2)
  58 (11, 9)
  59 (11, 1)
  60 (12, 13)
  61 (12, 9)
  62 (12, 15)
  63 (12, 10)
  64 (12, 16)
  65 (12, 17)
  66 (12, 7)
  67 (13, 14)
  68 (13, 17)
  69 (13, 9)
  70 (13, 5)
  71 (13, 20)
  72 (14, 15)
  73 (14, 3)
  74 (14, 20)
  75 (14, 7)
  76 (14, 2)
  77 (14, 9)
  78 (14, 17)
  79 (15, 16)
  80 (15, 3)
  81 (15, 10)
  82 (15, 11)
  83 (15, 9)
  84 (15, 20)
  85 (16, 17)
  86 (16, 15)
  87 (16, 8)
  88 (16, 19)
  89 (16, 1)
  90 (16, 9)
  91 (17, 18)
  92 (17, 9)
  93 (17, 10)
  94 (17, 3)
  95 (17, 12)
  96 (18, 19)
  97 (18, 9)
  98 (18, 14)
  99 (18, 13)
  100 (18, 16)
  101 (18, 17)
  102 (18, 7)
  103 (18, 12)
  104 (18, 3)
  105 (18, 8)
  106 (19, 20)
  107 (19, 9)
  108 (19, 12)
  109 (19, 15)
  110 (19, 4)
  111 (19, 1)
  112 (20, 1)
  113 (20, 19)
  114 (20, 12)
  115 (20, 5)
  116 (20, 4)
  117 (20, 18)
  118 (20, 13)
  119 (20, 14)
  120 (20, 11)
;
param NodesCommoditiesDemand :=
  5 1 70.71726651070384
  2 1 -70.71726651070384
  8 2 34.424040396074204
  16 2 -34.424040396074204
  7 3 78.35134939107533
  16 3 -78.35134939107533
  7 4 40.154254899377605
  9 4 -40.154254899377605
  4 5 52.260847941396
  3 5 -52.260847941396
  9 6 80.39302579250827
  1 6 -80.39302579250827
  3 7 53.066296164712504
  5 7 -53.066296164712504
  14 8 80.48815196706462
  8 8 -80.48815196706462
  3 9 57.08480050096845
  7 9 -57.08480050096845
  11 10 73.50647523870649
  5 10 -73.50647523870649
  18 11 35.333038597139804
  4 11 -35.333038597139804
  2 12 23.054500603850833
  5 12 -23.054500603850833
  20 13 94.5771679860624
  13 13 -94.5771679860624
  10 14 102.4229633234133
  12 14 -102.4229633234133
  15 15 26.150973882983873
  14 15 -26.150973882983873
  10 16 41.516203918379226
  11 16 -41.516203918379226
  6 17 34.64904712406339
  15 17 -34.64904712406339
  11 18 94.35294034404544
  19 18 -94.35294034404544
  10 19 19.9117117571346
  5 19 -19.9117117571346
  5 20 62.06685491744375
  6 20 -62.06685491744375
  7 21 17.750223460353627
  18 21 -17.750223460353627
  17 22 92.75358718826888
  2 22 -92.75358718826888
  3 23 53.258297481472695
  4 23 -53.258297481472695
  20 24 77.80987493838145
  19 24 -77.80987493838145
  5 25 62.23025951963038
  16 25 -62.23025951963038
  4 26 76.45073249325593
  19 26 -76.45073249325593
  6 27 87.35065655433398
  1 27 -87.35065655433398
  9 28 32.631940681958994
  15 28 -32.631940681958994
  12 29 44.03936825965904
  15 29 -44.03936825965904
  1 30 73.5567540642793
  9 30 -73.5567540642793
  17 31 28.113071019530864
  18 31 -28.113071019530864
  19 32 36.42482538125006
  12 32 -36.42482538125006
  9 33 36.97030484817197
  2 33 -36.97030484817197
  14 34 13.499758175997375
  19 34 -13.499758175997375
  12 35 72.1277610970739
  17 35 -72.1277610970739
  20 36 14.681380479352818
  16 36 -14.681380479352818
  15 37 51.86038778334685
  1 37 -51.86038778334685
  13 38 71.77238781575588
  9 38 -71.77238781575588
  2 39 99.70941885123605
  18 39 -99.70941885123605
  9 40 30.284918457046068
  18 40 -30.284918457046068
  11 41 65.2733426257909
  20 41 -65.2733426257909
  1 42 76.25091348944208
  7 42 -76.25091348944208
  2 43 11.91966964077102
  8 43 -11.91966964077102
  6 44 75.79964010632752
  4 44 -75.79964010632752
  19 45 88.80981047699078
  11 45 -88.80981047699078
  3 46 24.004437979774853
  16 46 -24.004437979774853
  5 47 28.34059126800437
  19 47 -28.34059126800437
  4 48 10.371351029388528
  2 48 -10.371351029388528
  9 49 29.154215907872313
  20 49 -29.154215907872313
  10 50 73.16111386225349
  1 50 -73.16111386225349
  13 51 17.947067382824958
  12 51 -17.947067382824958
  7 52 82.20546157669445
  3 52 -82.20546157669445
  15 53 45.69575362020665
  11 53 -45.69575362020665
  18 54 15.66650392842648
  9 54 -15.66650392842648
  14 55 86.86735384784124
  1 55 -86.86735384784124
  13 56 18.011365946016912
  20 56 -18.011365946016912
  7 57 61.03256019345267
  10 57 -61.03256019345267
  14 58 24.935770028182787
  18 58 -24.935770028182787
  11 59 70.47858145200615
  1 59 -70.47858145200615
  13 60 13.201007518652146
  18 60 -13.201007518652146
  6 61 101.62525677890784
  9 61 -101.62525677890784
  15 62 56.79546360751985
  12 62 -56.79546360751985
  2 63 63.546845094610674
  9 63 -63.546845094610674
  13 64 59.62798242183317
