param MinNondispatchablePower := 
WIND 1 0.0
WIND 2 0.0
WIND 3 0.0
WIND 4 0.0
WIND 5 0.0
WIND 6 0.0
WIND 7 0.0
WIND 8 0.0
WIND 9 0.0
WIND 10 0.0
WIND 11 0.0
WIND 12 0.0
WIND 13 0.0
WIND 14 0.0
WIND 15 0.0
WIND 16 0.0
WIND 17 0.0
WIND 18 0.0
WIND 19 0.0
WIND 20 0.0
WIND 21 0.0
WIND 22 0.0
WIND 23 0.0
WIND 24 0.0
WIND 25 0.0
WIND 26 0.0
WIND 27 0.0
WIND 28 0.0
WIND 29 0.0
WIND 30 0.0
WIND 31 0.0
WIND 32 0.0
WIND 33 0.0
WIND 34 0.0
WIND 35 0.0
WIND 36 0.0
WIND 37 0.0
WIND 38 0.0
WIND 39 0.0
WIND 40 0.0
WIND 41 0.0
WIND 42 0.0
WIND 43 0.0
WIND 44 0.0
WIND 45 0.0
WIND 46 0.0
WIND 47 0.0
WIND 48 0.0
;


param MaxNondispatchablePower := 
WIND 1 86.03690513935216
WIND 2 86.27550677798178
WIND 3 94.81033135450798
WIND 4 89.09888275864031
WIND 5 80.88175971808937
WIND 6 69.64170241483568
WIND 7 66.3986648926981
WIND 8 86.06669824579883
WIND 9 36.8722739525289
WIND 10 18.454854810318242
WIND 11 3.8465247149538957
WIND 12 5.333675355540154
WIND 13 7.124688098083372
WIND 14 15.565076650748999
WIND 15 33.567822329301066
WIND 16 43.59292455557548
WIND 17 98.31813351750715
WIND 18 67.79468081867404
WIND 19 87.35417627221248
WIND 20 78.97571650495667
WIND 21 82.26595258044946
WIND 22 87.48636162873133
WIND 23 81.14227957780321
WIND 24 77.85335941650338
WIND 25 77.85335941650338
WIND 26 77.85335941650338
WIND 27 77.85335941650338
WIND 28 77.85335941650338
WIND 29 77.85335941650338
WIND 30 77.85335941650338
WIND 31 77.85335941650338
WIND 32 77.85335941650338
WIND 33 77.85335941650338
WIND 34 77.85335941650338
WIND 35 77.85335941650338
WIND 36 77.85335941650338
WIND 37 77.85335941650338
WIND 38 77.85335941650338
WIND 39 77.85335941650338
WIND 40 77.85335941650338
WIND 41 77.85335941650338
WIND 42 77.85335941650338
WIND 43 77.85335941650338
WIND 44 77.85335941650338
WIND 45 77.85335941650338
WIND 46 77.85335941650338
WIND 47 77.85335941650338
WIND 48 77.85335941650338
;


