param MinNondispatchablePower := 
WIND 1 0.0
WIND 2 0.0
WIND 3 0.0
WIND 4 0.0
WIND 5 0.0
WIND 6 0.0
WIND 7 0.0
WIND 8 0.0
WIND 9 0.0
WIND 10 0.0
WIND 11 0.0
WIND 12 0.0
WIND 13 0.0
WIND 14 0.0
WIND 15 0.0
WIND 16 0.0
WIND 17 0.0
WIND 18 0.0
WIND 19 0.0
WIND 20 0.0
WIND 21 0.0
WIND 22 0.0
WIND 23 0.0
WIND 24 0.0
WIND 25 0.0
WIND 26 0.0
WIND 27 0.0
WIND 28 0.0
WIND 29 0.0
WIND 30 0.0
WIND 31 0.0
WIND 32 0.0
WIND 33 0.0
WIND 34 0.0
WIND 35 0.0
WIND 36 0.0
WIND 37 0.0
WIND 38 0.0
WIND 39 0.0
WIND 40 0.0
WIND 41 0.0
WIND 42 0.0
WIND 43 0.0
WIND 44 0.0
WIND 45 0.0
WIND 46 0.0
WIND 47 0.0
WIND 48 0.0
;


param MaxNondispatchablePower := 
WIND 1 65.44602170151198
WIND 2 105.45588089360947
WIND 3 88.99493463299319
WIND 4 81.15749357716174
WIND 5 68.39546896314361
WIND 6 74.50937533282645
WIND 7 50.569541127817324
WIND 8 36.12869966613219
WIND 9 9.136742946509662
WIND 10 1.0395402993466119
WIND 11 1.3243855364826091
WIND 12 4.281816001242018
WIND 13 1.5283507267687044
WIND 14 0.24148642315568625
WIND 15 0.3286349057508915
WIND 16 0.6107552270419774
WIND 17 13.0985883223761
WIND 18 14.16882075731162
WIND 19 41.94338415328314
WIND 20 52.64758391077378
WIND 21 69.96853887678122
WIND 22 70.3768963863817
WIND 23 36.77468483358236
WIND 24 35.789768811897105
WIND 25 35.789768811897105
WIND 26 35.789768811897105
WIND 27 35.789768811897105
WIND 28 35.789768811897105
WIND 29 35.789768811897105
WIND 30 35.789768811897105
WIND 31 35.789768811897105
WIND 32 35.789768811897105
WIND 33 35.789768811897105
WIND 34 35.789768811897105
WIND 35 35.789768811897105
WIND 36 35.789768811897105
WIND 37 35.789768811897105
WIND 38 35.789768811897105
WIND 39 35.789768811897105
WIND 40 35.789768811897105
WIND 41 35.789768811897105
WIND 42 35.789768811897105
WIND 43 35.789768811897105
WIND 44 35.789768811897105
WIND 45 35.789768811897105
WIND 46 35.789768811897105
WIND 47 35.789768811897105
WIND 48 35.789768811897105
;


