param MinNondispatchablePower := 
WIND 1 0.0
WIND 2 0.0
WIND 3 0.0
WIND 4 0.0
WIND 5 0.0
WIND 6 0.0
WIND 7 0.0
WIND 8 0.0
WIND 9 0.0
WIND 10 0.0
WIND 11 0.0
WIND 12 0.0
WIND 13 0.0
WIND 14 0.0
WIND 15 0.0
WIND 16 0.0
WIND 17 0.0
WIND 18 0.0
WIND 19 0.0
WIND 20 0.0
WIND 21 0.0
WIND 22 0.0
WIND 23 0.0
WIND 24 0.0
WIND 25 0.0
WIND 26 0.0
WIND 27 0.0
WIND 28 0.0
WIND 29 0.0
WIND 30 0.0
WIND 31 0.0
WIND 32 0.0
WIND 33 0.0
WIND 34 0.0
WIND 35 0.0
WIND 36 0.0
WIND 37 0.0
WIND 38 0.0
WIND 39 0.0
WIND 40 0.0
WIND 41 0.0
WIND 42 0.0
WIND 43 0.0
WIND 44 0.0
WIND 45 0.0
WIND 46 0.0
WIND 47 0.0
WIND 48 0.0
;


param MaxNondispatchablePower := 
WIND 1 149.79655312859856
WIND 2 146.63435053341883
WIND 3 135.85571137963709
WIND 4 123.42560114564836
WIND 5 125.60355747386876
WIND 6 133.34482214067614
WIND 7 127.00999239434925
WIND 8 149.91282975425142
WIND 9 83.19686053638596
WIND 10 74.85718772096813
WIND 11 65.1022260168643
WIND 12 95.52237820760465
WIND 13 68.50320375949137
WIND 14 69.76655202991621
WIND 15 134.80141073506465
WIND 16 96.16677309283574
WIND 17 121.66680943523255
WIND 18 83.58385226086055
WIND 19 111.86932422171336
WIND 20 115.74583635829806
WIND 21 120.42497455539772
WIND 22 110.26179552034526
WIND 23 113.6057215908779
WIND 24 127.66568426475713
WIND 25 127.66568426475713
WIND 26 127.66568426475713
WIND 27 127.66568426475713
WIND 28 127.66568426475713
WIND 29 127.66568426475713
WIND 30 127.66568426475713
WIND 31 127.66568426475713
WIND 32 127.66568426475713
WIND 33 127.66568426475713
WIND 34 127.66568426475713
WIND 35 127.66568426475713
WIND 36 127.66568426475713
WIND 37 127.66568426475713
WIND 38 127.66568426475713
WIND 39 127.66568426475713
WIND 40 127.66568426475713
WIND 41 127.66568426475713
WIND 42 127.66568426475713
WIND 43 127.66568426475713
WIND 44 127.66568426475713
WIND 45 127.66568426475713
WIND 46 127.66568426475713
WIND 47 127.66568426475713
WIND 48 127.66568426475713
;


