param MinNondispatchablePower := 
WIND 1 0.0
WIND 2 0.0
WIND 3 0.0
WIND 4 0.0
WIND 5 0.0
WIND 6 0.0
WIND 7 0.0
WIND 8 0.0
WIND 9 0.0
WIND 10 0.0
WIND 11 0.0
WIND 12 0.0
WIND 13 0.0
WIND 14 0.0
WIND 15 0.0
WIND 16 0.0
WIND 17 0.0
WIND 18 0.0
WIND 19 0.0
WIND 20 0.0
WIND 21 0.0
WIND 22 0.0
WIND 23 0.0
WIND 24 0.0
WIND 25 0.0
WIND 26 0.0
WIND 27 0.0
WIND 28 0.0
WIND 29 0.0
WIND 30 0.0
WIND 31 0.0
WIND 32 0.0
WIND 33 0.0
WIND 34 0.0
WIND 35 0.0
WIND 36 0.0
WIND 37 0.0
WIND 38 0.0
WIND 39 0.0
WIND 40 0.0
WIND 41 0.0
WIND 42 0.0
WIND 43 0.0
WIND 44 0.0
WIND 45 0.0
WIND 46 0.0
WIND 47 0.0
WIND 48 0.0
;


param MaxNondispatchablePower := 
WIND 1 150.93305808009706
WIND 2 147.8436702597376
WIND 3 134.82075698722517
WIND 4 116.24495622669598
WIND 5 111.63047722893997
WIND 6 138.24130692612619
WIND 7 128.91950823277526
WIND 8 138.75174608529431
WIND 9 79.47382662449687
WIND 10 49.151444214838506
WIND 11 46.077113447076535
WIND 12 63.99013019449078
WIND 13 44.49124517881041
WIND 14 26.355717762508068
WIND 15 84.36237597646898
WIND 16 67.2312437122401
WIND 17 114.53186307944246
WIND 18 83.08728296415018
WIND 19 111.30533120648214
WIND 20 143.7800139881543
WIND 21 151.5904219275325
WIND 22 153.37122451211098
WIND 23 151.0960819044728
WIND 24 138.15017988501825
WIND 25 138.15017988501825
WIND 26 138.15017988501825
WIND 27 138.15017988501825
WIND 28 138.15017988501825
WIND 29 138.15017988501825
WIND 30 138.15017988501825
WIND 31 138.15017988501825
WIND 32 138.15017988501825
WIND 33 138.15017988501825
WIND 34 138.15017988501825
WIND 35 138.15017988501825
WIND 36 138.15017988501825
WIND 37 138.15017988501825
WIND 38 138.15017988501825
WIND 39 138.15017988501825
WIND 40 138.15017988501825
WIND 41 138.15017988501825
WIND 42 138.15017988501825
WIND 43 138.15017988501825
WIND 44 138.15017988501825
WIND 45 138.15017988501825
WIND 46 138.15017988501825
WIND 47 138.15017988501825
WIND 48 138.15017988501825
;


