param MinNondispatchablePower := 
WIND 1 0.0
WIND 2 0.0
WIND 3 0.0
WIND 4 0.0
WIND 5 0.0
WIND 6 0.0
WIND 7 0.0
WIND 8 0.0
WIND 9 0.0
WIND 10 0.0
WIND 11 0.0
WIND 12 0.0
WIND 13 0.0
WIND 14 0.0
WIND 15 0.0
WIND 16 0.0
WIND 17 0.0
WIND 18 0.0
WIND 19 0.0
WIND 20 0.0
WIND 21 0.0
WIND 22 0.0
WIND 23 0.0
WIND 24 0.0
WIND 25 0.0
WIND 26 0.0
WIND 27 0.0
WIND 28 0.0
WIND 29 0.0
WIND 30 0.0
WIND 31 0.0
WIND 32 0.0
WIND 33 0.0
WIND 34 0.0
WIND 35 0.0
WIND 36 0.0
WIND 37 0.0
WIND 38 0.0
WIND 39 0.0
WIND 40 0.0
WIND 41 0.0
WIND 42 0.0
WIND 43 0.0
WIND 44 0.0
WIND 45 0.0
WIND 46 0.0
WIND 47 0.0
WIND 48 0.0
;


param MaxNondispatchablePower := 
WIND 1 111.27384268742067
WIND 2 111.35284499372199
WIND 3 103.46860699564941
WIND 4 73.93954154211183
WIND 5 55.774962926982425
WIND 6 63.22508145486876
WIND 7 62.58102979296182
WIND 8 81.68353866584488
WIND 9 45.49864599040862
WIND 10 26.715255521431843
WIND 11 18.928631738556934
WIND 12 41.4852607071596
WIND 13 32.150171730426536
WIND 14 52.916167353843505
WIND 15 117.48409364896602
WIND 16 88.29332149290774
WIND 17 132.7670351530446
WIND 18 88.50002672025948
WIND 19 119.60914974639846
WIND 20 143.88797747936786
WIND 21 146.90068920589815
WIND 22 147.89825157774615
WIND 23 152.8812561520516
WIND 24 150.50832968057347
WIND 25 150.50832968057347
WIND 26 150.50832968057347
WIND 27 150.50832968057347
WIND 28 150.50832968057347
WIND 29 150.50832968057347
WIND 30 150.50832968057347
WIND 31 150.50832968057347
WIND 32 150.50832968057347
WIND 33 150.50832968057347
WIND 34 150.50832968057347
WIND 35 150.50832968057347
WIND 36 150.50832968057347
WIND 37 150.50832968057347
WIND 38 150.50832968057347
WIND 39 150.50832968057347
WIND 40 150.50832968057347
WIND 41 150.50832968057347
WIND 42 150.50832968057347
WIND 43 150.50832968057347
WIND 44 150.50832968057347
WIND 45 150.50832968057347
WIND 46 150.50832968057347
WIND 47 150.50832968057347
WIND 48 150.50832968057347
;


