param MinNondispatchablePower := 
WIND 1 0.0
WIND 2 0.0
WIND 3 0.0
WIND 4 0.0
WIND 5 0.0
WIND 6 0.0
WIND 7 0.0
WIND 8 0.0
WIND 9 0.0
WIND 10 0.0
WIND 11 0.0
WIND 12 0.0
WIND 13 0.0
WIND 14 0.0
WIND 15 0.0
WIND 16 0.0
WIND 17 0.0
WIND 18 0.0
WIND 19 0.0
WIND 20 0.0
WIND 21 0.0
WIND 22 0.0
WIND 23 0.0
WIND 24 0.0
WIND 25 0.0
WIND 26 0.0
WIND 27 0.0
WIND 28 0.0
WIND 29 0.0
WIND 30 0.0
WIND 31 0.0
WIND 32 0.0
WIND 33 0.0
WIND 34 0.0
WIND 35 0.0
WIND 36 0.0
WIND 37 0.0
WIND 38 0.0
WIND 39 0.0
WIND 40 0.0
WIND 41 0.0
WIND 42 0.0
WIND 43 0.0
WIND 44 0.0
WIND 45 0.0
WIND 46 0.0
WIND 47 0.0
WIND 48 0.0
;


param MaxNondispatchablePower := 
WIND 1 34.39850312661829
WIND 2 35.17369398433854
WIND 3 21.746169715537533
WIND 4 24.94548331000392
WIND 5 16.996864084232882
WIND 6 27.121926609773677
WIND 7 10.524566365782494
WIND 8 11.30931898747449
WIND 9 0.7792953332816863
WIND 10 0.08202314040470356
WIND 11 0.004622510828406234
WIND 12 0.21558918921755607
WIND 13 0.16530358025772784
WIND 14 0.28596095794049464
WIND 15 2.5815754747094903
WIND 16 1.8816902281146612
WIND 17 11.623604940054816
WIND 18 11.868249701440256
WIND 19 39.40174005782241
WIND 20 39.33345246252489
WIND 21 41.07582174534498
WIND 22 38.752828229971556
WIND 23 21.636068296849793
WIND 24 17.428972356284387
WIND 25 17.428972356284387
WIND 26 17.428972356284387
WIND 27 17.428972356284387
WIND 28 17.428972356284387
WIND 29 17.428972356284387
WIND 30 17.428972356284387
WIND 31 17.428972356284387
WIND 32 17.428972356284387
WIND 33 17.428972356284387
WIND 34 17.428972356284387
WIND 35 17.428972356284387
WIND 36 17.428972356284387
WIND 37 17.428972356284387
WIND 38 17.428972356284387
WIND 39 17.428972356284387
WIND 40 17.428972356284387
WIND 41 17.428972356284387
WIND 42 17.428972356284387
WIND 43 17.428972356284387
WIND 44 17.428972356284387
WIND 45 17.428972356284387
WIND 46 17.428972356284387
WIND 47 17.428972356284387
WIND 48 17.428972356284387
;


