param MinNondispatchablePower := 
WIND 1 0.0
WIND 2 0.0
WIND 3 0.0
WIND 4 0.0
WIND 5 0.0
WIND 6 0.0
WIND 7 0.0
WIND 8 0.0
WIND 9 0.0
WIND 10 0.0
WIND 11 0.0
WIND 12 0.0
WIND 13 0.0
WIND 14 0.0
WIND 15 0.0
WIND 16 0.0
WIND 17 0.0
WIND 18 0.0
WIND 19 0.0
WIND 20 0.0
WIND 21 0.0
WIND 22 0.0
WIND 23 0.0
WIND 24 0.0
WIND 25 0.0
WIND 26 0.0
WIND 27 0.0
WIND 28 0.0
WIND 29 0.0
WIND 30 0.0
WIND 31 0.0
WIND 32 0.0
WIND 33 0.0
WIND 34 0.0
WIND 35 0.0
WIND 36 0.0
WIND 37 0.0
WIND 38 0.0
WIND 39 0.0
WIND 40 0.0
WIND 41 0.0
WIND 42 0.0
WIND 43 0.0
WIND 44 0.0
WIND 45 0.0
WIND 46 0.0
WIND 47 0.0
WIND 48 0.0
;


param MaxNondispatchablePower := 
WIND 1 78.95612371661407
WIND 2 87.92480797021824
WIND 3 77.17745968575315
WIND 4 84.43043067885696
WIND 5 46.34598260507071
WIND 6 35.584078140515054
WIND 7 26.670167488885955
WIND 8 22.783235958270836
WIND 9 6.052411548018887
WIND 10 1.4226938315754127
WIND 11 1.3519921790163065
WIND 12 9.044399509919286
WIND 13 21.05299614615956
WIND 14 31.123996390058224
WIND 15 31.91502729575426
WIND 16 40.00723522308937
WIND 17 67.05245223856564
WIND 18 54.82460098424597
WIND 19 78.2489124712124
WIND 20 80.4728522618518
WIND 21 80.09107762306702
WIND 22 112.87893284567753
WIND 23 115.58191365543335
WIND 24 118.16178697350232
WIND 25 118.16178697350232
WIND 26 118.16178697350232
WIND 27 118.16178697350232
WIND 28 118.16178697350232
WIND 29 118.16178697350232
WIND 30 118.16178697350232
WIND 31 118.16178697350232
WIND 32 118.16178697350232
WIND 33 118.16178697350232
WIND 34 118.16178697350232
WIND 35 118.16178697350232
WIND 36 118.16178697350232
WIND 37 118.16178697350232
WIND 38 118.16178697350232
WIND 39 118.16178697350232
WIND 40 118.16178697350232
WIND 41 118.16178697350232
WIND 42 118.16178697350232
WIND 43 118.16178697350232
WIND 44 118.16178697350232
WIND 45 118.16178697350232
WIND 46 118.16178697350232
WIND 47 118.16178697350232
WIND 48 118.16178697350232
;


