param NumNodes := 20;
param NumArcs := 220;
param NumCommodities := 200;
param ArcsNodes :=
  1 (1, 2)
  2 (1, 16)
  3 (1, 11)
  4 (1, 19)
  5 (1, 17)
  6 (1, 14)
  7 (1, 7)
  8 (1, 15)
  9 (1, 20)
  10 (1, 5)
  11 (1, 13)
  12 (1, 12)
  13 (2, 3)
  14 (2, 9)
  15 (2, 11)
  16 (2, 18)
  17 (2, 17)
  18 (2, 12)
  19 (2, 16)
  20 (2, 10)
  21 (2, 8)
  22 (2, 7)
  23 (3, 4)
  24 (3, 1)
  25 (3, 7)
  26 (3, 15)
  27 (3, 12)
  28 (3, 17)
  29 (3, 20)
  30 (3, 2)
  31 (3, 5)
  32 (3, 9)
  33 (3, 10)
  34 (3, 11)
  35 (3, 13)
  36 (3, 8)
  37 (4, 5)
  38 (4, 15)
  39 (4, 14)
  40 (4, 3)
  41 (4, 19)
  42 (4, 12)
  43 (4, 18)
  44 (4, 2)
  45 (4, 10)
  46 (4, 16)
  47 (4, 1)
  48 (4, 11)
  49 (5, 6)
  50 (5, 1)
  51 (5, 2)
  52 (5, 8)
  53 (5, 11)
  54 (5, 7)
  55 (5, 9)
  56 (5, 15)
  57 (6, 7)
  58 (6, 8)
  59 (6, 18)
  60 (6, 15)
  61 (6, 17)
  62 (6, 3)
  63 (6, 13)
  64 (6, 14)
  65 (7, 8)
  66 (7, 13)
  67 (7, 16)
  68 (7, 11)
  69 (7, 12)
  70 (7, 18)
  71 (7, 5)
  72 (7, 19)
  73 (7, 3)
  74 (7, 6)
  75 (7, 17)
  76 (7, 15)
  77 (8, 9)
  78 (8, 15)
  79 (8, 2)
  80 (8, 20)
  81 (8, 16)
  82 (8, 4)
  83 (8, 3)
  84 (8, 11)
  85 (9, 10)
  86 (9, 6)
  87 (9, 16)
  88 (9, 20)
  89 (9, 19)
  90 (9, 13)
  91 (9, 8)
  92 (9, 2)
  93 (9, 4)
  94 (9, 7)
  95 (9, 5)
  96 (9, 11)
  97 (9, 3)
  98 (9, 14)
  99 (10, 11)
  100 (10, 4)
  101 (10, 1)
  102 (10, 17)
  103 (10, 16)
  104 (10, 6)
  105 (10, 13)
  106 (10, 15)
  107 (10, 19)
  108 (10, 5)
  109 (11, 12)
  110 (11, 2)
  111 (11, 9)
  112 (11, 1)
  113 (11, 8)
  114 (11, 13)
  115 (11, 15)
  116 (11, 14)
  117 (11, 7)
  118 (11, 20)
  119 (12, 13)
  120 (12, 9)
  121 (12, 15)
  122 (12, 10)
  123 (12, 16)
  124 (12, 17)
  125 (12, 7)
  126 (12, 19)
  127 (12, 20)
  128 (12, 2)
  129 (12, 14)
  130 (13, 14)
  131 (13, 17)
  132 (13, 9)
  133 (13, 5)
  134 (13, 20)
  135 (13, 6)
  136 (13, 16)
  137 (13, 3)
  138 (13, 12)
  139 (14, 15)
  140 (14, 3)
  141 (14, 20)
  142 (14, 7)
  143 (14, 2)
  144 (14, 9)
  145 (14, 17)
  146 (14, 11)
  147 (14, 18)
  148 (14, 1)
  149 (14, 4)
  150 (14, 16)
  151 (14, 5)
  152 (14, 6)
  153 (15, 16)
  154 (15, 3)
  155 (15, 10)
  156 (15, 11)
  157 (15, 9)
  158 (15, 20)
  159 (15, 2)
  160 (15, 17)
  161 (15, 7)
  162 (15, 19)
  163 (16, 17)
  164 (16, 15)
  165 (16, 8)
  166 (16, 19)
  167 (16, 1)
  168 (16, 9)
  169 (16, 3)
  170 (16, 10)
  171 (16, 2)
  172 (16, 6)
  173 (17, 18)
  174 (17, 9)
  175 (17, 10)
  176 (17, 3)
  177 (17, 12)
  178 (17, 15)
  179 (17, 13)
  180 (17, 7)
  181 (17, 2)
  182 (17, 16)
  183 (17, 1)
  184 (18, 19)
  185 (18, 9)
  186 (18, 14)
  187 (18, 13)
  188 (18, 16)
  189 (18, 17)
  190 (18, 7)
  191 (18, 12)
  192 (18, 3)
  193 (18, 8)
  194 (18, 20)
  195 (18, 15)
  196 (18, 1)
  197 (18, 10)
  198 (19, 20)
  199 (19, 9)
  200 (19, 12)
  201 (19, 15)
  202 (19, 4)
  203 (19, 1)
  204 (19, 17)
  205 (19, 16)
  206 (19, 3)
  207 (19, 18)
  208 (19, 6)
  209 (20, 1)
  210 (20, 19)
  211 (20, 12)
  212 (20, 5)
  213 (20, 4)
  214 (20, 18)
  215 (20, 13)
  216 (20, 14)
  217 (20, 11)
  218 (20, 7)
  219 (20, 8)
  220 (20, 3)
;
param NodesCommoditiesDemand :=
  17 1 67.88695759859449
  15 1 -67.88695759859449
  1 2 31.038530458429324
  6 2 -31.038530458429324
  11 3 77.12758549752475
  18 3 -77.12758549752475
  3 4 38.61482611397305
  12 4 -38.61482611397305
  20 5 50.22554728600869
  7 5 -50.22554728600869
  14 6 73.4422041742437
  9 6 -73.4422041742437
  18 7 51.424902613403134
  10 7 -51.424902613403134
  14 8 66.84919576670418
  18 8 -66.84919576670418
  9 9 55.31438362266687
  1 9 -55.31438362266687
  15 10 69.68722346402132
  18 10 -69.68722346402132
  13 11 33.28568646610499
  16 11 -33.28568646610499
  7 12 20.75220622991126
  9 12 -20.75220622991126
  1 13 88.40258222303498
  16 13 -88.40258222303498
  7 14 95.18661695101041
  2 14 -95.18661695101041
  8 15 23.826386071124837
  4 15 -23.826386071124837
  5 16 35.373402886571256
  7 16 -35.373402886571256
  3 17 31.14282651885837
  19 17 -31.14282651885837
  18 18 88.90706941456952
  6 18 -88.90706941456952
  1 19 18.02249587461752
  5 19 -18.02249587461752
  7 20 56.56032508664334
  18 20 -56.56032508664334
  17 21 16.11166013724717
  2 21 -16.11166013724717
  8 22 88.99597938744792
  16 22 -88.99597938744792
  19 23 51.942924745053716
  17 23 -51.942924745053716
  1 24 63.2084038179044
  18 24 -63.2084038179044
  5 25 49.79726463572831
  9 25 -49.79726463572831
  20 26 68.68336711358235
  2 26 -68.68336711358235
  14 27 85.83739398728336
