param MinNondispatchablePower := 
WIND 1 0.0
WIND 2 0.0
WIND 3 0.0
WIND 4 0.0
WIND 5 0.0
WIND 6 0.0
WIND 7 0.0
WIND 8 0.0
WIND 9 0.0
WIND 10 0.0
WIND 11 0.0
WIND 12 0.0
WIND 13 0.0
WIND 14 0.0
WIND 15 0.0
WIND 16 0.0
WIND 17 0.0
WIND 18 0.0
WIND 19 0.0
WIND 20 0.0
WIND 21 0.0
WIND 22 0.0
WIND 23 0.0
WIND 24 0.0
WIND 25 0.0
WIND 26 0.0
WIND 27 0.0
WIND 28 0.0
WIND 29 0.0
WIND 30 0.0
WIND 31 0.0
WIND 32 0.0
WIND 33 0.0
WIND 34 0.0
WIND 35 0.0
WIND 36 0.0
WIND 37 0.0
WIND 38 0.0
WIND 39 0.0
WIND 40 0.0
WIND 41 0.0
WIND 42 0.0
WIND 43 0.0
WIND 44 0.0
WIND 45 0.0
WIND 46 0.0
WIND 47 0.0
WIND 48 0.0
;


param MaxNondispatchablePower := 
WIND 1 9.286486776949916
WIND 2 5.790136301792654
WIND 3 3.9037494923301668
WIND 4 8.428709208147984
WIND 5 4.46319095383651
WIND 6 2.819796793328647
WIND 7 1.262220483480644
WIND 8 4.001133365556917
WIND 9 0.020398412350459694
WIND 10 2.1820848132847463e-06
WIND 11 3.529383119769136e-05
WIND 12 1.717962597922451e-05
WIND 13 1.3385644572849742e-05
WIND 14 0.0008330531720730505
WIND 15 0.1852592509396061
WIND 16 0.48922140179469703
WIND 17 7.980141434791427
WIND 18 7.9692961957246995
WIND 19 29.660112725671663
WIND 20 23.215998335886752
WIND 21 22.9085600109662
WIND 22 18.678864254870156
WIND 23 16.136447658709244
WIND 24 27.08749412168371
WIND 25 27.08749412168371
WIND 26 27.08749412168371
WIND 27 27.08749412168371
WIND 28 27.08749412168371
WIND 29 27.08749412168371
WIND 30 27.08749412168371
WIND 31 27.08749412168371
WIND 32 27.08749412168371
WIND 33 27.08749412168371
WIND 34 27.08749412168371
WIND 35 27.08749412168371
WIND 36 27.08749412168371
WIND 37 27.08749412168371
WIND 38 27.08749412168371
WIND 39 27.08749412168371
WIND 40 27.08749412168371
WIND 41 27.08749412168371
WIND 42 27.08749412168371
WIND 43 27.08749412168371
WIND 44 27.08749412168371
WIND 45 27.08749412168371
WIND 46 27.08749412168371
WIND 47 27.08749412168371
WIND 48 27.08749412168371
;


