param MinNondispatchablePower := 
WIND 1 0.0
WIND 2 0.0
WIND 3 0.0
WIND 4 0.0
WIND 5 0.0
WIND 6 0.0
WIND 7 0.0
WIND 8 0.0
WIND 9 0.0
WIND 10 0.0
WIND 11 0.0
WIND 12 0.0
WIND 13 0.0
WIND 14 0.0
WIND 15 0.0
WIND 16 0.0
WIND 17 0.0
WIND 18 0.0
WIND 19 0.0
WIND 20 0.0
WIND 21 0.0
WIND 22 0.0
WIND 23 0.0
WIND 24 0.0
WIND 25 0.0
WIND 26 0.0
WIND 27 0.0
WIND 28 0.0
WIND 29 0.0
WIND 30 0.0
WIND 31 0.0
WIND 32 0.0
WIND 33 0.0
WIND 34 0.0
WIND 35 0.0
WIND 36 0.0
WIND 37 0.0
WIND 38 0.0
WIND 39 0.0
WIND 40 0.0
WIND 41 0.0
WIND 42 0.0
WIND 43 0.0
WIND 44 0.0
WIND 45 0.0
WIND 46 0.0
WIND 47 0.0
WIND 48 0.0
;


param MaxNondispatchablePower := 
WIND 1 134.77806177596742
WIND 2 115.12075278208604
WIND 3 125.75709964834789
WIND 4 120.96427162282964
WIND 5 125.91882717432121
WIND 6 154.10019533853173
WIND 7 130.47171546890124
WIND 8 156.30889324702156
WIND 9 107.74183604419389
WIND 10 105.96377577572115
WIND 11 105.0557757023659
WIND 12 171.60770160394358
WIND 13 108.68991857707206
WIND 14 97.96834848156264
WIND 15 151.56214372552543
WIND 16 104.48859642962368
WIND 17 148.04498189651972
WIND 18 105.45729714255518
WIND 19 140.0442078712145
WIND 20 152.08226237284723
WIND 21 156.250922499146
WIND 22 156.2150423656028
WIND 23 151.1305793622954
WIND 24 146.0200223954276
WIND 25 146.0200223954276
WIND 26 146.0200223954276
WIND 27 146.0200223954276
WIND 28 146.0200223954276
WIND 29 146.0200223954276
WIND 30 146.0200223954276
WIND 31 146.0200223954276
WIND 32 146.0200223954276
WIND 33 146.0200223954276
WIND 34 146.0200223954276
WIND 35 146.0200223954276
WIND 36 146.0200223954276
WIND 37 146.0200223954276
WIND 38 146.0200223954276
WIND 39 146.0200223954276
WIND 40 146.0200223954276
WIND 41 146.0200223954276
WIND 42 146.0200223954276
WIND 43 146.0200223954276
WIND 44 146.0200223954276
WIND 45 146.0200223954276
WIND 46 146.0200223954276
WIND 47 146.0200223954276
WIND 48 146.0200223954276
;


