param MinNondispatchablePower := 
WIND 1 0.0
WIND 2 0.0
WIND 3 0.0
WIND 4 0.0
WIND 5 0.0
WIND 6 0.0
WIND 7 0.0
WIND 8 0.0
WIND 9 0.0
WIND 10 0.0
WIND 11 0.0
WIND 12 0.0
WIND 13 0.0
WIND 14 0.0
WIND 15 0.0
WIND 16 0.0
WIND 17 0.0
WIND 18 0.0
WIND 19 0.0
WIND 20 0.0
WIND 21 0.0
WIND 22 0.0
WIND 23 0.0
WIND 24 0.0
WIND 25 0.0
WIND 26 0.0
WIND 27 0.0
WIND 28 0.0
WIND 29 0.0
WIND 30 0.0
WIND 31 0.0
WIND 32 0.0
WIND 33 0.0
WIND 34 0.0
WIND 35 0.0
WIND 36 0.0
WIND 37 0.0
WIND 38 0.0
WIND 39 0.0
WIND 40 0.0
WIND 41 0.0
WIND 42 0.0
WIND 43 0.0
WIND 44 0.0
WIND 45 0.0
WIND 46 0.0
WIND 47 0.0
WIND 48 0.0
;


param MaxNondispatchablePower := 
WIND 1 110.55485132018883
WIND 2 114.14556739589784
WIND 3 119.86379631565492
WIND 4 103.10619132376608
WIND 5 114.13437184760186
WIND 6 129.090101822641
WIND 7 123.96362079162913
WIND 8 125.90088339868414
WIND 9 73.21420899773959
WIND 10 63.643069656303275
WIND 11 51.50332897031159
WIND 12 65.34136637962322
WIND 13 55.8654486009537
WIND 14 50.516151955054184
WIND 15 127.3756052400517
WIND 16 87.45269283221393
WIND 17 109.56355435354209
WIND 18 85.05405120375093
WIND 19 114.84708349675884
WIND 20 138.46899017427475
WIND 21 146.04452858136534
WIND 22 136.80770218626444
WIND 23 140.59717821407105
WIND 24 124.92549463147168
WIND 25 124.92549463147168
WIND 26 124.92549463147168
WIND 27 124.92549463147168
WIND 28 124.92549463147168
WIND 29 124.92549463147168
WIND 30 124.92549463147168
WIND 31 124.92549463147168
WIND 32 124.92549463147168
WIND 33 124.92549463147168
WIND 34 124.92549463147168
WIND 35 124.92549463147168
WIND 36 124.92549463147168
WIND 37 124.92549463147168
WIND 38 124.92549463147168
WIND 39 124.92549463147168
WIND 40 124.92549463147168
WIND 41 124.92549463147168
WIND 42 124.92549463147168
WIND 43 124.92549463147168
WIND 44 124.92549463147168
WIND 45 124.92549463147168
WIND 46 124.92549463147168
WIND 47 124.92549463147168
WIND 48 124.92549463147168
;


