param MinNondispatchablePower := 
WIND 1 0.0
WIND 2 0.0
WIND 3 0.0
WIND 4 0.0
WIND 5 0.0
WIND 6 0.0
WIND 7 0.0
WIND 8 0.0
WIND 9 0.0
WIND 10 0.0
WIND 11 0.0
WIND 12 0.0
WIND 13 0.0
WIND 14 0.0
WIND 15 0.0
WIND 16 0.0
WIND 17 0.0
WIND 18 0.0
WIND 19 0.0
WIND 20 0.0
WIND 21 0.0
WIND 22 0.0
WIND 23 0.0
WIND 24 0.0
WIND 25 0.0
WIND 26 0.0
WIND 27 0.0
WIND 28 0.0
WIND 29 0.0
WIND 30 0.0
WIND 31 0.0
WIND 32 0.0
WIND 33 0.0
WIND 34 0.0
WIND 35 0.0
WIND 36 0.0
WIND 37 0.0
WIND 38 0.0
WIND 39 0.0
WIND 40 0.0
WIND 41 0.0
WIND 42 0.0
WIND 43 0.0
WIND 44 0.0
WIND 45 0.0
WIND 46 0.0
WIND 47 0.0
WIND 48 0.0
;


param MaxNondispatchablePower := 
WIND 1 38.28217941248688
WIND 2 38.059067830347836
WIND 3 40.00062071760767
WIND 4 46.25362339803584
WIND 5 37.434507883968266
WIND 6 24.95279612248119
WIND 7 14.399011041741606
WIND 8 12.840410535255637
WIND 9 2.737230029509476
WIND 10 0.9484080066722754
WIND 11 1.4563663514720504
WIND 12 3.3108557928853486
WIND 13 2.6628417552107666
WIND 14 9.900813109791194
WIND 15 27.615383875800674
WIND 16 14.979475901859388
WIND 17 27.164034055024217
WIND 18 36.891962090455955
WIND 19 30.519527095175462
WIND 20 25.780003409163193
WIND 21 29.705182649135203
WIND 22 35.80480308992576
WIND 23 33.81629721824053
WIND 24 47.703159868557265
WIND 25 47.703159868557265
WIND 26 47.703159868557265
WIND 27 47.703159868557265
WIND 28 47.703159868557265
WIND 29 47.703159868557265
WIND 30 47.703159868557265
WIND 31 47.703159868557265
WIND 32 47.703159868557265
WIND 33 47.703159868557265
WIND 34 47.703159868557265
WIND 35 47.703159868557265
WIND 36 47.703159868557265
WIND 37 47.703159868557265
WIND 38 47.703159868557265
WIND 39 47.703159868557265
WIND 40 47.703159868557265
WIND 41 47.703159868557265
WIND 42 47.703159868557265
WIND 43 47.703159868557265
WIND 44 47.703159868557265
WIND 45 47.703159868557265
WIND 46 47.703159868557265
WIND 47 47.703159868557265
WIND 48 47.703159868557265
;


