param MinNondispatchablePower := 
WIND 1 0.0
WIND 2 0.0
WIND 3 0.0
WIND 4 0.0
WIND 5 0.0
WIND 6 0.0
WIND 7 0.0
WIND 8 0.0
WIND 9 0.0
WIND 10 0.0
WIND 11 0.0
WIND 12 0.0
WIND 13 0.0
WIND 14 0.0
WIND 15 0.0
WIND 16 0.0
WIND 17 0.0
WIND 18 0.0
WIND 19 0.0
WIND 20 0.0
WIND 21 0.0
WIND 22 0.0
WIND 23 0.0
WIND 24 0.0
WIND 25 0.0
WIND 26 0.0
WIND 27 0.0
WIND 28 0.0
WIND 29 0.0
WIND 30 0.0
WIND 31 0.0
WIND 32 0.0
WIND 33 0.0
WIND 34 0.0
WIND 35 0.0
WIND 36 0.0
WIND 37 0.0
WIND 38 0.0
WIND 39 0.0
WIND 40 0.0
WIND 41 0.0
WIND 42 0.0
WIND 43 0.0
WIND 44 0.0
WIND 45 0.0
WIND 46 0.0
WIND 47 0.0
WIND 48 0.0
;


param MaxNondispatchablePower := 
WIND 1 103.06078062328885
WIND 2 114.34285642727384
WIND 3 114.88257471675227
WIND 4 99.36230318935465
WIND 5 90.22523502198874
WIND 6 118.60432315296796
WIND 7 103.52929790082365
WIND 8 110.26680048709282
WIND 9 49.12955213426638
WIND 10 32.31117186104036
WIND 11 22.14250443079365
WIND 12 18.67481532836469
WIND 13 13.907783074976559
WIND 14 13.711166622700024
WIND 15 16.82338832153479
WIND 16 21.666781243761122
WIND 17 60.036507965781595
WIND 18 48.828448812137076
WIND 19 62.80169127650302
WIND 20 71.7688636558346
WIND 21 71.7545743414686
WIND 22 81.8766600393263
WIND 23 99.42334883170263
WIND 24 97.49924133540175
WIND 25 97.49924133540175
WIND 26 97.49924133540175
WIND 27 97.49924133540175
WIND 28 97.49924133540175
WIND 29 97.49924133540175
WIND 30 97.49924133540175
WIND 31 97.49924133540175
WIND 32 97.49924133540175
WIND 33 97.49924133540175
WIND 34 97.49924133540175
WIND 35 97.49924133540175
WIND 36 97.49924133540175
WIND 37 97.49924133540175
WIND 38 97.49924133540175
WIND 39 97.49924133540175
WIND 40 97.49924133540175
WIND 41 97.49924133540175
WIND 42 97.49924133540175
WIND 43 97.49924133540175
WIND 44 97.49924133540175
WIND 45 97.49924133540175
WIND 46 97.49924133540175
WIND 47 97.49924133540175
WIND 48 97.49924133540175
;


