param MinNondispatchablePower := 
WIND 1 0.0
WIND 2 0.0
WIND 3 0.0
WIND 4 0.0
WIND 5 0.0
WIND 6 0.0
WIND 7 0.0
WIND 8 0.0
WIND 9 0.0
WIND 10 0.0
WIND 11 0.0
WIND 12 0.0
WIND 13 0.0
WIND 14 0.0
WIND 15 0.0
WIND 16 0.0
WIND 17 0.0
WIND 18 0.0
WIND 19 0.0
WIND 20 0.0
WIND 21 0.0
WIND 22 0.0
WIND 23 0.0
WIND 24 0.0
WIND 25 0.0
WIND 26 0.0
WIND 27 0.0
WIND 28 0.0
WIND 29 0.0
WIND 30 0.0
WIND 31 0.0
WIND 32 0.0
WIND 33 0.0
WIND 34 0.0
WIND 35 0.0
WIND 36 0.0
WIND 37 0.0
WIND 38 0.0
WIND 39 0.0
WIND 40 0.0
WIND 41 0.0
WIND 42 0.0
WIND 43 0.0
WIND 44 0.0
WIND 45 0.0
WIND 46 0.0
WIND 47 0.0
WIND 48 0.0
;


param MaxNondispatchablePower := 
WIND 1 49.1772592990335
WIND 2 28.99461773501117
WIND 3 21.640788669349742
WIND 4 51.21915700006114
WIND 5 44.33051296192054
WIND 6 49.587120542542934
WIND 7 28.90811547505959
WIND 8 56.35002143226208
WIND 9 20.684028460412776
WIND 10 7.8166537572766295
WIND 11 0.35787043414203196
WIND 12 1.2158843195167097
WIND 13 0.25383407441940736
WIND 14 1.7712856719277938
WIND 15 13.602298495244534
WIND 16 7.764547388097816
WIND 17 22.443894872394505
WIND 18 31.84470766575172
WIND 19 60.04581750640238
WIND 20 50.7192629256698
WIND 21 49.14604972683522
WIND 22 54.316397046263596
WIND 23 53.270280199888816
WIND 24 52.366905881579356
WIND 25 52.366905881579356
WIND 26 52.366905881579356
WIND 27 52.366905881579356
WIND 28 52.366905881579356
WIND 29 52.366905881579356
WIND 30 52.366905881579356
WIND 31 52.366905881579356
WIND 32 52.366905881579356
WIND 33 52.366905881579356
WIND 34 52.366905881579356
WIND 35 52.366905881579356
WIND 36 52.366905881579356
WIND 37 52.366905881579356
WIND 38 52.366905881579356
WIND 39 52.366905881579356
WIND 40 52.366905881579356
WIND 41 52.366905881579356
WIND 42 52.366905881579356
WIND 43 52.366905881579356
WIND 44 52.366905881579356
WIND 45 52.366905881579356
WIND 46 52.366905881579356
WIND 47 52.366905881579356
WIND 48 52.366905881579356
;


