param MinNondispatchablePower := 
WIND 1 0.0
WIND 2 0.0
WIND 3 0.0
WIND 4 0.0
WIND 5 0.0
WIND 6 0.0
WIND 7 0.0
WIND 8 0.0
WIND 9 0.0
WIND 10 0.0
WIND 11 0.0
WIND 12 0.0
WIND 13 0.0
WIND 14 0.0
WIND 15 0.0
WIND 16 0.0
WIND 17 0.0
WIND 18 0.0
WIND 19 0.0
WIND 20 0.0
WIND 21 0.0
WIND 22 0.0
WIND 23 0.0
WIND 24 0.0
WIND 25 0.0
WIND 26 0.0
WIND 27 0.0
WIND 28 0.0
WIND 29 0.0
WIND 30 0.0
WIND 31 0.0
WIND 32 0.0
WIND 33 0.0
WIND 34 0.0
WIND 35 0.0
WIND 36 0.0
WIND 37 0.0
WIND 38 0.0
WIND 39 0.0
WIND 40 0.0
WIND 41 0.0
WIND 42 0.0
WIND 43 0.0
WIND 44 0.0
WIND 45 0.0
WIND 46 0.0
WIND 47 0.0
WIND 48 0.0
;


param MaxNondispatchablePower := 
WIND 1 79.89465271316635
WIND 2 65.6149569753797
WIND 3 53.42308103113587
WIND 4 51.613521387441494
WIND 5 50.027552415310794
WIND 6 80.26194645839212
WIND 7 78.45854768458787
WIND 8 79.49404867098383
WIND 9 28.227437691757032
WIND 10 16.16297398656425
WIND 11 11.991789409727685
WIND 12 13.71199897149322
WIND 13 6.378107395432423
WIND 14 11.22039673918766
WIND 15 21.60983858865462
WIND 16 22.79254568293048
WIND 17 65.76249406736257
WIND 18 55.6149496307485
WIND 19 87.3128642972664
WIND 20 88.50381029310543
WIND 21 95.05087775479085
WIND 22 99.98957370211608
WIND 23 107.84138786178045
WIND 24 93.25013670681294
WIND 25 93.25013670681294
WIND 26 93.25013670681294
WIND 27 93.25013670681294
WIND 28 93.25013670681294
WIND 29 93.25013670681294
WIND 30 93.25013670681294
WIND 31 93.25013670681294
WIND 32 93.25013670681294
WIND 33 93.25013670681294
WIND 34 93.25013670681294
WIND 35 93.25013670681294
WIND 36 93.25013670681294
WIND 37 93.25013670681294
WIND 38 93.25013670681294
WIND 39 93.25013670681294
WIND 40 93.25013670681294
WIND 41 93.25013670681294
WIND 42 93.25013670681294
WIND 43 93.25013670681294
WIND 44 93.25013670681294
WIND 45 93.25013670681294
WIND 46 93.25013670681294
WIND 47 93.25013670681294
WIND 48 93.25013670681294
;


