param MinNondispatchablePower := 
WIND 1 0.0
WIND 2 0.0
WIND 3 0.0
WIND 4 0.0
WIND 5 0.0
WIND 6 0.0
WIND 7 0.0
WIND 8 0.0
WIND 9 0.0
WIND 10 0.0
WIND 11 0.0
WIND 12 0.0
WIND 13 0.0
WIND 14 0.0
WIND 15 0.0
WIND 16 0.0
WIND 17 0.0
WIND 18 0.0
WIND 19 0.0
WIND 20 0.0
WIND 21 0.0
WIND 22 0.0
WIND 23 0.0
WIND 24 0.0
WIND 25 0.0
WIND 26 0.0
WIND 27 0.0
WIND 28 0.0
WIND 29 0.0
WIND 30 0.0
WIND 31 0.0
WIND 32 0.0
WIND 33 0.0
WIND 34 0.0
WIND 35 0.0
WIND 36 0.0
WIND 37 0.0
WIND 38 0.0
WIND 39 0.0
WIND 40 0.0
WIND 41 0.0
WIND 42 0.0
WIND 43 0.0
WIND 44 0.0
WIND 45 0.0
WIND 46 0.0
WIND 47 0.0
WIND 48 0.0
;


param MaxNondispatchablePower := 
WIND 1 86.3103602769814
WIND 2 88.90386930974998
WIND 3 80.35968253338707
WIND 4 82.74724732341713
WIND 5 53.84945278811348
WIND 6 53.52252290404819
WIND 7 49.006548259980185
WIND 8 46.259078579578166
WIND 9 24.574782410385787
WIND 10 18.626320526532346
WIND 11 2.27104874593812
WIND 12 7.239007468537171
WIND 13 9.885703692321561
WIND 14 15.982726529226333
WIND 15 45.24266016461218
WIND 16 53.04110105630655
WIND 17 100.76167950045112
WIND 18 77.66104934479013
WIND 19 107.04831006132719
WIND 20 123.46617188111834
WIND 21 140.25790191322574
WIND 22 136.96818728905006
WIND 23 143.94788853897126
WIND 24 137.4721134767282
WIND 25 137.4721134767282
WIND 26 137.4721134767282
WIND 27 137.4721134767282
WIND 28 137.4721134767282
WIND 29 137.4721134767282
WIND 30 137.4721134767282
WIND 31 137.4721134767282
WIND 32 137.4721134767282
WIND 33 137.4721134767282
WIND 34 137.4721134767282
WIND 35 137.4721134767282
WIND 36 137.4721134767282
WIND 37 137.4721134767282
WIND 38 137.4721134767282
WIND 39 137.4721134767282
WIND 40 137.4721134767282
WIND 41 137.4721134767282
WIND 42 137.4721134767282
WIND 43 137.4721134767282
WIND 44 137.4721134767282
WIND 45 137.4721134767282
WIND 46 137.4721134767282
WIND 47 137.4721134767282
WIND 48 137.4721134767282
;


