param MinNondispatchablePower := 
WIND 1 0.0
WIND 2 0.0
WIND 3 0.0
WIND 4 0.0
WIND 5 0.0
WIND 6 0.0
WIND 7 0.0
WIND 8 0.0
WIND 9 0.0
WIND 10 0.0
WIND 11 0.0
WIND 12 0.0
WIND 13 0.0
WIND 14 0.0
WIND 15 0.0
WIND 16 0.0
WIND 17 0.0
WIND 18 0.0
WIND 19 0.0
WIND 20 0.0
WIND 21 0.0
WIND 22 0.0
WIND 23 0.0
WIND 24 0.0
WIND 25 0.0
WIND 26 0.0
WIND 27 0.0
WIND 28 0.0
WIND 29 0.0
WIND 30 0.0
WIND 31 0.0
WIND 32 0.0
WIND 33 0.0
WIND 34 0.0
WIND 35 0.0
WIND 36 0.0
WIND 37 0.0
WIND 38 0.0
WIND 39 0.0
WIND 40 0.0
WIND 41 0.0
WIND 42 0.0
WIND 43 0.0
WIND 44 0.0
WIND 45 0.0
WIND 46 0.0
WIND 47 0.0
WIND 48 0.0
;


param MaxNondispatchablePower := 
WIND 1 145.65932694328941
WIND 2 145.85356131163414
WIND 3 139.81907338075936
WIND 4 133.33366030964294
WIND 5 128.08536695745687
WIND 6 149.238059307741
WIND 7 135.30944238661732
WIND 8 150.49346116936056
WIND 9 93.19182036414205
WIND 10 71.70477403923958
WIND 11 42.64814410036616
WIND 12 79.1826202980247
WIND 13 48.450637107951025
WIND 14 30.382665752595347
WIND 15 65.84979049756923
WIND 16 69.52476357051016
WIND 17 102.54238623663797
WIND 18 77.89697371617642
WIND 19 99.61742903279077
WIND 20 108.50882337578294
WIND 21 116.79147550853004
WIND 22 114.80240706199605
WIND 23 115.33467072587237
WIND 24 121.10469082575338
WIND 25 121.10469082575338
WIND 26 121.10469082575338
WIND 27 121.10469082575338
WIND 28 121.10469082575338
WIND 29 121.10469082575338
WIND 30 121.10469082575338
WIND 31 121.10469082575338
WIND 32 121.10469082575338
WIND 33 121.10469082575338
WIND 34 121.10469082575338
WIND 35 121.10469082575338
WIND 36 121.10469082575338
WIND 37 121.10469082575338
WIND 38 121.10469082575338
WIND 39 121.10469082575338
WIND 40 121.10469082575338
WIND 41 121.10469082575338
WIND 42 121.10469082575338
WIND 43 121.10469082575338
WIND 44 121.10469082575338
WIND 45 121.10469082575338
WIND 46 121.10469082575338
WIND 47 121.10469082575338
WIND 48 121.10469082575338
;


