param MinNondispatchablePower := 
WIND 1 0.0
WIND 2 0.0
WIND 3 0.0
WIND 4 0.0
WIND 5 0.0
WIND 6 0.0
WIND 7 0.0
WIND 8 0.0
WIND 9 0.0
WIND 10 0.0
WIND 11 0.0
WIND 12 0.0
WIND 13 0.0
WIND 14 0.0
WIND 15 0.0
WIND 16 0.0
WIND 17 0.0
WIND 18 0.0
WIND 19 0.0
WIND 20 0.0
WIND 21 0.0
WIND 22 0.0
WIND 23 0.0
WIND 24 0.0
WIND 25 0.0
WIND 26 0.0
WIND 27 0.0
WIND 28 0.0
WIND 29 0.0
WIND 30 0.0
WIND 31 0.0
WIND 32 0.0
WIND 33 0.0
WIND 34 0.0
WIND 35 0.0
WIND 36 0.0
WIND 37 0.0
WIND 38 0.0
WIND 39 0.0
WIND 40 0.0
WIND 41 0.0
WIND 42 0.0
WIND 43 0.0
WIND 44 0.0
WIND 45 0.0
WIND 46 0.0
WIND 47 0.0
WIND 48 0.0
;


param MaxNondispatchablePower := 
WIND 1 156.95243292997864
WIND 2 152.84848692726706
WIND 3 150.73394808792978
WIND 4 142.94136275470362
WIND 5 131.51429486562165
WIND 6 156.41488466804088
WIND 7 141.31484151861906
WIND 8 178.14004922906935
WIND 9 123.82236771832521
WIND 10 114.0359773824418
WIND 11 107.64437043779805
WIND 12 168.41287294031076
WIND 13 105.86662908455195
WIND 14 97.5528226700651
WIND 15 165.80031961032847
WIND 16 108.26325376654017
WIND 17 165.32226751397005
WIND 18 107.88082424216
WIND 19 132.98330727910366
WIND 20 146.89611632876253
WIND 21 148.13893064327985
WIND 22 147.94325865052704
WIND 23 153.02833382617982
WIND 24 139.63260383456858
WIND 25 139.63260383456858
WIND 26 139.63260383456858
WIND 27 139.63260383456858
WIND 28 139.63260383456858
WIND 29 139.63260383456858
WIND 30 139.63260383456858
WIND 31 139.63260383456858
WIND 32 139.63260383456858
WIND 33 139.63260383456858
WIND 34 139.63260383456858
WIND 35 139.63260383456858
WIND 36 139.63260383456858
WIND 37 139.63260383456858
WIND 38 139.63260383456858
WIND 39 139.63260383456858
WIND 40 139.63260383456858
WIND 41 139.63260383456858
WIND 42 139.63260383456858
WIND 43 139.63260383456858
WIND 44 139.63260383456858
WIND 45 139.63260383456858
WIND 46 139.63260383456858
WIND 47 139.63260383456858
WIND 48 139.63260383456858
;


