param MinNondispatchablePower := 
WIND 1 0.0
WIND 2 0.0
WIND 3 0.0
WIND 4 0.0
WIND 5 0.0
WIND 6 0.0
WIND 7 0.0
WIND 8 0.0
WIND 9 0.0
WIND 10 0.0
WIND 11 0.0
WIND 12 0.0
WIND 13 0.0
WIND 14 0.0
WIND 15 0.0
WIND 16 0.0
WIND 17 0.0
WIND 18 0.0
WIND 19 0.0
WIND 20 0.0
WIND 21 0.0
WIND 22 0.0
WIND 23 0.0
WIND 24 0.0
WIND 25 0.0
WIND 26 0.0
WIND 27 0.0
WIND 28 0.0
WIND 29 0.0
WIND 30 0.0
WIND 31 0.0
WIND 32 0.0
WIND 33 0.0
WIND 34 0.0
WIND 35 0.0
WIND 36 0.0
WIND 37 0.0
WIND 38 0.0
WIND 39 0.0
WIND 40 0.0
WIND 41 0.0
WIND 42 0.0
WIND 43 0.0
WIND 44 0.0
WIND 45 0.0
WIND 46 0.0
WIND 47 0.0
WIND 48 0.0
;


param MaxNondispatchablePower := 
WIND 1 75.80459552290398
WIND 2 87.76865676941797
WIND 3 75.45626020587117
WIND 4 53.425106629062434
WIND 5 64.2978779427151
WIND 6 93.26682305233493
WIND 7 84.76812089726546
WIND 8 80.14392951164044
WIND 9 27.84457137130561
WIND 10 4.041752850561192
WIND 11 4.783016334395547
WIND 12 3.8487188186342483
WIND 13 2.956045702091467
WIND 14 5.812986965315048
WIND 15 22.411540094550894
WIND 16 37.63489634953941
WIND 17 73.96668567800212
WIND 18 47.83073895142127
WIND 19 60.3287365407948
WIND 20 55.235414456119116
WIND 21 65.47383517538917
WIND 22 62.92761395978863
WIND 23 60.03677069770005
WIND 24 55.535464407180534
WIND 25 55.535464407180534
WIND 26 55.535464407180534
WIND 27 55.535464407180534
WIND 28 55.535464407180534
WIND 29 55.535464407180534
WIND 30 55.535464407180534
WIND 31 55.535464407180534
WIND 32 55.535464407180534
WIND 33 55.535464407180534
WIND 34 55.535464407180534
WIND 35 55.535464407180534
WIND 36 55.535464407180534
WIND 37 55.535464407180534
WIND 38 55.535464407180534
WIND 39 55.535464407180534
WIND 40 55.535464407180534
WIND 41 55.535464407180534
WIND 42 55.535464407180534
WIND 43 55.535464407180534
WIND 44 55.535464407180534
WIND 45 55.535464407180534
WIND 46 55.535464407180534
WIND 47 55.535464407180534
WIND 48 55.535464407180534
;


