param: Demand :=
SingleBus 1 383.147428996
SingleBus 2 336.658832914
SingleBus 3 419.597547841
SingleBus 4 409.974916175
SingleBus 5 414.878436782
SingleBus 6 441.799061734
SingleBus 7 520.6112777
SingleBus 8 596.888627759
SingleBus 9 630.689022063
SingleBus 10 662.868686652
SingleBus 11 687.957058754
SingleBus 12 820.084903545
SingleBus 13 823.040359123
SingleBus 14 827.474396937
SingleBus 15 717.915082982
SingleBus 16 716.714524403
SingleBus 17 716.529528884
SingleBus 18 600.966804372
SingleBus 19 593.073593282
SingleBus 20 573.69634431
SingleBus 21 562.615838243
SingleBus 22 510.780474067
SingleBus 23 373.351780704
SingleBus 24 397.998915726
SingleBus 25 372.628515912
SingleBus 26 340.520904601
SingleBus 27 418.595590191
SingleBus 28 411.941051938
SingleBus 29 411.728438168
SingleBus 30 446.55866036
SingleBus 31 509.351055216
SingleBus 32 593.82224891
SingleBus 33 648.862570137
SingleBus 34 676.172834121
SingleBus 35 686.663440004
SingleBus 36 800.069275791
SingleBus 37 809.708310018
SingleBus 38 815.172203115
SingleBus 39 704.077748257
SingleBus 40 722.657939854
SingleBus 41 715.3543039
SingleBus 42 600.920992911
SingleBus 43 596.993069868
SingleBus 44 569.031911365
SingleBus 45 560.295014276
SingleBus 46 504.856438832
SingleBus 47 378.638848918
SingleBus 48 388.426237526
;
