param: Demand :=
SingleBus 1 362.35834109
SingleBus 2 338.642452549
SingleBus 3 400.23744491
SingleBus 4 395.452078954
SingleBus 5 398.394893164
SingleBus 6 435.478785651
SingleBus 7 500.990369892
SingleBus 8 581.7364792
SingleBus 9 635.661969287
SingleBus 10 650.600457979
SingleBus 11 693.299477908
SingleBus 12 775.462451638
SingleBus 13 784.037228225
SingleBus 14 785.838193969
SingleBus 15 691.513416868
SingleBus 16 687.966409139
SingleBus 17 717.751401769
SingleBus 18 611.100357764
SingleBus 19 589.644383676
SingleBus 20 549.471137963
SingleBus 21 543.796323576
SingleBus 22 501.652289656
SingleBus 23 377.165253252
SingleBus 24 389.747244616
SingleBus 25 371.990686556
SingleBus 26 336.981428238
SingleBus 27 403.65203347
SingleBus 28 390.395633131
SingleBus 29 405.686882434
SingleBus 30 423.298948254
SingleBus 31 495.573936315
SingleBus 32 577.514298854
SingleBus 33 630.699109082
SingleBus 34 669.416570211
SingleBus 35 676.089221003
SingleBus 36 808.560515015
SingleBus 37 782.361995152
SingleBus 38 788.124821192
SingleBus 39 701.697985523
SingleBus 40 690.630685974
SingleBus 41 731.162518907
SingleBus 42 600.713393371
SingleBus 43 571.54646961
SingleBus 44 563.459597125
SingleBus 45 541.812414639
SingleBus 46 511.209262902
SingleBus 47 372.418059571
SingleBus 48 382.393160396
;
