param MinNondispatchablePower := 
WIND 1 0.0
WIND 2 0.0
WIND 3 0.0
WIND 4 0.0
WIND 5 0.0
WIND 6 0.0
WIND 7 0.0
WIND 8 0.0
WIND 9 0.0
WIND 10 0.0
WIND 11 0.0
WIND 12 0.0
WIND 13 0.0
WIND 14 0.0
WIND 15 0.0
WIND 16 0.0
WIND 17 0.0
WIND 18 0.0
WIND 19 0.0
WIND 20 0.0
WIND 21 0.0
WIND 22 0.0
WIND 23 0.0
WIND 24 0.0
;


param MaxNondispatchablePower := 
WIND 1 9.07305135905583
WIND 2 10.576717174372222
WIND 3 4.684565534549961
WIND 4 5.190006670137474
WIND 5 5.02546971328411
WIND 6 4.788121035980885
WIND 7 3.389496760805315
WIND 8 2.4935863010857817
WIND 9 0.01147399910997251
WIND 10 6.472275128999172e-06
WIND 11 2.208001727410647e-06
WIND 12 4.0802811057005785e-06
WIND 13 5.934150607629363e-05
WIND 14 0.0005564153862508192
WIND 15 0.01713654779186129
WIND 16 0.049426546339825
WIND 17 2.682627605285626
WIND 18 1.953212286493579
WIND 19 8.851050674239053
WIND 20 8.607112884107677
WIND 21 10.552587211885886
WIND 22 13.09664065047038
WIND 23 13.578183403321948
WIND 24 9.89080673842166
;


