param MinNondispatchablePower := 
WIND 1 0.0
WIND 2 0.0
WIND 3 0.0
WIND 4 0.0
WIND 5 0.0
WIND 6 0.0
WIND 7 0.0
WIND 8 0.0
WIND 9 0.0
WIND 10 0.0
WIND 11 0.0
WIND 12 0.0
WIND 13 0.0
WIND 14 0.0
WIND 15 0.0
WIND 16 0.0
WIND 17 0.0
WIND 18 0.0
WIND 19 0.0
WIND 20 0.0
WIND 21 0.0
WIND 22 0.0
WIND 23 0.0
WIND 24 0.0
;


param MaxNondispatchablePower := 
WIND 1 4.643243388474958
WIND 2 2.895068150896327
WIND 3 1.9518747461650834
WIND 4 4.214354604073992
WIND 5 2.231595476918255
WIND 6 1.4098983966643235
WIND 7 0.631110241740322
WIND 8 2.0005666827784583
WIND 9 0.010199206175229847
WIND 10 1.0910424066423732e-06
WIND 11 1.764691559884568e-05
WIND 12 8.589812989612255e-06
WIND 13 6.692822286424871e-06
WIND 14 0.00041652658603652526
WIND 15 0.09262962546980305
WIND 16 0.24461070089734852
WIND 17 3.9900707173957133
WIND 18 3.9846480978623497
WIND 19 14.830056362835832
WIND 20 11.607999167943376
WIND 21 11.4542800054831
WIND 22 9.339432127435078
WIND 23 8.068223829354622
WIND 24 13.543747060841856
;


